time_s,switch_V,bus_V,highVgs_V,lowVgs_V,highVds_V,lowVds_V,highCurrent_A,lowCurrent_A,highGateCurrent_A,lowGateCurrent_A,loadCurrent_A,feedCurrent_A,highChannelCurrent_A,lowChannelCurrent_A,highDiodeCurrent_A,lowDiodeCurrent_A
1.25e-09,23.847713454124,23.850951786138,11.999996700183,6.1439062437197e-16,0.0032383320139715,23.847713454124,2.98096427723845,9.54822727550209e-08,1.3199267850915e-07,-2.45756249748788e-17,2.98096418175618,2.98096427724084,2.98096427724872,9.14171697135938e-11,-0,2.21014167417406e-24
1.375e-09,23.847713454124,23.850951786138,11.999996700183,2.03133420135871e-15,0.0032383320139715,23.847713454124,2.98096427723845,9.54822727550209e-08,1.31992678507815e-07,-8.12533680543482e-17,2.98096418175618,2.98096427724084,2.98096427721666,9.14171697136004e-11,-3.96005474436445e-41,-1.19251133925066e-24
1.5e-09,23.847713454124,23.850951786138,11.999996700183,9.37606973086683e-16,0.0032383320139715,23.847713454124,2.98096427723845,9.54822727550209e-08,1.31992678563386e-07,-3.75042789234673e-17,2.98096418175618,2.98096427724084,2.98096427724869,9.14171697135938e-11,-0,-5.37883871258847e-24
1.625e-09,23.847713454124,23.850951786138,11.999996700183,2.52078954055162e-15,0.00323833201397505,23.847713454124,2.98096427723845,9.54822731991101e-08,1.31992678563242e-07,-1.00831581622065e-16,2.98096418175618,2.98096427724084,2.98096427721671,9.14171697135673e-11,-0,-2.54337809601009e-24
1.75e-09,23.847713454124,23.850951786138,11.999996700183,3.03842607822047e-16,0.0032383320139715,23.847713454124,2.98096427723845,9.54822731991101e-08,1.31992678610173e-07,-1.21537043128819e-17,2.98096418175618,2.98096427724084,2.98096427724863,9.14171697136004e-11,-0,3.17409390279657e-24
1.875e-09,23.847713454124,23.850951786138,11.999996700183,2.84920562497091e-15,0.00323833201397861,23.847713454124,2.98096427723846,9.54822740872885e-08,1.31992678548818e-07,-1.13968224998837e-16,2.98096418175618,2.98096427724084,2.98096427721679,9.14171697135805e-11,-4.00350535782903e-41,-3.53051804185045e-24
2e-09,23.847713454124,23.850951786138,11.999996700183,-6.77130184889848e-17,0.00323833201397505,23.847713454124,2.98096427723845,9.54822736431993e-08,1.31992678465256e-07,2.70852073955939e-18,2.98096418175618,2.98096427724084,2.98096427724851,9.14171697135938e-11,-1.42977923840292e-40,4.26751228172923e-24
2.125e-09,23.847713454124,23.850951786138,11.999996700183,2.88049763946128e-15,0.00323833201397505,23.847713454124,2.98096427723846,9.54822745313777e-08,1.31992678479761e-07,-1.15219905578451e-16,2.98096418175618,2.98096427724084,2.98096427721693,9.14171697135871e-11,-1.47785931227755e-40,-3.67866956423218e-24
2.25e-09,23.847713454124,23.850951786138,11.999996700183,-3.36547760022962e-16,0.00323833201397505,23.847713454124,2.98096427723846,9.54822745313777e-08,1.31992678551101e-07,1.34619104009185e-17,2.98096418175618,2.98096427724084,2.9809642772484,9.14171697135739e-11,-0,-1.61868713869922e-24
2.375e-09,23.847713454124,23.850951786138,11.999996700183,2.78015665809033e-15,0.00323833201397505,23.847713454124,2.98096427723846,9.54822749754669e-08,1.31992678482276e-07,-1.11206266323613e-16,2.98096418175618,2.98096427724084,2.980964277217,9.14171697136136e-11,-0,-3.47606633883749e-24
2.5e-09,23.847713454124,23.850951786138,11.999996700183,-8.51661043502666e-16,0.00323833201397505,23.847713454124,2.98096427723846,9.54822749754669e-08,1.31992678595104e-07,3.40664417401067e-17,2.98096418175618,2.98096427724084,2.98096427724831,9.14171697135739e-11,-0,-2.33489612229303e-25
2.625e-09,23.847713454124,23.850951786138,11.999996700183,2.71992776019774e-15,0.00323833201396795,23.847713454124,2.98096427723846,9.54822749754669e-08,1.3199267854089e-07,-1.0879711040791e-16,2.98096418175618,2.98096427724084,2.98096427721711,9.14171697136269e-11,-4.107268260266e-41,-3.47301616100057e-24
2.75e-09,23.847713454124,23.850951786138,11.999996700183,1.49062060208847e-16,0.00323833201396795,23.847713454124,2.98096427723846,9.54822749754669e-08,1.31992678507293e-07,-5.96248240835389e-18,2.98096418175618,2.98096427724084,2.98096427724822,9.14171697135871e-11,-0,3.42010096192821e-24
2.875e-09,23.847713454124,23.850951786138,11.999996700183,1.93868288976749e-15,0.0032383320139644,23.847713454124,2.98096427723846,9.54822740872885e-08,1.31992678682164e-07,-7.75473155906995e-17,2.98096418175618,2.98096427724084,2.9809642772172,9.1417169713607e-11,-0,-7.72584848562844e-24
3e-09,23.847713454124,23.850951786138,11.999996700183,4.08725064493115e-16,0.0032383320139644,23.847713454124,2.98096427723846,9.54822736431993e-08,1.31992678783943e-07,-1.63490025797246e-17,2.98096418175618,2.98096427724084,2.98096427724812,9.14171697135871e-11,-0,2.60138199538264e-24
3.125e-09,23.847713454124,23.850951786138,11.999996700183,2.7213473594707e-15,0.0032383320139644,23.847713454124,2.98096427723845,9.54822731991101e-08,1.31992678657512e-07,-1.08853894378828e-16,2.98096418175618,2.98096427724084,2.9809642772173,9.1417169713607e-11,-0,-3.32398000146133e-24
3.25e-09,23.847713454124,23.850951786138,11.999996700183,-2.96948513399469e-16,0.00323833201396084,23.847713454124,2.98096427723845,9.54822727550209e-08,1.31992678740859e-07,1.18779405359787e-17,2.98096418175618,2.98096427724084,2.98096427724799,9.14171697135938e-11,-0,4.78655519725924e-24
3.375e-09,23.847713454124,23.850951786138,11.999996700183,2.10096909954439e-15,0.00323833201396084,23.847713454124,2.98096427723845,9.54822714227532e-08,1.31992678804331e-07,-8.40387639817755e-17,2.98096418175618,2.98096427724084,2.9809642772174,9.1417169713607e-11,-0,-1.60490250157956e-24
3.5e-09,23.847713454124,23.850951786138,11.999996700183,6.65585675434204e-17,0.0032383320139644,23.847713454124,2.98096427723845,9.54822700904856e-08,1.31992678725751e-07,-2.66234270173682e-18,2.98096418175618,2.98096427724084,2.98096427724791,9.14171697135871e-11,-0,3.58602356990593e-24
3.625e-09,23.847713454124,23.850951786138,11.999996700183,2.51744334573828e-15,0.0032383320139644,23.847713454124,2.98096427723845,9.54822700904856e-08,1.31992678761922e-07,-1.00697733829531e-16,2.98096418175618,2.98096427724084,2.9809642772175,9.14171697135805e-11,-0,-2.81455508789314e-24
3.75e-09,23.847713454124,23.850951786138,11.999996700183,-2.16871445993018e-16,0.0032383320139644,23.847713454124,2.98096427723845,9.5482268758218e-08,1.31992678788926e-07,8.67485783972071e-18,2.98096418175618,2.98096427724084,2.98096427724786,9.14171697136004e-11,-0,4.46738710289285e-24
3.875e-09,23.847713454124,23.850951786138,11.999996700183,3.14842609497754e-15,0.00323833201396795,23.847713454124,2.98096427723845,9.54822692023072e-08,1.3199267867237e-07,-1.25937043799101e-16,2.98096418175618,2.98096427724084,2.98096427721751,9.14171697135938e-11,-4.23592478324084e-41,-4.61962402379651e-24
4e-09,23.847713454124,23.850951786138,11.999996700183,-1.13069707805596e-15,0.0032383320139644,23.847713454124,2.98096427723845,9.54822678700395e-08,1.31992678830817e-07,4.52278831222384e-17,2.98096418175618,2.98096427724084,2.98096427724779,9.14171697135938e-11,-0,5.78147551611172e-25
4.125e-09,23.847713454124,23.850951786138,11.999996700183,2.82285003871582e-15,0.00323833201396084,23.847713454124,2.98096427723845,9.54822669818611e-08,1.31992678848741e-07,-1.12914001548633e-16,2.98096418175618,2.98096427724084,2.9809642772176,9.14171697135938e-11,-0,2.80143778758213e-24
4.25e-09,23.847713454124,23.850951786138,11.999996700183,-1.21178767056196e-15,0.0032383320139644,23.847713454124,2.98096427723845,9.54822660936827e-08,1.31992678870197e-07,4.84715068224782e-17,2.98096418175618,2.98096427724084,2.98096427724769,9.14171697136136e-11,-0,6.55102060146157e-25
4.375e-09,23.847713454124,23.850951786138,11.999996700183,2.52442038901745e-15,0.0032383320139644,23.847713454124,2.98096427723845,9.54822647614151e-08,1.31992678804206e-07,-1.00976815560698e-16,2.98096418175618,2.98096427724084,2.98096427721768,9.1417169713607e-11,-1.23391357972314e-40,3.52950810193127e-24
4.5e-09,23.847713454124,23.850951786138,11.999996700183,-5.7084482556157e-16,0.0032383320139644,23.847713454124,2.98096427723845,9.54822647614151e-08,1.31992678902944e-07,2.28337930224628e-17,2.98096418175618,2.98096427724084,2.98096427724769,9.14171697135739e-11,-0,-1.30994628272279e-24
4.625e-09,23.847713454124,23.850951786138,11.999996700183,1.92089640779511e-15,0.00323833201396795,23.847713454124,2.98096427723845,9.54822638732367e-08,1.31992678865929e-07,-7.68358563118044e-17,2.98096418175618,2.98096427724084,2.98096427721763,9.14171697135871e-11,-1.33285197045178e-40,-1.32444797218724e-24
4.75e-09,23.847713454124,23.850951786138,11.999996700183,-5.59877454900718e-16,0.0032383320139715,23.847713454124,2.98096427723844,9.54822629850582e-08,1.31992678697926e-07,2.23950981960287e-17,2.98096418175618,2.98096427724084,2.98096427724771,9.14171697135871e-11,-0,-1.44565545228366e-24
4.875e-09,23.847713454124,23.850951786138,11.999996700183,1.96708633378597e-15,0.00323833201396795,23.847713454124,2.98096427723844,9.54822616527906e-08,1.31992678882848e-07,-7.86834533514389e-17,2.98096418175618,2.98096427724084,2.98096427721765,9.14171697136004e-11,-0,-1.52157102439087e-24
5e-09,23.847713454124,23.850951786138,11.999996700183,-5.16453297140744e-16,0.00323833201396795,23.847713454124,2.98096427723844,9.54822616527906e-08,1.31992678394448e-07,2.06581318856298e-17,2.98096418175618,2.98096427724084,2.98096427724766,9.14171697135938e-11,-0,1.16332858503297e-23
5.125e-09,23.847713454124,23.850951786138,11.999996700183,2.34474195950625e-15,0.0032383320139715,23.847713454124,2.98096427723844,9.54822616527906e-08,1.31992678651141e-07,-9.378967838025e-17,2.98096418175618,2.98096427724084,2.98096427721777,9.14171697135871e-11,-1.6394137954933e-41,-2.60490465278343e-24
5.25e-09,23.847713454124,23.850951786138,11.999996700183,-1.05495585039594e-15,0.0032383320139715,23.847713454124,2.98096427723844,9.54822612087014e-08,1.31992678686835e-07,4.21982340158375e-17,2.98096418175618,2.98096427724084,2.98096427724754,9.14171697135805e-11,-0,6.62282331595108e-24
5.375e-09,23.847713454124,23.850951786138,11.999996700183,1.5049779871597e-15,0.00323833201397505,23.847713454124,2.98096427723844,9.54822612087014e-08,1.31992678382449e-07,-6.01991194863881e-17,2.98096418175618,2.98096427724084,2.98096427721778,9.14171697135871e-11,-1.64051732814795e-41,-6.91044412393532e-24
