time_s,switch_V,bus_V,highVgs_V,lowVgs_V,highVds_V,lowVds_V,highCurrent_A,lowCurrent_A,highGateCurrent_A,lowGateCurrent_A,loadCurrent_A,feedCurrent_A
1.66e-09,23.8477134539845,23.8509517861439,11.9999966999849,-4.82291073176973e-12,0.0032383321833116,23.8477134540083,2.98096427783946,9.57901420406415e-08,1.31966134020445e-07,1.92916429275419e-13,2.98096418176837,2.98096427693065
1.785e-09,23.8477134539908,23.8509517861437,11.9999967000385,1.94563955510033e-11,0.00323833217674263,23.8477134540146,2.98096427786578,9.58188239863489e-08,1.31967453853576e-07,-7.78255822058809e-13,2.98096418176837,2.98096427693057
1.91e-09,23.8477134540658,23.8509517861435,11.9999966999723,2.20768059156911e-12,0.00323833210152813,23.8477134540896,2.9809642778848,9.5839730374081e-08,1.31965417704549e-07,-8.83072236648836e-14,2.98096418176837,2.9809642769305
2.035e-09,23.8477134540976,23.8509517861433,11.9999966999752,1.92299042339003e-11,0.0032383320695395,23.8477134541214,2.98096427790125,9.58473482803868e-08,1.31963687532988e-07,-7.69196169374473e-13,2.98096418176837,2.98096427693042
2.16e-09,23.84771345413,23.8509517861431,11.9999966999587,8.45395318805837e-12,0.0032383320370144,23.8477134541538,2.98096427791405,9.58618535662481e-08,1.31962895721927e-07,-3.38158127530451e-13,2.98096418176837,2.98096427693035
2.285e-09,23.8477134541601,23.8509517861431,11.9999967000178,1.48539786439608e-11,0.00323833200682699,23.8477134541839,2.98096427791847,9.58744870160899e-08,1.31967551997292e-07,-5.94159145772692e-13,2.98096418176837,2.98096427693028
2.41e-09,23.8477134541558,23.850951786143,11.9999966999704,1.92220850107219e-11,0.00323833201104762,23.8477134541796,2.98096427792979,9.58804671213898e-08,1.31964890126568e-07,-7.68883400447328e-13,2.98096418176837,2.9809642769302
2.535e-09,23.8477134543439,23.8509517861431,11.9999966999706,2.81080436331382e-11,0.00323833182302025,23.8477134543678,2.98096427791168,9.5898573970743e-08,1.31963724836481e-07,-1.12432174535251e-12,2.98096418176837,2.98096427693013
2.66e-09,23.8477134541502,23.8509517861429,11.9999966999679,3.49890763372503e-12,0.00323833201654011,23.847713454174,2.98096427793317,9.58846948506675e-08,1.31966746863554e-07,-1.3995630535236e-13,2.98096418176837,2.98096427693006
2.785e-09,23.8477134542602,23.850951786143,11.9999966999596,2.78453547703538e-11,0.00323833190663336,23.847713454284,2.9809642779234,9.58698969100169e-08,1.31963980631866e-07,-1.11381419084088e-12,2.98096418176837,2.98096427692998
2.91e-09,23.8477134543276,23.8509517861431,11.999996699959,1.29345264337606e-11,0.00323833183933075,23.8477134543515,2.98096427790964,9.58620169910773e-08,1.31965797400824e-07,-5.17381057362841e-13,2.98096418176837,2.98096427692991
3.035e-09,23.8477134543043,23.8509517861432,11.9999966999304,1.76342229188403e-11,0.00323833186270406,23.8477134543282,2.98096427789808,9.58447108345695e-08,1.31962553329146e-07,-7.0536891677054e-13,2.98096418176837,2.98096427692984
3.16e-09,23.8477134543309,23.8509517861433,11.9999966999681,2.15697240798719e-11,0.00323833183623279,23.8477134543547,2.98096427788653,9.58372612380742e-08,1.31966160665797e-07,-8.62788963215583e-13,2.98096418176837,2.98096427692976
3.285e-09,23.847713454302,23.8509517861434,11.9999966999597,1.67719001002914e-11,0.00323833186521938,23.8477134543259,2.98096427787499,9.58270423012664e-08,1.31965907534948e-07,-6.70876004027757e-13,2.98096418176837,2.98096427692969
3.41e-09,23.8477134543476,23.8509517861435,11.9999966999531,2.54015001118335e-11,0.00323833181974109,23.8477134543714,2.98096427786347,9.58113459681442e-08,1.31966489291813e-07,-1.01606000449772e-12,2.98096418176837,2.98096427692961
3.535e-09,23.8477134543791,23.8509517861437,11.9999966999483,1.15582191728754e-11,0.00323833178843458,23.847713454403,2.98096427783779,9.57915742283433e-08,1.31966446215159e-07,-4.62328766926113e-13,2.98096418176837,2.98096427692954
