Case,Comparison,Signal,MaxAbsoluteDifference,ReferencePeakAbsolute,Limit,Pass,PeakAbsoluteDifference,RMSDifference
holdout_gate47,spice_0.25_to_0.125ns,lowVgs_V,0.000544434618074963,11.9904647342886,0.119904647342886,1,6.82921630357214e-09,5.84587487315059e-06
holdout_gate47,spice_0.25_to_0.125ns,highVds_V,0.00150494356969944,27.2124961607289,0.272124961607289,1,6.49888982380276e-05,3.70890513557739e-05
holdout_gate47,spice_0.25_to_0.125ns,lowVds_V,0.00150717875118911,27.3549979322569,0.273549979322569,1,2.00242370489434e-05,3.70662123531356e-05
holdout_gate47,spice_0.25_to_0.125ns,highCurrent_A,0.00465959938255112,186.919663538992,1.86919663538992,1,0.00093529783299573,0.000276158857795339
holdout_gate47,spice_0.25_to_0.125ns,lowCurrent_A,0.00465959706767105,183.955011055985,1.83955011055985,1,0.000935350903688459,0.000276158854069809
holdout_gate47,spice_0.25_to_0.125ns,highGateCurrent_A,1.08380351966919e-05,0.217756492425436,0.01,1,1.64027127436128e-07,7.50736508943426e-08
holdout_gate47,spice_0.25_to_0.125ns,lowGateCurrent_A,1.08886923620363e-05,0.217584934456483,0.01,1,5.72547342703178e-07,1.169174974686e-07
holdout_gate47,spice_0.25_to_0.125ns,loadCurrent_A,2.31137509132395e-09,2.98096418636446,0.0298096418636446,1,1.05475628231488e-11,3.03776670183257e-10
holdout_gate47,spice_0.25_to_0.125ns,feedCurrent_A,4.61812511449722e-05,14.1407811262782,0.141407811262782,1,2.11956411817482e-05,1.05465481713956e-05
holdout_gate47,native_to_original_spice_0.125ns,switch_V,0.000660085523297216,27.3549979322295,0.273549979322295,1,1.20005151984515e-05,1.11536902595296e-05
holdout_gate47,native_to_original_spice_0.125ns,bus_V,1.0457183513779e-05,24.0808566755165,0.240808566755165,1,4.34221973932836e-08,3.96133356441041e-07
holdout_gate47,native_to_original_spice_0.125ns,highVgs_V,0.000571512974055111,11.999993395109,0.11999993395109,1,5.25893639746755e-09,5.34162342917862e-06
holdout_gate47,native_to_original_spice_0.125ns,lowVgs_V,0.00051212840958037,11.9904647342886,0.119904647342886,1,1.82611614718553e-09,5.57551612626101e-06
holdout_gate47,native_to_original_spice_0.125ns,highVds_V,0.000661191139698758,27.2124961607289,0.272124961607289,1,1.42502838791358e-05,1.11722618126057e-05
holdout_gate47,native_to_original_spice_0.125ns,lowVds_V,0.000660085522232956,27.3549979322569,0.273549979322569,1,1.20005425543468e-05,1.11536902774467e-05
holdout_gate47,native_to_original_spice_0.125ns,highCurrent_A,0.00105849724166385,186.919663538992,1.86919663538992,1,0.000190708326982758,3.88885652591091e-05
holdout_gate47,native_to_original_spice_0.125ns,lowCurrent_A,0.00105849798811275,183.955011055985,1.83955011055985,1,0.000190638205737059,3.88885761276037e-05
holdout_gate47,native_to_original_spice_0.125ns,highGateCurrent_A,1.1430260442119e-05,0.217756492425436,0.01,1,3.54433801186271e-06,1.06832454109312e-07
holdout_gate47,native_to_original_spice_0.125ns,lowGateCurrent_A,1.02425788515714e-05,0.217584934456483,0.01,1,3.44725926371137e-06,1.11510323474934e-07
holdout_gate47,native_to_original_spice_0.125ns,loadCurrent_A,4.59551952047832e-10,2.98096418636446,0.0298096418636446,1,1.20006227177782e-11,3.02549861727263e-11
holdout_gate47,native_to_original_spice_0.125ns,feedCurrent_A,4.92266142515518e-06,14.1407811262782,0.141407811262782,1,3.72233799339483e-10,4.42256438606052e-07
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,switch_V,0.184514885798102,30.8407072023732,0.308407072023732,1,0.0285460631068304,0.00281232734543843
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,bus_V,0.000970060986645649,30.0110202687455,0.300110202687455,1,1.78034653686154e-09,3.49402758500029e-05
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,highVgs_V,0.00659457458823764,11.9999982840597,0.119999982840597,1,1.4210854715202e-14,0.000154183941241686
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,lowVgs_V,0.0279942038661221,11.9999984199355,0.119999984199355,1,3.57516327653684e-09,0.000398895630774836
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,highVds_V,0.184539099112145,30.78889321515,0.3078889321515,1,0.00232003894410582,0.00281702611121472
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,lowVds_V,0.184514885798102,30.8407072023732,0.308407072023732,1,0.0285460631068304,0.00281232734543843
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,highCurrent_A,0.0941691919159653,11.5431740253923,0.115431740253923,1,0.0368321132564962,0.00334748812925017
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,lowCurrent_A,0.0941692345925751,9.69661370489446,0.0969661370489446,1,0.0368313204836355,0.00334748927021386
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,highGateCurrent_A,0.000507274968326032,0.659620519946548,0.01,1,0.000352260174775632,1.18603031724394e-05
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,lowGateCurrent_A,0.002153400297394,0.665556502753231,0.01,1,0.000244068286054167,3.06842792903734e-05
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,loadCurrent_A,8.31052302530111e-08,1.86903238865743,0.0186903238865743,1,2.82684986530057e-12,1.4661811724404e-08
holdout_bus30_load16_gate10,native_0.5_to_0.125ns,feedCurrent_A,0.000365455028367045,1.86903335555099,0.0186903335555099,1,5.8946898473522e-09,0.000150460977852201
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,switch_V,0.0499792830173718,30.8407072023732,0.308407072023732,1,0.000621193585185864,0.000585733607710753
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,bus_V,0.000218392121290378,30.0110202687455,0.300110202687455,1,1.06957998013968e-10,7.02888972571197e-06
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,highVgs_V,0.00276466322097235,11.9999982840597,0.119999982840597,1,0,3.66706529550887e-05
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,lowVgs_V,0.00739225763065132,11.9999984199355,0.119999984199355,1,4.69313476969546e-12,8.58059607432008e-05
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,highVds_V,0.0499188055238005,30.78889321515,0.3078889321515,1,0.000697300727534156,0.000586627753751834
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,lowVds_V,0.0499792830173718,30.8407072023732,0.308407072023732,1,0.000621193585185864,0.000585733607710753
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,highCurrent_A,0.0213158558301254,11.5431740253923,0.115431740253923,1,0.00840900710717918,0.000676058641090623
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,lowCurrent_A,0.021315864487769,9.69661370489446,0.0969661370489446,1,0.00840901119638282,0.000676058880134022
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,highGateCurrent_A,0.000212666401613659,0.659620519946548,0.01,1,6.71917617288686e-05,2.82081945808613e-06
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,lowGateCurrent_A,0.000568635202357753,0.665556502753231,0.01,1,0.00021822279574657,6.60045851870812e-06
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,loadCurrent_A,1.95787290824256e-08,1.86903238865743,0.0186903238865743,1,2.70605760022136e-12,2.60874816469447e-09
holdout_bus30_load16_gate10,native_0.25_to_0.125ns,feedCurrent_A,7.04020193853516e-05,1.86903335555099,0.0186903335555099,1,1.70702607604767e-09,2.89852519095879e-05
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,switch_V,0.0106684041089338,30.8395170868334,0.308395170868334,1,0.00213132758775458,0.000134135135509244
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,bus_V,0.000128351539053995,30.0110202686661,0.300110202686661,1,3.73049147128768e-10,1.95980698242512e-06
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,highVgs_V,0.000521179952388984,11.9999982824892,0.119999982824892,1,1.96536120711244e-11,6.39887144814042e-06
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,lowVgs_V,0.00174510641680192,11.9999984194674,0.119999984194674,1,1.96287430753728e-12,2.07343147179436e-05
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,highVds_V,0.0106778014215614,30.7889280206565,0.307889280206565,1,0.000335512226808277,0.000134384948770363
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,lowVds_V,0.0106684041089462,30.8395170868642,0.308395170868642,1,0.00213132758775814,0.000134135135509401
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,highCurrent_A,0.0128373253224723,11.5435356842715,0.115435356842715,1,0.00122322413747611,0.000196171808635666
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,lowCurrent_A,0.0128373356884648,9.69697535902987,0.0969697535902987,1,0.00122320796920228,0.000196171952017275
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,highGateCurrent_A,4.00907654184435e-05,0.65958102958305,0.01,1,1.13648817157141e-06,4.92220888423284e-07
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,lowGateCurrent_A,0.000134238955140226,0.665520137535009,0.01,1,3.66438006382808e-07,1.5949472860148e-06
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,loadCurrent_A,1.03197028700208e-08,1.86903238866103,0.0186903238866103,1,3.29736238313671e-13,2.20479390303412e-09
holdout_bus30_load16_gate10,spice_0.25_to_0.125ns,feedCurrent_A,1.10814709266063e-05,1.86903335557986,0.0186903335557987,1,7.98321186934459e-10,3.17799041872686e-07
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,switch_V,0.00299282950073376,30.8395170868334,0.308395170868334,1,0.00119011553979931,5.76153365563791e-05
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,bus_V,3.63550830329018e-05,30.0110202686661,0.300110202686661,1,7.93285437339364e-11,6.85762706075697e-07
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,highVgs_V,0.00107876081365266,11.9999982824892,0.119999982824892,1,1.57050550342319e-09,9.84807540583638e-06
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,lowVgs_V,0.000871001510279079,11.9999984194674,0.119999984194674,1,4.68032723688339e-10,1.26570424499557e-05
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,highVds_V,0.00301590662181539,30.7889280206565,0.307889280206565,1,3.48055065053643e-05,5.77817298154012e-05
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,lowVds_V,0.00299282949852442,30.8395170868642,0.308395170868642,1,0.0011901155089582,5.76153367250841e-05
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,highCurrent_A,0.00368007803736115,11.5435356842715,0.115435356842715,1,0.000361658879159066,6.81726520415066e-05
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,lowCurrent_A,0.00368007990178493,9.69697535902987,0.0969697535902987,1,0.000361654135403455,6.81726689797399e-05
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,highGateCurrent_A,8.29815689280533e-05,0.65958102958305,0.01,1,3.94903634984844e-05,7.57544227417275e-07
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,lowGateCurrent_A,6.70001121608754e-05,0.665520137535009,0.01,1,3.63652182217011e-05,9.73618663653578e-07
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,loadCurrent_A,3.8690024517507e-09,1.86903238866103,0.0186903238866103,1,3.60067531346431e-12,2.71802356360931e-10
holdout_bus30_load16_gate10,native_to_original_spice_0.125ns,feedCurrent_A,4.64872160835239e-06,1.86903335557986,0.0186903335557987,1,2.88702395323526e-11,9.83096403378871e-07
holdout_bus30_load16_gate10,native_consistency_10x,switch_V,0,30.8407072023732,0.308407072023732,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,bus_V,0,30.0110202687455,0.300110202687455,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,highVgs_V,0,11.9999982840597,0.119999982840597,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,lowVgs_V,0,11.9999984199355,0.119999984199355,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,highVds_V,0,30.78889321515,0.3078889321515,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,lowVds_V,0,30.8407072023732,0.308407072023732,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,highCurrent_A,0,11.5431740253923,0.115431740253923,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,lowCurrent_A,0,9.69661370489446,0.0969661370489446,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,highGateCurrent_A,0,0.659620519946548,0.01,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,lowGateCurrent_A,0,0.665556502753231,0.01,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,loadCurrent_A,0,1.86903238865743,0.0186903238865743,1,0,0
holdout_bus30_load16_gate10,native_consistency_10x,feedCurrent_A,0,1.86903335555099,0.0186903335555099,1,0,0
