Case,Comparison,Signal,MaxAbsoluteDifference,ReferencePeakAbsolute,Limit,Pass,PeakAbsoluteDifference,RMSDifference
nominal,native_to_original_spice_0.125ns,bus_V,1.78468941847143e-05,24.0175686084087,0.240175686084087,1,1.49139367522366e-10,2.73412893526356e-07
nominal,native_to_original_spice_0.125ns,highVgs_V,0.000787804315667717,11.9999966975649,0.119999966975649,1,2.6181936618741e-09,8.19000078983136e-06
nominal,native_to_original_spice_0.125ns,lowVgs_V,0.000728357931381041,11.9999869793099,0.119999869793099,1,8.6660101317193e-10,9.65971553902469e-06
nominal,native_to_original_spice_0.125ns,highVds_V,0.00318878901437358,24.9783352138349,0.249783352138349,1,0.0003527285965923,2.74165753886499e-05
nominal,native_to_original_spice_0.125ns,lowVds_V,0.00319468783146737,24.2206831240085,0.242206831240085,1,0.000201266455114535,2.74276757269035e-05
nominal,native_to_original_spice_0.125ns,highCurrent_A,0.00180442052368512,8.24585370034613,0.0824585370034613,1,0.000200098396774706,2.71155289144355e-05
nominal,native_to_original_spice_0.125ns,lowCurrent_A,0.00180442170502459,5.28211037864085,0.0528211037864085,1,0.000200102674983604,2.71155286236413e-05
nominal,native_to_original_spice_0.125ns,highGateCurrent_A,3.15121740726565e-05,0.398134915908976,0.01,1,1.32538930762705e-05,3.27600026849919e-07
nominal,native_to_original_spice_0.125ns,lowGateCurrent_A,2.91343268083444e-05,0.42832336748998,0.01,1,2.10776595199191e-05,3.863886417687e-07
nominal,native_to_original_spice_0.125ns,loadCurrent_A,2.18714513167129e-09,2.98096419017023,0.0298096419017023,1,1.21578302980652e-11,1.97227654014736e-10
nominal,native_to_original_spice_0.125ns,feedCurrent_A,1.92991371406048e-06,2.98096484620725,0.0298096484620725,1,2.92958102221519e-10,4.45454749612309e-07
nominal,native_consistency_10x,switch_V,0,24.2204818575534,0.242204818575534,1,0,0
nominal,native_consistency_10x,bus_V,0,24.0175686085579,0.240175686085579,1,0,0
nominal,native_consistency_10x,highVgs_V,0,11.9999967001831,0.119999967001831,1,0,0
nominal,native_consistency_10x,lowVgs_V,0,11.9999869801765,0.119999869801765,1,0,0
nominal,native_consistency_10x,highVds_V,0,24.9779824852383,0.249779824852384,1,0,0
nominal,native_consistency_10x,lowVds_V,0,24.2204818575534,0.242204818575534,1,0,0
nominal,native_consistency_10x,highCurrent_A,0,8.24605379874291,0.0824605379874291,1,0,0
nominal,native_consistency_10x,lowCurrent_A,0,5.28231048131583,0.0528231048131583,1,0,0
nominal,native_consistency_10x,highGateCurrent_A,0,0.398148169802052,0.01,1,0,0
nominal,native_consistency_10x,lowGateCurrent_A,0,0.4283444451495,0.01,1,0,0
nominal,native_consistency_10x,loadCurrent_A,0,2.98096419015807,0.0298096419015807,1,0,0
nominal,native_consistency_10x,feedCurrent_A,0,2.98096484591429,0.0298096484591429,1,0,0
holdout_bus18,native_0.5_to_0.125ns,switch_V,0.0215452847383009,18.242992515675,0.18242992515675,1,0.000916288652351938,0.000564724334176482
holdout_bus18,native_0.5_to_0.125ns,bus_V,0.000256205474865823,18.0131704986521,0.180131704986521,1,1.29412569549459e-09,7.89223705588325e-06
holdout_bus18,native_0.5_to_0.125ns,highVgs_V,0.00523021796878176,11.9999967001375,0.119999967001375,1,2.1316282072803e-14,9.79675044682667e-05
holdout_bus18,native_0.5_to_0.125ns,lowVgs_V,0.00699876543110622,11.9999870480929,0.119999870480929,1,1.24577503868295e-09,0.00017993893480646
holdout_bus18,native_0.5_to_0.125ns,highVds_V,0.0215294992182429,18.8741479469711,0.188741479469711,1,0.00104079356465903,0.000565516273478054
holdout_bus18,native_0.5_to_0.125ns,lowVds_V,0.0215452847383009,18.242992515675,0.18242992515675,1,0.000916288652351938,0.000564724334176482
holdout_bus18,native_0.5_to_0.125ns,highCurrent_A,0.0259483946612962,5.98653823137176,0.0598653823137176,1,0.00554441893445112,0.000788088964413537
holdout_bus18,native_0.5_to_0.125ns,lowCurrent_A,0.0259484220266275,3.76380902619504,0.0376380902619504,1,0.00554501002175689,0.000788089249849071
holdout_bus18,native_0.5_to_0.125ns,highGateCurrent_A,0.000209208718751352,0.39814808285197,0.01,1,0.000183221918959364,3.91870017873201e-06
holdout_bus18,native_0.5_to_0.125ns,lowGateCurrent_A,0.00027995061724425,0.423041710068007,0.01,1,0.000151821917254713,7.1975573922587e-06
holdout_bus18,native_0.5_to_0.125ns,loadCurrent_A,2.73653322224732e-08,2.2357231467165,0.022357231467165,1,2.50910403565285e-13,3.74069456770005e-09
holdout_bus18,native_0.5_to_0.125ns,feedCurrent_A,4.19718185830087e-05,2.23572401475577,0.0223572401475577,1,4.83860018718474e-09,1.08467724393373e-05
holdout_bus18,native_0.25_to_0.125ns,switch_V,0.00594784693013395,18.242992515675,0.18242992515675,1,0.000280199378433821,0.000117371565584786
holdout_bus18,native_0.25_to_0.125ns,bus_V,5.80429213385969e-05,18.0131704986521,0.180131704986521,1,5.57566437464629e-10,1.57825595041684e-06
holdout_bus18,native_0.25_to_0.125ns,highVgs_V,0.00232071811244516,11.9999967001375,0.119999967001375,1,3.19744231092045e-14,2.64753934806209e-05
holdout_bus18,native_0.25_to_0.125ns,lowVgs_V,0.00232071790517807,11.9999870480929,0.119999870480929,1,5.38982192210824e-11,3.95163019481159e-05
holdout_bus18,native_0.25_to_0.125ns,highVds_V,0.00596025348512363,18.8741479469711,0.188741479469711,1,1.12172942827726e-05,0.000117539433033883
holdout_bus18,native_0.25_to_0.125ns,lowVds_V,0.00594784693013395,18.242992515675,0.18242992515675,1,0.000280199378433821,0.000117371565584786
holdout_bus18,native_0.25_to_0.125ns,highCurrent_A,0.0058944884944232,5.98653823137176,0.0598653823137176,1,0.000789204619759509,0.000157418264100431
holdout_bus18,native_0.25_to_0.125ns,lowCurrent_A,0.00589449488019866,3.76380902619504,0.0376380902619504,1,0.000788604221800604,0.000157418318598777
holdout_bus18,native_0.25_to_0.125ns,highGateCurrent_A,9.28287244977843e-05,0.39814808285197,0.01,1,1.37962882229559e-07,1.05901573922486e-06
holdout_bus18,native_0.25_to_0.125ns,lowGateCurrent_A,9.28287162070274e-05,0.423041710068007,0.01,1,3.14495068015064e-05,1.58065207792486e-06
holdout_bus18,native_0.25_to_0.125ns,loadCurrent_A,6.41214192853568e-09,2.2357231467165,0.022357231467165,1,7.096545573404e-13,8.08925548646958e-10
holdout_bus18,native_0.25_to_0.125ns,feedCurrent_A,9.52578372320767e-06,2.23572401475577,0.0223572401475577,1,1.07065423193831e-09,2.37983706740515e-06
holdout_bus18,spice_0.25_to_0.125ns,switch_V,0.00226083533559951,18.2430600666523,0.182430600666523,1,6.09234456305785e-06,5.30826357743134e-05
