Fixture,Mechanism,Step_s,Duration_s,NetTravel_deg,AbsoluteTravel_deg,CaptureTime_s,TailHeld,TailDrift_deg,FinalVelocity_rad_s,PeakCurrent_A,LoadWork_J,CopperLoss_J,ResistorLoss_J,ViscousLoss_J,BrakeLoss_J,NumericalLoss_J,NumericalLossFraction,MaxEnergyResidual_J,MaxCapacityExcess_Nm
engaged_negative_load,resistor,2.5e-05,0.6,90.5888226653116,90.5888226653116,NaN,0,16.5668348442024,2.89152964410324,0.0963842970878753,0.0126485857681195,0.00578740876795639,0.00578740876795639,0.000434935146527935,0,1.49893566654153e-07,1.1850618670109e-05,1.17614251671228e-15,0
engaged_negative_load,mechanical,0.0001,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
engaged_negative_load,mechanical,5e-05,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
engaged_negative_load,mechanical,2.5e-05,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
engaged_load_reversal,terminal_short,0.0001,0.7,6.27969915503884,53.9199108530256,NaN,0,8.43615655511349,1.47239220039908,0.0981594774174616,0.00734209502946798,0.00703335287065142,0,0.000132415876034941,0,1.68676963850123e-06,0.000229739554136969,1.70870262383715e-16,0
engaged_load_reversal,terminal_short,5e-05,0.7,6.27969914527308,53.9228592737224,NaN,0,8.43615691982808,1.47239220711457,0.0981594779051985,0.00734209497581621,0.0070341816817587,0,0.000132429535371902,0,8.44243939006871e-07,0.000114986790798497,4.46691295064028e-16,0
engaged_load_reversal,terminal_short,2.5e-05,0.7,6.27969914043715,53.9243356277017,NaN,0,8.43615710097431,1.47239221044013,0.0981594781467295,0.00734209494917283,0.00703459672121645,0,0.0001324363750979,0,4.22337318297434e-07,5.75227263092007e-05,2.77555756156289e-16,0
engaged_load_reversal,resistor,0.0001,0.7,7.7610507443321,94.9687156694181,NaN,0,16.5141920311823,2.88841267288321,0.0962783227677977,0.012510063920783,0.00571993044221736,0.00571993044221736,0.000429909402627256,0,2.98715676179711e-06,0.000238780295665359,1.07552855510562e-16,0
engaged_load_reversal,resistor,5e-05,0.7,7.76101694467693,94.9743209744815,NaN,0,16.5143240594533,2.8884237630168,0.0962786998227286,0.0125100359646147,0.00572063499851353,0.00572063499851353,0.00042996029314171,0,1.49430178699457e-06,0.000119448240694214,2.48932818802672e-15,0
engaged_load_reversal,resistor,2.5e-05,0.7,7.76100007358324,94.9771257103088,NaN,0,16.514390016222,2.88842929865621,0.0962788880296707,0.012510022002692,0.00572098754829485,0.00572098754829485,0.000429985757773233,0,7.47331977424125e-07,5.97386621113301e-05,1.22298005056365e-15,0
