Context,ActiveRMSE_deg,ActivePeak_deg,PostPeak_deg,PrePeak_rad,ActiveMeasurementPeak_deg,ActiveCommandDelta_V,ReceiverPeak_V,EquivalentErrorPeak_deg,MarginExceededSamples,CommonModeExceededSamples,TerminationPole_Hz,RecoveryTime_s,RecoveryCensored,ActiveSaturatedSamples,PostSaturatedSamples,MaxMeasurementAge_samples,NominalTrajectoryChange_deg,NominalCommandChange_V,NominalReceiverChange_V,Grid,FirstParameter,SecondParameter,FirstValue,SecondValue
physical_only,0.127270568096331,0.185626358068273,0.0808863184541694,0,0.464597961493073,0.0205816349904899,0.0935028146598498,0.447108252686759,0,0,13262911.9243246,0.0130000000000001,0,0,0,0,0.0748878996535421,0.0176119715342596,0.025,1,ground_conversion,angle_sensitivity,0.35,4.78176249895018
physical_only,0.188202324490472,0.274496394552967,0.119611261112916,0,0.68702778351987,0.0304352499164849,0.0935028146598498,0.661164743060087,0,0,13262911.9243246,0.0230000000000001,0,0,0,0,0.16344650847479,0.014824502281154,0.025,1,ground_conversion,angle_sensitivity,0.35,7.07106781186547
physical_only,0.266158279764573,0.388196523999341,0.169155867678453,0,0.971604009180942,0.043041943206108,0.0935028146598498,0.935028146598498,0,0,13262911.9243246,0.03,0,0,0,0,0.276830455781283,0.011770276678917,0.025,1,ground_conversion,angle_sensitivity,0.35,10
physical_only,0.278305624571495,0.405913639672162,0.17687606579746,0,1.01594758145582,0.045006358236693,0.0935028146598498,0.977702412869501,0,0,13262911.9243246,0.0310000000000001,0,0,0,0,0.294536321071516,0.0135382574778573,0.025,1,ground_conversion,angle_sensitivity,0.35,10.4563955259127
physical_only,0.41154656765169,0.600247894476793,0.261556833034825,0,1.50234024449187,0.0665534959393394,0.0935028146598498,1.4457849093807,0,0,13262911.9243246,0.0390000000000001,0,0,0,0,0.488860224506262,0.0350795152969124,0.025,1,ground_conversion,angle_sensitivity,0.35,15.4624747355496
physical_only,0.608577629743109,0.887621157827632,0.386779164262514,0,2.2215971093564,0.0984164903646093,0.0935028146598498,2.13796547566869,0,0,13262911.9243246,0.046,0,0,0,0,0.776233487857101,0.0669338147994193,0.025,1,ground_conversion,angle_sensitivity,0.35,22.8652525963663
physical_only,0.899938817463796,1.31257656557051,0.571952642841885,0,3.28520369097219,0.145534136696824,0.0935028146598498,3.16153277399276,0,0,13262911.9243246,0.0530000000000002,0,0,0,0,1.20118889559998,0.114038603448197,0.025,1,ground_conversion,angle_sensitivity,0.35,33.8121668903121
physical_only,1.33079139882284,1.94098261999673,0.845779338392189,0,4.85802004590466,0.215209716030537,0.0935028146598498,4.67514073299249,0,0,13262911.9243246,0.0590000000000002,0,0,0,0,1.8295949500262,0.18369516938434,0.025,1,ground_conversion,angle_sensitivity,0.35,50
physical_only,0.0304011396027886,0.0443558294805164,0.0193304027504927,0,0.102662654564067,0.00453450734207826,0.0985028146598498,0.0985028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0670506850701917,0.0275245597166811,0.03,1,ground_conversion,angle_sensitivity,0.4,1
physical_only,0.0449559173498268,0.0655915215732892,0.028584980686388,0,0.151813184433175,0.00670543736044548,0.0985028146598498,0.145661789407636,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.045823246387954,0.0253586310721258,0.03,1,ground_conversion,angle_sensitivity,0.4,1.47875763662831
physical_only,0.0664789060926931,0.0969939634245723,0.0422702584828623,0,0.224494905821415,0.00991571670369176,0.0985028146598498,0.215398483451487,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0156203661736362,0.0221557475485989,0.03,1,ground_conversion,angle_sensitivity,0.4,2.18672414788656
physical_only,0.0983061900592763,0.143430564120949,0.0625074675338014,0,0.3319735563676,0.0146629417982272,0.0985028146598498,0.318522152322045,0,0,13262911.9243246,0.00700000000000012,0,0,0,0,0.0328987838030658,0.0202982094840142,0.03,1,ground_conversion,angle_sensitivity,0.4,3.23363503288679
physical_only,0.145371029277988,0.212099042019724,0.0924333949619511,0,0.490908431637202,0.0216829371595651,0.0985028146598498,0.47101706518151,0,0,13262911.9243246,0.0170000000000001,0,0,0,0,0.10135478275556,0.01865850861264,0.03,1,ground_conversion,angle_sensitivity,0.4,4.78176249895018
physical_only,0.214968519689341,0.313643078108294,0.136686588679456,0,0.72593459216886,0.0320638089092385,0.0985028146598498,0.696520082119415,0,0,13262911.9243246,0.026,0,0,0,0,0.202584613979703,0.0164676451961951,0.03,1,ground_conversion,angle_sensitivity,0.4,7.07106781186547
physical_only,0.304011396027931,0.443558294805107,0.193304027504972,0,1.02662654564087,0.0453450734207844,0.0985028146598498,0.985028146598498,0,0,13262911.9243246,0.0330000000000001,0,0,0,0,0.332196546937539,0.0141243320147006,0.03,1,ground_conversion,angle_sensitivity,0.4,10
physical_only,0.31788634012529,0.463802096928166,0.20212633683437,0,1.07348132186223,0.0474146022839272,0.0985028146598498,1.02998439049906,0,0,13262911.9243246,0.034,0,0,0,0,0.352427187583423,0.0159787165908424,0.03,1,ground_conversion,angle_sensitivity,0.4,10.4563955259127
physical_only,0.470076853040102,0.685850892716744,0.298895864157561,0,1.58741870248164,0.0701147052150515,0.0985028146598498,1.52309728305845,0,0,13262911.9243246,0.042,0,0,0,0,0.574464313064301,0.0386588860014932,0.03,1,ground_conversion,angle_sensitivity,0.4,15.4624747355496
physical_only,0.695129736235252,1.01420724519327,0.441994541679658,0,2.34740752882136,0.1036826557767,0.0985028146598498,2.25229173865052,0,0,13262911.9243246,0.0490000000000002,0,0,0,0,0.902819575222738,0.0722268365631422,0.03,1,ground_conversion,angle_sensitivity,0.4,22.8652525963663
physical_only,1.02792840590529,1.49976670895325,0.653602803856816,0,3.47124680952336,0.153321519015701,0.0985028146598498,3.33059360844432,0,0,13262911.9243246,0.056,0,0,0,0,1.38837903898272,0.121865699802142,0.03,1,ground_conversion,angle_sensitivity,0.4,33.8121668903121
physical_only,1.52005698013963,2.21779147402554,0.966520137524954,0,5.13313272820434,0.226725367103921,0.0985028146598498,4.92514073299249,0,0,13262911.9243246,0.0630000000000002,0,0,0,0,2.10640380405501,0.195269547890362,0.03,1,ground_conversion,angle_sensitivity,0.4,50
physical_only,0.0341865077580615,0.0498920065610732,0.0217452187331541,0,0.108164908210053,0.00476599491219883,0.10350281465985,0.10350281465985,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.061517407949682,0.0273046932623909,0.035,1,ground_conversion,angle_sensitivity,0.45,1
physical_only,0.0505535594168922,0.0737781857089155,0.0321559082617655,0,0.159949684030844,0.00704775137254592,0.10350281465985,0.153055577590778,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0376408705903817,0.0250335018738056,0.035,1,ground_conversion,angle_sensitivity,0.45,1.47875763662831
physical_only,0.0747564620464744,0.109100055533633,0.0475507949048781,0,0.236526816736903,0.0104219161632099,0.10350281465985,0.22633210419092,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00944805485846658,0.0219710743474217,0.035,1,ground_conversion,angle_sensitivity,0.45,2.18672414788656
physical_only,0.110546689138547,0.161332540276952,0.0703161010932864,0,0.349765836517098,0.0154114881146466,0.10350281465985,0.334690327486478,0,0,13262911.9243246,0.01,0,0,0,0,0.0507968371732582,0.0210059232110356,0.035,1,ground_conversion,angle_sensitivity,0.45,3.23363503288679
physical_only,0.163471760767609,0.238571725971188,0.103980471469682,0,0.517218901781363,0.0227898557413398,0.10350281465985,0.494925877676261,0,0,13262911.9243246,0.02,0,0,0,0,0.127821665857578,0.0197050456910207,0.035,1,ground_conversion,angle_sensitivity,0.45,4.78176249895018
physical_only,0.241735114608168,0.352789761663474,0.153761916245983,0,0.764841400817653,0.0337006732151637,0.10350281465985,0.731875421178742,0,0,13262911.9243246,0.0290000000000001,0,0,0,0,0.241722719484489,0.0181107881112296,0.035,1,ground_conversion,angle_sensitivity,0.45,7.07106781186547
physical_only,0.341865077580689,0.498920065610892,0.217452187331529,0,1.08164908210081,0.0476599491219883,0.10350281465985,1.0350281465985,0,0,13262911.9243246,0.036,0,0,0,0,0.38756263809382,0.0164783873504846,0.035,1,ground_conversion,angle_sensitivity,0.45,10
physical_only,0.357467646768056,0.521690554184138,0.227376607871355,0,1.13101506226863,0.0498351278764388,0.10350281465985,1.08226636812863,0,0,13262911.9243246,0.0370000000000001,0,0,0,0,0.410318054095285,0.0184312513430037,0.035,1,ground_conversion,angle_sensitivity,0.45,10.4563955259127
physical_only,0.528608012505799,0.771453890956701,0.336234895280405,0,1.67249716047143,0.0736940759196327,0.10350281465985,1.6004096567362,0,0,13262911.9243246,0.0450000000000002,0,0,0,0,0.660070874009818,0.0422382567060744,0.035,1,ground_conversion,angle_sensitivity,0.45,15.4624747355496
physical_only,0.781683135275865,1.14079333255878,0.49720991909679,0,2.47321794828625,0.108975677540423,0.10350281465985,2.36661800163235,0,0,13262911.9243246,0.052,0,0,0,0,1.02940566258825,0.0775198583268648,0.035,1,ground_conversion,angle_sensitivity,0.45,22.8652525963663
physical_only,1.15591990571276,1.686956852336,0.735252964871779,0,3.65728992807451,0.161148615369646,0.10350281465985,3.49965444289588,0,0,13262911.9243246,0.0590000000000002,0,0,0,0,1.57556918236547,0.129692796156088,0.035,1,ground_conversion,angle_sensitivity,0.45,33.8121668903121
physical_only,1.70932538790343,2.49460032805434,1.08726093665769,0,5.40824541050401,0.238299745609942,0.10350281465985,5.17514073299249,0,0,13262911.9243246,0.0660000000000001,0,0,0,0,2.38321265808381,0.206843926396384,0.035,1,ground_conversion,angle_sensitivity,0.45,50
physical_only,0.0379719155364088,0.0554281836416746,0.0241600347158473,0,0.113667161856082,0.00499748248231911,0.10850281465985,0.10850281465985,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0559841308291532,0.0270848268080986,0.04,1,ground_conversion,angle_sensitivity,0.5,1
physical_only,0.0561512600768637,0.0819648498445482,0.0357268358371939,0,0.168086183628546,0.00739006538464606,0.10850281465985,0.160449365773919,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0294584947928411,0.0247083726754841,0.04,1,ground_conversion,angle_sensitivity,0.5,1.47875763662831
physical_only,0.0830341046449746,0.121206147642738,0.0528313313268302,0,0.248558727652429,0.0109281156227277,0.10850281465985,0.237265724930353,0,0,13262911.9243246,0.00200000000000022,0,0,0,0,0.0108127492811698,0.0223642196602207,0.04,1,ground_conversion,angle_sensitivity,0.5,2.18672414788656
physical_only,0.12278731634435,0.179234516432949,0.0781247346527714,0,0.367558116666578,0.0161600344310654,0.10850281465985,0.350858502650912,0,0,13262911.9243246,0.0130000000000001,0,0,0,0,0.0686948905434888,0.0217136369380577,0.04,1,ground_conversion,angle_sensitivity,0.5,3.23363503288679
physical_only,0.181572681725314,0.265044409922646,0.115527547977381,0,0.543529371925485,0.023896774323115,0.10850281465985,0.518834690171012,0,0,13262911.9243246,0.0230000000000001,0,0,0,0,0.154288548959596,0.0207515827694009,0.04,1,ground_conversion,angle_sensitivity,0.5,4.78176249895018
physical_only,0.268501989704382,0.391936445218736,0.170837243812503,0,0.803748209466598,0.0353375375210893,0.10850281465985,0.767230760238069,0,0,13262911.9243246,0.032,0,0,0,0,0.280860824989333,0.0197539310262687,0.04,1,ground_conversion,angle_sensitivity,0.5,7.07106781186547
physical_only,0.379719155364112,0.554281836416651,0.241600347158111,0,1.13667161856075,0.0499748248231929,0.10850281465985,1.0850281465985,0,0,13262911.9243246,0.0390000000000001,0,0,0,0,0.442928729250062,0.0188324426862673,0.04,1,ground_conversion,angle_sensitivity,0.5,10
physical_only,0.397049367725259,0.579579011440167,0.252626878908271,0,1.18854880267506,0.0522556534689506,0.10850281465985,1.13454834575819,0,0,13262911.9243246,0.04,0,0,0,0,0.468209283464997,0.020883786095165,0.04,1,ground_conversion,angle_sensitivity,0.5,10.4563955259127
physical_only,0.587139784642179,0.857056889196633,0.373573926403198,0,1.75757561846119,0.0772734466242135,0.10850281465985,1.67772203041395,0,0,13262911.9243246,0.048,0,0,0,0,0.745677434955315,0.0458176274106552,0.04,1,ground_conversion,angle_sensitivity,0.5,15.4624747355496
physical_only,0.86823744030791,1.26737941992438,0.552425296513985,0,2.59902836775117,0.114268699304146,0.10850281465985,2.48094426461418,0,0,13262911.9243246,0.0550000000000002,0,0,0,0,1.15599174995385,0.082812880090588,0.04,1,ground_conversion,angle_sensitivity,0.5,22.8652525963663
physical_only,1.28391274526197,1.87414699571876,0.816903125886665,0,3.84333304662567,0.168975711723591,0.10850281465985,3.66871527734744,0,0,13262911.9243246,0.0620000000000001,0,0,0,0,1.76275932574823,0.137519892510032,0.04,1,ground_conversion,angle_sensitivity,0.5,33.8121668903121
physical_only,1.89859577682054,2.77140918208313,1.20800173579047,0,5.68335809280367,0.249874124115964,0.10850281465985,5.42514073299249,0,0,13262911.9243246,0.0690000000000002,0,0,0,0,2.6600215121126,0.218418304902406,0.04,1,ground_conversion,angle_sensitivity,0.5,50
physical_only,0.0771274284028824,0.111943444169192,0.0481161379145279,0,1.14841260736127,0.0533779449258694,0.115389407747871,1.15389407747871,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00260300535585689,0.0265427398482988,0.0562166178764857,2,return_inductance,current_rise,2,50
physical_only,0.076846352956941,0.111672454947675,0.0481790953460486,0,0.91228225422922,0.0421911903536393,0.0917802540794317,0.917802540794317,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000983880433647322,0.0161946053171084,0.0342210600088565,2,return_inductance,current_rise,2,65.9753955386447
physical_only,0.0766380951445078,0.111467083521492,0.0482268081570357,0,0.738416537415075,0.0337132157383317,0.0738878614111598,0.738878614111598,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00257948872912812,0.00989129978051091,0.0207819522167202,2,return_inductance,current_rise,2,87.0550563296124
physical_only,0.0764830206869915,0.111311441085022,0.0482629677060078,0,0.606650963753351,0.0274702549762353,0.0603279634202556,0.603279634202556,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00390967819093293,0.00840626214231699,0.0175382565914982,2,return_inductance,current_rise,2,114.869835499704
physical_only,0.0763670887266772,0.11119348617533,0.0482903715197882,0,0.506791332306003,0.0227821584866807,0.0500514824077534,0.500514824077534,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00498734973622189,0.0103443012557784,0.0215622929435532,2,return_inductance,current_rise,2,151.57165665104
physical_only,0.0762801476672852,0.111104093069926,0.048311139726981,0,0.431111883450705,0.0194300363733833,0.0425748851540393,0.425748851540393,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0058456357040937,0.0129562447303326,0.0269866771221027,2,return_inductance,current_rise,2,200
physical_only,0.076214788311202,0.111036345764511,0.0483268790848946,0,0.378495784589373,0.0170341340580982,0.037103019582961,0.37103019582961,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00649609483417815,0.0153101982858056,0.0317927440257216,2,return_inductance,current_rise,2,263.901582154579
physical_only,0.0761655601876205,0.110985002907982,0.0483388072876223,0,0.33961896743874,0.0152183796425908,0.0329561209350606,0.329561209350606,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00698905067389036,0.017147256130215,0.0356768881035931,2,return_inductance,current_rise,2,348.22022531845
physical_only,0.0761284277750894,0.110946427428478,0.0483478471748669,0,0.310155849534516,0.0138590948863338,0.0298837675796854,0.298837675796854,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00736264134027801,0.0185394856344194,0.0386894552149203,2,return_inductance,current_rise,2,459.479341998814
physical_only,0.0761003876348955,0.110928830230117,0.0483546981282691,0,0.287826981580266,0.0129157908306125,0.0278390074097651,0.278390074097651,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00764577012136269,0.0195945982963738,0.0410712230425116,2,return_inductance,current_rise,2,606.286626604159
physical_only,0.076079195238071,0.110915494047573,0.0483598901801166,0,0.27090486404544,0.0122009000383553,0.0262893689777207,0.262893689777207,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0078603416132877,0.0204896801232361,0.0428762655194425,2,return_inductance,current_rise,2,800
physical_only,0.0772732243685827,0.112003783994426,0.0481382520103412,0,1.19441054948584,0.0552836036419779,0.120334449569588,1.20334449569588,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00373684279355893,0.028194313013818,0.059456622545607,2,return_inductance,current_rise,2.95751527325663,50
physical_only,0.0769541489751162,0.111718183984076,0.0481958546967548,0,0.952229802916006,0.0437175919143014,0.095527894985063,0.95527894985063,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00109461174774761,0.0169923042757718,0.0359240353174958,2,return_inductance,current_rise,2.95751527325663,65.9753955386447
physical_only,0.0767182242052691,0.111501739650471,0.0482395093697882,0,0.768691118083053,0.0350953373660289,0.0767280421141587,0.767280421141587,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0019016358829137,0.00983814584409162,0.0206574455962364,2,return_inductance,current_rise,2.95751527325663,87.0550563296124
physical_only,0.0765428412786216,0.11133770551943,0.0482725934253188,0,0.629594805484668,0.0285608903362873,0.0624804178919649,0.624804178919649,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00337618273788814,0.00761308499495735,0.0157784010724356,2,return_inductance,current_rise,2.95751527325663,114.869835499704
physical_only,0.0764119009408653,0.111213390894476,0.0482976664508513,0,0.524179512811725,0.0236087055283044,0.051682737858468,0.51682737858468,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00457703515545343,0.00948686539391405,0.0197127613912279,2,return_inductance,current_rise,2.95751527325663,151.57165665104
physical_only,0.07631380709949,0.111119178026233,0.048316668250955,0,0.444289660077769,0.0201012856522753,0.0439541289599134,0.439541289599134,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00553467540027026,0.0122670334962579,0.0255511129266105,2,return_inductance,current_rise,2.95751527325663,200
physical_only,0.0762401234415271,0.11104777802364,0.0483310689225314,0,0.389247550102377,0.0175428458842355,0.0381482909258711,0.381482909258711,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00626043099220776,0.014790698228293,0.0307176538386787,2,return_inductance,current_rise,2.95751527325663,263.901582154579
physical_only,0.0761846604723983,0.110993666940219,0.0483419825908136,0,0.347767281992352,0.0156039111138175,0.0337482884805343,0.337482884805343,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00681045087917216,0.0167535487084773,0.0348621221000962,2,return_inductance,current_rise,2.95751527325663,348.22022531845
physical_only,0.0761428454542173,0.110953601180649,0.0483502536046819,0,0.316331117213537,0.0141495113104067,0.0305086331892021,0.305086331892021,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00722728800646683,0.018241111203676,0.0380891044788571,2,return_inductance,current_rise,2.95751527325663,459.479341998814
physical_only,0.0761112810463712,0.110934266917603,0.0483565218610714,0,0.292506959342127,0.013135885323189,0.0283125669878586,0.283125669878586,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00754319147615149,0.0193797405454997,0.0406162422643277,2,return_inductance,current_rise,2.95751527325663,606.286626604159
physical_only,0.0760874318426083,0.110919614286251,0.0483612723111069,0,0.274451623957713,0.0123677004726537,0.0266482600265937,0.266482600265937,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00778260153736047,0.0203293753580094,0.0425314545679739,2,return_inductance,current_rise,2.95751527325663,800
physical_only,0.0774917901972101,0.112093011971785,0.0481709533984214,0,1.27235750076987,0.0587999327965524,0.127646967926898,1.27646967926898,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00554850940509671,0.0307846790294917,0.0648417662283888,2,return_inductance,current_rise,4.37344829577311,50
physical_only,0.077115280665316,0.111785806145733,0.0482206377145661,0,1.011302545601,0.0465256143345213,0.101069747593606,1.01069747593606,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00216036744400311,0.0185410436019996,0.0391483320667163,2,return_inductance,current_rise,4.37344829577311,65.9753955386447
physical_only,0.0768377174772435,0.111552987665906,0.0482582913851412,0,0.813459885441546,0.0372234204167608,0.0809279810181227,0.809279810181227,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000923130951843891,0.0101367131785097,0.0214156722370678,2,return_inductance,current_rise,4.37344829577311,87.0550563296124
physical_only,0.0766318809805058,0.111376544252416,0.0482868275312083,0,0.663523186658424,0.0301736757037392,0.0656633763794998,0.656633763794998,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00258727226268185,0.00653114171177784,0.0135870591304778,2,return_inductance,current_rise,4.37344829577311,114.869835499704
physical_only,0.076478502003731,0.111242825149958,0.0483084538859143,0,0.549892417521677,0.0248309682781403,0.0543062033755323,0.543062033755323,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00397027933563535,0.00822013394841193,0.0170210748149716,2,return_inductance,current_rise,4.37344829577311,151.57165665104
physical_only,0.0763637742314424,0.111141485020564,0.0483248435979751,0,0.46496028523688,0.0210939006495174,0.0459936962706221,0.459936962706221,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00507484047632566,0.0112478571206189,0.0234282614096564,2,return_inductance,current_rise,4.37344829577311,200
physical_only,0.0762776991398683,0.11106468356407,0.0483372646770001,0,0.405146805461948,0.0182951073819792,0.0396939939065482,0.396939939065482,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00591194128616443,0.0140224835510151,0.0291278560145248,2,return_inductance,current_rise,4.37344829577311,263.901582154579
physical_only,0.0762129691675303,0.111006478944095,0.0483466780946296,0,0.359816664364211,0.0161740187210571,0.0349197122878927,0.349197122878928,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00654634506880916,0.0161713508519835,0.0336572806503601,2,return_inductance,current_rise,4.37344829577311,348.22022531845
physical_only,0.0761642025310574,0.11096420942148,0.0483538121311638,0,0.325462841452146,0.0145789668153064,0.0314326579811414,0.314326579811414,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00702713323042626,0.0177998877356386,0.0372013312432482,2,return_inductance,current_rise,4.37344829577311,459.479341998814
physical_only,0.0761274109390878,0.11094230646081,0.0483592187198594,0,0.299427512196767,0.0134613517348671,0.0290128468303629,0.290128468303629,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00739150252117789,0.0190669486937698,0.0399434359640693,2,return_inductance,current_rise,4.37344829577311,606.286626604159
physical_only,0.0760996239596586,0.110925707120655,0.0483633161478476,0,0.279696422263316,0.0126143578886652,0.0271789729058323,0.271789729058323,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00766764280637114,0.0200923234622414,0.0420215627402967,2,return_inductance,current_rise,4.37344829577311,800
physical_only,0.077821430603737,0.112224958524644,0.0482193108257777,0,1.38762215023296,0.0642790371218238,0.138460410290755,1.38460410290755,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00822752524195783,0.0352489637905562,0.073923967099316,2,return_inductance,current_rise,6.46727006577357,50
physical_only,0.0773573080709883,0.111885802933839,0.0482572857915085,0,1.09865681496319,0.0506779989322497,0.109264804459558,1.09264804459558,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00417366604704782,0.0214418951708292,0.0452883873389829,2,return_inductance,current_rise,6.46727006577357,65.9753955386447
physical_only,0.0770165990058924,0.111628771060032,0.048286065433743,0,0.87966204205535,0.0403703394794099,0.0871386727457319,0.871386727457319,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00113935788718917,0.0114963923678512,0.0243479993706801,2,return_inductance,current_rise,6.46727006577357,87.0550563296124
physical_only,0.076764811780185,0.111433977325363,0.048307876324028,0,0.713695039417535,0.0325585943821006,0.0705258280658206,0.705258280658206,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00145498382629685,0.00564064794699656,0.0118626376482209,2,return_inductance,current_rise,6.46727006577357,114.869835499704
physical_only,0.0765777186301921,0.11128635128004,0.0483244058879088,0,0.587915571721448,0.0267237530496458,0.0582858731934477,0.582858731934477,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00307604220982825,0.00634694514981793,0.0131218564255216,2,return_inductance,current_rise,6.46727006577357,151.57165665104
physical_only,0.0764380846531749,0.11117447165879,0.0483369329548094,0,0.49598342742472,0.0225617376569212,0.0490097220067499,0.490097220067499,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00439485607093715,0.00974074227207319,0.0202890785175324,2,return_inductance,current_rise,6.46727006577357,200
physical_only,0.0763335072349181,0.111089682761085,0.0483464266962532,0,0.428657950741628,0.0194075198165095,0.0419797139931837,0.419797139931837,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00539660947208034,0.0128864802304204,0.0267769303413621,2,return_inductance,current_rise,6.46727006577357,263.901582154579
physical_only,0.0762549706597921,0.111025424792606,0.0483536216067975,0,0.377634780563191,0.0170170696989604,0.0366519641887522,0.366519641887522,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00615579658486787,0.0153104213256647,0.0318756121556365,2,return_inductance,current_rise,6.46727006577357,348.22022531845
physical_only,0.0761958649236713,0.110979896438627,0.0483590743293815,0,0.338966448405565,0.0152140274227691,0.0327990666986554,0.327990666986554,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00673115282684785,0.0171474251628188,0.0358885297914973,2,return_inductance,current_rise,6.46727006577357,459.479341998814
physical_only,0.076151309419126,0.110954194996696,0.0483632067203103,0,0.309661332580255,0.0139426376766015,0.0300483909952431,0.300483909952431,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00716719132064324,0.0186044053543492,0.0389485185095904,2,return_inductance,current_rise,6.46727006577357,606.286626604159
physical_only,0.07611767975616,0.110934716946022,0.048366338487045,0,0.287452207810251,0.0129791044262231,0.0279637686288633,0.279637686288633,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00749764670502083,0.0197417811610966,0.0412675563062648,2,return_inductance,current_rise,6.46727006577357,800
physical_only,0.0783227716795001,0.112420075497381,0.0482908197407671,0,1.55807063085985,0.0723813044847044,0.154450870764549,1.54450870764549,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0121891403693126,0.0424612026204086,0.0889474698924214,2,return_inductance,current_rise,9.56352499790037,50
physical_only,0.0777233331191546,0.112033673947798,0.0483114794149664,0,1.22783260787451,0.0568183693663558,0.121507648698374,1.21507648698374,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00717600888638411,0.0267901993378936,0.0560034768701378,2,return_inductance,current_rise,9.56352499790037,65.9753955386447
physical_only,0.0772858534488136,0.111740836332798,0.0483271365202182,0,0.977558986709264,0.045023870075153,0.0969228682552591,0.969228682552591,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00337676566701132,0.01491379969332,0.0312975860724588,2,return_inductance,current_rise,9.56352499790037,87.0550563296124
physical_only,0.0769641302256592,0.111518906920616,0.0483390023871529,0,0.787887049828884,0.0360853110904661,0.0782910887544339,0.782910887544339,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000534527548630344,0.00641462076327244,0.0135937860430657,2,return_inductance,current_rise,9.56352499790037,114.869835499704
physical_only,0.0767260253148805,0.111350715877333,0.0483479950326774,0,0.645353286680423,0.0295878441758936,0.0641708403279492,0.641708403279492,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00176863846285452,0.00377355097532837,0.00785329290637412,2,return_inductance,current_rise,9.56352499790037,151.57165665104
physical_only,0.0765488898576211,0.111223250901956,0.0483548101835679,0,0.541859135847192,0.0247323128409449,0.0534696930963166,0.534696930963166,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00338932393870279,0.00751208468050996,0.0156469878430311,2,return_inductance,current_rise,9.56352499790037,200
