Context,ActiveRMSE_deg,ActivePeak_deg,PostPeak_deg,PrePeak_rad,ActiveMeasurementPeak_deg,ActiveCommandDelta_V,ReceiverPeak_V,EquivalentErrorPeak_deg,MarginExceededSamples,CommonModeExceededSamples,TerminationPole_Hz,RecoveryTime_s,RecoveryCensored,ActiveSaturatedSamples,PostSaturatedSamples,MaxMeasurementAge_samples,NominalTrajectoryChange_deg,NominalCommandChange_V,NominalReceiverChange_V,Parameter,Value,NominalValue,Unit,Role
physical_only,0.0775332015864193,0.112070426647478,0.0482045608563417,0,1.25451470634969,0.0579866021529897,0.125434483949701,1.25434483949701,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00582099246435172,0.029271184146083,0.06187499998218,ind_imbalance,11.25,3,nH,response
combined_phase2b,0.130112252043652,0.389865373838729,0.0135128174987899,0,1.62267576093998,0.0732379442062942,0.125434483949701,1.25434483949701,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.270654457566027,0.0392666230177768,0.06187499998218,ind_imbalance,11.25,3,nH,response
physical_only,0.0778180218217737,0.112380770591533,0.0481088755429875,0,1.51618667748607,0.0702510451775178,0.152675885348598,1.52675885348598,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00846689812997597,0.0425762678488485,0.08999999997408,ind_imbalance,15,3,nH,response
combined_phase2b,0.175297300046456,0.512050480564563,0.0189751131392997,0,1.99216176807046,0.0904243888266614,0.152675885348598,1.52675885348598,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.39367921100516,0.0571150880258572,0.08999999997408,ind_imbalance,15,3,nH,response
physical_only,0.0773793198029842,0.111529163400465,0.0485679232309669,0,0.797933783174692,0.0370047619087226,0.0796552554312332,0.796552554312332,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00378738940490833,0.00831858286753832,0.0172459018622738,voltage_rise,25,100,ns,response
combined_phase2b,0.0696841154894213,0.145934198202519,0.0408552614177983,0,0.937608654024513,0.043947946680558,0.0796552554312332,0.796552554312332,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0428968210669067,0.00910939714836993,0.0172459018622738,voltage_rise,25,100,ns,response
physical_only,0.0772022115751233,0.111463265646233,0.0485082297631818,0,0.758318039777188,0.0350342894948445,0.0750357537427997,0.750357537427997,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00230832183998873,0.00506997418481918,0.0105109582518974,voltage_rise,35.3553390593274,100,ns,response
combined_phase2b,0.0658363982465524,0.136607865223456,0.0392748946290819,0,0.868624503584119,0.0409406972690631,0.0750357537427997,0.750357537427997,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0261445704013754,0.00555195627872204,0.0105109582518974,voltage_rise,35.3553390593274,100,ns,response
physical_only,0.0770783586334813,0.111429741975814,0.0484660201074285,0,0.73030547897907,0.0336815370912397,0.071769272773206,0.717692727732059,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00126246313495884,0.0027728609558463,0.00574863395409125,voltage_rise,50,100,ns,response
combined_phase2b,0.0632706450237584,0.130196130686699,0.038157406556018,0,0.841975154838234,0.0388142508174733,0.071769272773206,0.717692727732059,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0142989403556504,0.00303646571612345,0.00574863395409125,voltage_rise,50,100,ns,response
