Context,ActiveRMSE_deg,ActivePeak_deg,PostPeak_deg,PrePeak_rad,ActiveMeasurementPeak_deg,ActiveCommandDelta_V,ReceiverPeak_V,EquivalentErrorPeak_deg,MarginExceededSamples,CommonModeExceededSamples,TerminationPole_Hz,RecoveryTime_s,RecoveryCensored,ActiveSaturatedSamples,PostSaturatedSamples,MaxMeasurementAge_samples,NominalTrajectoryChange_deg,NominalCommandChange_V,NominalReceiverChange_V,Parameter,Value,NominalValue,Unit,Role
physical_only,0.076958256312189,0.111396931904002,0.0484247089436913,0,0.702889205045945,0.0323575799304431,0.0690278457031347,0.690278457031347,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000238867007552223,0.00052464502175893,0.00108768244566029,voltage_step,28.5409707600653,24,V,response
combined_phase2b,0.0609017092637477,0.128130064731205,0.037063705792691,0,0.815893075066256,0.0367330687777113,0.0690278457031347,0.690278457031347,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.00270546125227374,0.000574520917952046,0.00108768244566029,voltage_step,28.5409707600653,24,V,response
physical_only,0.0770104107489602,0.111411216781563,0.0484426950340391,0,0.71482572620069,0.0329340055489048,0.070007396109338,0.70007396109338,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000684521178483362,0.00150347522761209,0.00311697156121594,voltage_step,37.0130598097906,24,V,response
combined_phase2b,0.0619147361140538,0.128307036224192,0.0375398821808396,0,0.82724871360848,0.0376391756215919,0.070007396109338,0.70007396109338,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.00775304025264325,0.00164640458226089,0.00311697156121594,voltage_step,37.0130598097906,24,V,response
physical_only,0.0770783586334813,0.111429741975814,0.0484660201074285,0,0.73030547897907,0.0336815370912397,0.071769272773206,0.71769272773206,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00126246313495884,0.0027728609558463,0.00574863395409126,voltage_step,48,24,V,response
combined_phase2b,0.0632706450237584,0.130196130686699,0.038157406556018,0,0.841975154838234,0.0388142508174733,0.071769272773206,0.71769272773206,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0142989403556504,0.00303646571612345,0.00574863395409126,voltage_step,48,24,V,response
physical_only,0.0760171831163529,0.1108814998827,0.048358570769989,0,0.235964575328284,0.0106421356751458,0.0229721590904441,0.229721590904441,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0084630816210705,0.0222082530819216,0.0464399279148522,current_step,0.5,3,A,response
combined_phase2b,0.0821761876079855,0.130674764424752,0.0500483217922595,0,0.237679581379786,0.0105548695860454,0.0229721590904441,0.229721590904441,0,0,13262911.9243246,0.00100000000000011,0,0,0,17,0.202031978178692,0.0290396001454296,0.0464399279148522,current_step,0.5,3,A,response
physical_only,0.0760810996493545,0.110915670041798,0.0483626867640516,0,0.26951501776876,0.0121584608162471,0.0261948086096702,0.261948086096702,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00784652648755321,0.0205903303136664,0.0430566714087057,current_step,0.682130800910683,3,A,response
combined_phase2b,0.0784894073493948,0.129538237033004,0.0490837685326912,0,0.266966318181701,0.0120223294910987,0.0261948086096702,0.261948086096702,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.187313479780598,0.0269239978923845,0.0430566714087057,current_step,0.682130800910683,3,A,response
physical_only,0.0761689671403769,0.110962287077717,0.0483683020566552,0,0.315286598114368,0.0142271249821274,0.0306576751975447,0.306576751975447,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00700538399348255,0.0183830604062238,0.0384410244682576,current_step,0.9306048591021,3,A,response
combined_phase2b,0.0737917125644309,0.128274278430718,0.0477678655577636,0,0.30692108864323,0.0140243286917772,0.0306576751975447,0.306576751975447,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.167233597579607,0.0240377629738278,0.0384410244682576,current_step,0.9306048591021,3,A,response
physical_only,0.0762900813798124,0.111025884909877,0.0483759627848134,0,0.377731007634635,0.0170493240707019,0.0367461927174336,0.367461927174336,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00585784558715074,0.0153717668266435,0.03214407457984,current_step,1.26958847574138,3,A,response
combined_phase2b,0.0681312233243483,0.127059790031321,0.0459726296573857,0,0.361429847793457,0.0167555793281385,0.0367461927174336,0.367461927174336,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.139839385323637,0.0201001835006044,0.03214407457984,current_step,1.26958847574138,3,A,response
physical_only,0.0764576094332774,0.111116273069815,0.0483864140220791,0,0.462921517791473,0.0210519613836556,0.0450525233818348,0.450525233818348,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00429230300277345,0.0112635746242109,0.0235533876384786,current_step,1.73205080756888,3,A,response
combined_phase2b,0.0621861905950486,0.127040245104102,0.0435234582521969,0,0.475053727405014,0.0218924592923941,0.0450525233818348,0.450525233818348,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.102466513430822,0.0147282950211698,0.0235533876384786,current_step,1.73205080756888,3,A,response
physical_only,0.0766904068877986,0.111251317616949,0.0484006722436911,0,0.579143659638019,0.0265237956059809,0.0566693713487389,0.566693713487389,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00215649336889627,0.00565892574953073,0.0118334433111109,current_step,2.36297040916991,3,A,response
combined_phase2b,0.058378699424403,0.127470801966775,0.0401821477479016,0,0.641623583462525,0.0290353443126344,0.0566693713487389,0.566693713487389,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0514801393575075,0.00739963383940463,0.0118334433111109,current_step,2.36297040916991,3,A,response
physical_only,0.0769303883452085,0.111389275325914,0.0484150685456752,0,0.696491326881247,0.0320486204915814,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0,0,0,current_step,3,3,A,response
combined_phase2b,0.0603709493209783,0.12803520945169,0.0368084791251533,0,0.809806545252975,0.0362474028859342,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0,0,0,current_step,3,3,A,response
physical_only,0.0770158308077854,0.111440226444749,0.0484201241879979,0,0.737701065040726,0.0339888089270332,0.0726584413700507,0.726584413700507,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000757309703417706,0.00198728150188637,0.00415562671020089,current_step,3.22370979547063,3,A,response
combined_phase2b,0.0624069383888293,0.14090040324403,0.0356237261271152,0,0.868868442102653,0.0387801080719726,0.0726584413700507,0.726584413700507,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0180786130067644,0.00259857720363414,0.00415562671020089,current_step,3.22370979547063,3,A,response
physical_only,0.0774741720381983,0.11170767364533,0.0484466617287048,0,0.954014844916054,0.044173039958029,0.0944717156489595,0.944717156489595,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00473249935020425,0.0124187084545631,0.0259689009891097,current_step,4.39798348937598,3,A,response
combined_phase2b,0.0814223470096203,0.235796738165181,0.0294048465449594,0,1.17888987695666,0.052074515087657,0.0944717156489595,0.944717156489595,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.112974947927915,0.0162387526165568,0.0259689009891097,current_step,4.39798348937598,3,A,response
physical_only,0.0781257405849812,0.112072541591549,0.0484828658765342,0,1.24912342874484,0.0580669952976958,0.124230728157672,1.24230728157672,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.01015569794531,0.0266499036983053,0.0557279134978227,current_step,6,3,A,response
combined_phase2b,0.119229732751656,0.365260164051669,0.020920667924655,0,1.60184021626956,0.0706383399695353,0.124230728157672,1.24230728157672,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.242438373814403,0.0348475201745157,0.0557279134978227,current_step,6,3,A,response
physical_only,0.0767841045246478,0.111365673573223,0.0483641169839346,0,0.662677174783461,0.0304157038919247,0.0657279134978227,0.657279134978227,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00126246313498428,0.0027728609558455,0.00574863395409126,cap_transfer,0,0.2,1,response
combined_phase2b,0.057717822194205,0.127533879047042,0.0354595516942376,0,0.777637935667647,0.0346650746266513,0.0657279134978227,0.657279134978227,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0142989403556886,0.00303646571612562,0.00574863395409126,cap_transfer,0,0.2,1,response
physical_only,0.0768753337600545,0.111379421321553,0.048395961710024,0,0.683811019844583,0.0314362767667103,0.0674622267240896,0.674622267240896,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000473423675633419,0.00103982285844318,0.00215573773278423,cap_transfer,0.125,0.2,1,response
combined_phase2b,0.0593452886547977,0.127847210549943,0.0363026313385583,0,0.797743316658462,0.035368665356881,0.0674622267240896,0.674622267240896,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.00536210263335697,0.00113867464354676,0.00215573773278423,cap_transfer,0.125,0.2,1,response
physical_only,0.0769303883452085,0.111389275325914,0.0484150685456752,0,0.696491326881247,0.0320486204915814,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0,0,0,cap_transfer,0.2,0.2,1,response
combined_phase2b,0.0603709493209783,0.12803520945169,0.0368084791251533,0,0.809806545252975,0.0362474028859342,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0,0,0,cap_transfer,0.2,0.2,1,response
physical_only,0.0769672231889885,0.111399391988394,0.0484278064361199,0,0.704944864905698,0.0324568496414956,0.0691965399503566,0.691965399503566,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000315615783742891,0.0006932152389618,0.00143715848852282,cap_transfer,0.25,0.2,1,response
combined_phase2b,0.061074078295739,0.128160542052851,0.0371457109829044,0,0.817848697649296,0.0368891148688182,0.0691965399503566,0.691965399503566,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.00357473508890465,0.000759116429030468,0.00143715848852282,cap_transfer,0.25,0.2,1,response
physical_only,0.0770597704497337,0.111424683644562,0.0484596511622093,0,0.726078709966832,0.033477422516282,0.0712763988570793,0.712763988570793,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00110465524308739,0.00242625333636531,0.00503005470982985,cap_transfer,0.375,0.2,1,response
combined_phase2b,0.0628958365975053,0.12922867465693,0.0379887906271742,0,0.837954078640092,0.0384933948260316,0.0712763988570793,0.712763988570793,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0125115728111854,0.00265690750160813,0.00503005470982985,cap_transfer,0.375,0.2,1,response
physical_only,0.0771529731750222,0.111449975300762,0.0484914958883178,0,0.747212555027991,0.0344979953910691,0.0737407684377127,0.737407684377127,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0018936947024637,0.00415929143376923,0.00862295093113689,cap_transfer,0.5,0.2,1,response
combined_phase2b,0.0648027233255023,0.134065954805941,0.0388318702714758,0,0.858059459630927,0.0400976747832454,0.0737407684377127,0.737407684377127,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.021448410533447,0.00455469857418446,0.00862295093113689,cap_transfer,0.5,0.2,1,response
physical_only,0.0772468289922622,0.111477062899623,0.0485233406143946,0,0.768346400089138,0.0355185682658556,0.0762051380183461,0.762051380183461,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00268273416179549,0.00589232953117258,0.0122158471524439,cap_transfer,0.625,0.2,1,response
combined_phase2b,0.0667874472260918,0.138903234954983,0.0396749499157647,0,0.885729920025507,0.04170195474046,0.0762051380183461,0.762051380183461,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0303852482556895,0.00645248964676023,0.0122158471524439,cap_transfer,0.625,0.2,1,response
physical_only,0.0773413355238526,0.111514277543102,0.0485551853405158,0,0.789480245150266,0.0365423500174587,0.0786695075989797,0.786695075989797,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00347177362113999,0.00762536762857565,0.015808743373751,cap_transfer,0.75,0.2,1,response
combined_phase2b,0.0688432765855024,0.14389829651376,0.0405180295601044,0,0.922786158596176,0.0433062346976712,0.0786695075989797,0.786695075989797,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0393220859779956,0.00835028071933912,0.015808743373751,cap_transfer,0.75,0.2,1,response
physical_only,0.0774364903873036,0.111551492186594,0.0485870300665735,0,0.811288589811555,0.0376983797456182,0.0811338771796135,0.811338771796135,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00426081308048449,0.00935840572597986,0.019401639595058,cap_transfer,0.875,0.2,1,response
combined_phase2b,0.0709640318932954,0.148988050735582,0.0413611092043742,0,0.959842397166909,0.0449105146548848,0.0811338771796135,0.811338771796135,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0482589237002445,0.0102480717919148,0.019401639595058,cap_transfer,0.875,0.2,1,response
physical_only,0.0775322911955434,0.111588706830054,0.0486188747927011,0,0.835932285617889,0.0388544094737773,0.0835982467602473,0.835982467602473,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00504985253984808,0.0110914438233824,0.022994535816365,cap_transfer,1,0.2,1,response
combined_phase2b,0.07314406593533,0.154231059187231,0.0422041888487012,0,0.996898635737667,0.0465147946120993,0.0835982467602473,0.835982467602473,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0571957614225252,0.0121458628644926,0.022994535816365,cap_transfer,1,0.2,1,response
physical_only,0.0767194102057507,0.111217998505464,0.0484916167963471,0,0.514272106289764,0.0238995319885202,0.0514602074116544,0.514602074116544,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00211672453245742,0.0106440669622104,0.02249999999352,ind_transfer,0,0.5,1,response
combined_phase2b,0.0680811541173753,0.143383373602039,0.0469519561126195,0,0.557589601670337,0.0260810460209731,0.0514602074116544,0.514602074116544,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0984198027513044,0.0142787720064652,0.02249999999352,ind_transfer,0,0.5,1,response
physical_only,0.0767717393887505,0.11125113215705,0.0484724797337157,0,0.559826911437646,0.0257886037947796,0.0555249358599986,0.555249358599986,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00158754339934783,0.00798305022165822,0.01687499999514,ind_transfer,0.125,0.5,1,response
combined_phase2b,0.0640030368627308,0.13235684080117,0.0444160868657418,0,0.608126878474026,0.028622635237214,0.0555249358599986,0.555249358599986,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.073814852063456,0.0107090790048488,0.01687499999514,ind_transfer,0.125,0.5,1,response
physical_only,0.0768243458527075,0.111284265808681,0.0484533426710461,0,0.605381716585559,0.0278023387261646,0.0596253843880631,0.596253843880631,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00105836226625097,0.00532203348110613,0.01124999999676,ind_transfer,0.25,0.5,1,response
combined_phase2b,0.0612517084187226,0.127954858235315,0.0418802176188768,0,0.662012142400788,0.0311642244534525,0.0596253843880631,0.596253843880631,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0492099013756458,0.00713938600323356,0.01124999999676,ind_transfer,0.25,0.5,1,response
physical_only,0.07687722902842,0.111332243762252,0.0484342056083384,0,0.650936521733377,0.0299254796088724,0.0637258329161278,0.637258329161278,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000529181133096861,0.00266101674055193,0.00562499999838001,ind_transfer,0.375,0.5,1,response
combined_phase2b,0.060009938473834,0.127995033843547,0.0393443483719737,0,0.735909343826885,0.0337058136696938,0.0637258329161278,0.637258329161278,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0246049506878229,0.00356969300161691,0.00562499999838001,ind_transfer,0.375,0.5,1,response
physical_only,0.0769303883452085,0.111389275325914,0.0484150685456752,0,0.696491326881247,0.0320486204915814,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0,0,0,ind_transfer,0.5,0.5,1,response
combined_phase2b,0.0603709493209783,0.12803520945169,0.0368084791251533,0,0.809806545252975,0.0362474028859342,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0,0,0,ind_transfer,0.5,0.5,1,response
physical_only,0.0769838232310557,0.11144973875936,0.0483959314830056,0,0.742046132029128,0.0341717613742912,0.0734320397336767,0.734320397336767,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000529181133122305,0.00266101674055293,0.00562499999838002,ind_transfer,0.625,0.5,1,response
combined_phase2b,0.0623068872843046,0.146789507317082,0.0342726098783138,0,0.883703746679059,0.0391951038324082,0.0734320397336767,0.734320397336767,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0246049506878102,0.00356969300161581,0.00562499999838002,ind_transfer,0.625,0.5,1,response
physical_only,0.0770375331125524,0.111511807548197,0.048376794420336,0,0.787600937177036,0.0362949022570022,0.0783612648075036,0.783612648075036,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00105836226628914,0.0053220334811078,0.01124999999676,ind_transfer,0.75,0.5,1,response
combined_phase2b,0.0656786324390578,0.170913713576137,0.0317367406314424,0,0.957600948105163,0.042599387869797,0.0783612648075036,0.783612648075036,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0492099013756458,0.00713938600323197,0.01124999999676,ind_transfer,0.75,0.5,1,response
physical_only,0.0770915174148498,0.111573876336995,0.0483576573576856,0,0.835839552531394,0.0384180431397102,0.0832904898813309,0.832904898813309,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.001587543399386,0.0079830502216597,0.01687499999514,ind_transfer,0.875,0.5,1,response
combined_phase2b,0.070279834874102,0.195132433919845,0.0292008713845775,0,1.03149814953128,0.046003671907187,0.0832904898813309,0.832904898813309,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0738148520634878,0.0107090790048477,0.01687499999514,ind_transfer,0.875,0.5,1,response
physical_only,0.0771457755619543,0.111635945125857,0.0483385202950223,0,0.888173946758731,0.0408163819186493,0.0882197149551582,0.882197149551582,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00211672453248286,0.0106440669622115,0.02249999999352,ind_transfer,1,0.5,1,response
combined_phase2b,0.0758871892723469,0.219351154263463,0.0266650021376934,0,1.1053953509573,0.0494079559445726,0.0882197149551582,0.882197149551582,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0984198027512408,0.0142787720064639,0.02249999999352,ind_transfer,1,0.5,1,response
physical_only,0.0767827174103645,0.111324652881523,0.0483919732526228,0,0.637225265877736,0.029244490687538,0.0627410525474474,0.627410525474474,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00129903015645749,0.00287916549562926,0.00599703936046727,return_resistance,5,25,mOhm,response
combined_phase2b,0.0579491085249503,0.127635642392937,0.0377275725992269,0,0.730375366803022,0.0324397541903754,0.0627410525474474,0.627410525474474,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0235859281990406,0.00380764869555887,0.00599703936046727,return_resistance,5,25,mOhm,response
physical_only,0.0767993953851991,0.111331808715111,0.0483945958122286,0,0.643955155774606,0.0295629104461357,0.063395322866276,0.63395322866276,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00115152027004877,0.00255222514473648,0.00531605240233601,return_resistance,7.27107716724477,25,mOhm,response
combined_phase2b,0.058171398411011,0.127681014774092,0.0376232059890571,0,0.73939508359028,0.0328721273910435,0.063395322866276,0.63395322866276,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0209076550490058,0.00337527549489075,0.00531605240233601,return_resistance,7.27107716724477,25,mOhm,response
physical_only,0.076823690245347,0.111342214838779,0.0483984095789743,0,0.65374186552806,0.0300259613734031,0.0643467728615642,0.643467728615642,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000937009116674702,0.0020767834406527,0.00432575065784406,return_resistance,10.5737126344056,25,mOhm,response
combined_phase2b,0.0585194305173989,0.127746995991135,0.0374714344537928,0,0.75251169494762,0.0335008911724643,0.0643467728615642,0.643467728615642,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0170128688992161,0.00274651171346998,0.00432575065784406,return_resistance,10.5737126344056,25,mOhm,response
physical_only,0.0768591078630791,0.111357347584459,0.0484039556173406,0,0.667973849894276,0.0306993371783107,0.0657303861288673,0.657303861288673,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000625063686800333,0.00138538877686771,0.00288563857723245,return_resistance,15.3764561018069,25,mOhm,response
combined_phase2b,0.0590769509281381,0.127842946895169,0.0372507259448969,0,0.771586073618037,0.0344152491674027,0.0657303861288673,0.657303861288673,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0113490107701815,0.00183215371853159,0.00288563857723245,return_resistance,15.3764561018069,25,mOhm,response
physical_only,0.0769107978133574,0.111379665244086,0.048412020751977,0,0.688670221208135,0.0316785706663151,0.0677424578961041,0.677424578961041,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000171427828231002,0.000379951986187031,0.000791405363710765,return_resistance,22.3606797749979,25,mOhm,response
combined_phase2b,0.0599931772419813,0.127982480180715,0.0369297682248529,0,0.799324329464016,0.0357449226753385,0.0677424578961041,0.677424578961041,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.00311254086609916,0.000502480210595714,0.000791405363710765,return_resistance,22.3606797749979,25,mOhm,response
physical_only,0.0769303883452085,0.111389275325914,0.0484150685456752,0,0.696491326881247,0.0320486204915814,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0,0,0,return_resistance,25,25,mOhm,response
combined_phase2b,0.0603709493209783,0.12803520945169,0.0368084791251533,0,0.809806545252975,0.0362474028859342,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0,0,0,return_resistance,25,25,mOhm,response
physical_only,0.0769863567575777,0.111416646519995,0.0484237491952162,0,0.718767203789159,0.0331025871175221,0.0706684437132268,0.706684437132267,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.000488256438444495,0.00108216971217863,0.00225406089663388,return_resistance,32.5172456312118,25,mOhm,response
combined_phase2b,0.0615379072012579,0.131636061760187,0.0364630265550111,0,0.839661729212261,0.0376785544120293,0.0706684437132268,0.706684437132267,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.00886506078565041,0.00143115152609503,0.00225406089663388,return_resistance,32.5172456312118,25,mOhm,response
physical_only,0.07709705925624,0.111470425262251,0.048440804878361,0,0.762534700358743,0.0351734138183529,0.0749234574465393,0.749234574465393,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00144757948025972,0.00320840965152203,0.00668282493447512,return_resistance,47.2870804501588,25,mOhm,response
combined_phase2b,0.0641983231770764,0.148954284528035,0.0357842836152579,0,0.898320998471232,0.0404904715261274,0.0749234574465393,0.749234574465393,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0262830739631774,0.00424306864019314,0.00668282493447512,return_resistance,47.2870804501588,25,mOhm,response
physical_only,0.0772597782088277,0.111548631139234,0.0484656075160536,0,0.826182069353678,0.0381848419666995,0.0811111640870597,0.811111640870597,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00284264185324686,0.00630042058652909,0.0131232019494076,return_resistance,68.7656021933632,25,mOhm,response
combined_phase2b,0.0688327428832462,0.17413871135703,0.0347972451568525,0,0.983624213142519,0.0445796047910299,0.0811111640870597,0.811111640870597,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0516126175460419,0.00833220190509563,0.0131232019494076,return_resistance,68.7656021933632,25,mOhm,response
physical_only,0.0775000486441704,0.111662359332491,0.0485016758945785,0,0.918739055644486,0.0425641072567466,0.0903151790459446,0.903151790459446,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00487136308672037,0.0107968706086098,0.0224888976017522,return_resistance,100,25,mOhm,response
combined_phase2b,0.0768737218586347,0.210764531625936,0.0333618785972959,0,1.10767346444035,0.0505260854942818,0.0903151790459446,0.903151790459446,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0884472307464674,0.0142786826083476,0.0224888976017522,return_resistance,100,25,mOhm,response
physical_only,0.0762801476672852,0.111104093069926,0.048311139726981,0,0.431111883450705,0.0194300363733833,0.0425748851540393,0.425748851540393,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.0058456357040937,0.0129562447303326,0.0269866771221027,return_inductance,2,20,nH,response
combined_phase2b,0.0583753604695779,0.126472750841099,0.0409443997585961,0,0.452366242228171,0.0205049432970477,0.0425748851540393,0.425748851540393,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.106136676895737,0.0171344191300156,0.0269866771221027,return_inductance,2,20,nH,response
physical_only,0.076324510804314,0.111123965175284,0.0483184227053797,0,0.448483290858085,0.0203143038577565,0.0443918263246396,0.443918263246396,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00543599342326789,0.0120483151379734,0.0250955425172413,return_inductance,3.26137881790662,20,nH,response
combined_phase2b,0.0577590156546782,0.126545390629245,0.0406545684985976,0,0.477414443722713,0.0215761255652526,0.0443918263246396,0.443918263246396,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0986989793379866,0.0159336972773637,0.0250955425172413,return_inductance,3.26137881790662,20,nH,response
physical_only,0.0763972450372839,0.111156370406924,0.0483302989810167,0,0.478959634129408,0.0217562694791993,0.0473546930482286,0.473546930482286,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00476799409450982,0.0105677639676386,0.0220116893461887,return_inductance,5.31829589694499,20,nH,response
combined_phase2b,0.0569902504424298,0.126690228422261,0.0401819437325956,0,0.518260280613147,0.0233228911450707,0.0473546930482286,0.473546930482286,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0865704047036314,0.0139756928691464,0.0220116893461887,return_inductance,5.31829589694499,20,nH,response
physical_only,0.0765168904451291,0.111209213274947,0.0483496654979656,0,0.528657084325608,0.0241076675461617,0.0521862084345255,0.521862084345255,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00367869466391881,0.00815344485475987,0.0169828826413861,return_inductance,8.67248879282804,20,nH,response
combined_phase2b,0.0563900953733716,0.126926413877381,0.0394112395321816,0,0.584867154230253,0.0261713232760061,0.0521862084345255,0.521862084345255,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0667924665016129,0.0107827958179808,0.0169828826413861,return_inductance,8.67248879282804,20,nH,response
physical_only,0.0767147423662227,0.111295383580333,0.0483812462720929,0,0.609698190012687,0.0279420674701967,0.0600649094041551,0.600649094041551,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0.00190238561932501,0.00421644024755732,0.00878246080819114,return_inductance,14.142135623731,20,nH,response
combined_phase2b,0.0571879388021804,0.127450057041809,0.0381544603552349,0,0.693482277601221,0.030816231384047,0.0600649094041551,0.600649094041551,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0.0345407921445962,0.00557617241276505,0.00878246080819114,return_inductance,14.142135623731,20,nH,response
physical_only,0.0769303883452085,0.111389275325914,0.0484150685456752,0,0.696491326881247,0.0320486204915814,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,0,0,0,0,return_inductance,20,20,nH,response
combined_phase2b,0.0603709493209783,0.12803520945169,0.0368084791251533,0,0.809806545252975,0.0362474028859342,0.0685028146598498,0.685028146598498,0,0,13262911.9243246,2.22044604925031e-16,0,0,0,17,0,0,0,return_inductance,20,20,nH,response
