modelName,regime,runName,runIndex,seed,horizonSamples,horizonSeconds,forecastCount,truthRMSE,measurementRMSE,posteriorTruthRMSE,peakAbsoluteError,catastrophicForecastCount,catastrophicFraction,nonfiniteForecastCount
Weighted EDMD hybrid,nominal,nominal_seed_230105,5,230105,50,0.05,128,0.000375556861252664,0.000602485663638776,0.000231977520974832,0.00234805501046897,0,0,0
Weighted EDMD hybrid,nominal,nominal_seed_230105,5,230105,100,0.1,128,0.000943404058426259,0.000930853747108586,0.000662721239284116,0.00604766590676874,0,0,0
Weighted EDMD hybrid,nominal,nominal_seed_230105,5,230105,250,0.25,128,0.00371877117711178,0.00374867356532942,0.00339391202577093,0.0209182244118156,0,0,0
Nominal physics,nominal,nominal_seed_230106,6,230106,1,0.001,128,0.000104813272851817,0.000485924948836403,0.000104813272851817,0.000410893003350454,0,0,0
Nominal physics,nominal,nominal_seed_230106,6,230106,20,0.02,128,8.1962325293552e-05,0.000439781329630483,8.1962325293552e-05,0.000340002149677887,0,0,0
Nominal physics,nominal,nominal_seed_230106,6,230106,50,0.05,128,8.63775830967236e-05,0.000506044574965586,8.63775830967236e-05,0.00036083269595466,0,0,0
Nominal physics,nominal,nominal_seed_230106,6,230106,100,0.1,128,8.80802526622777e-05,0.000456081372357742,8.80802526622777e-05,0.000368733109719355,0,0,0
Nominal physics,nominal,nominal_seed_230106,6,230106,250,0.25,128,8.83566473648117e-05,0.000501853546827816,8.83566473648117e-05,0.000370009767561089,0,0,0
Persistent innovation,nominal,nominal_seed_230106,6,230106,1,0.001,128,0.000136211516622827,0.000490198069190568,0.000106109431228928,0.000492357807659771,0,0,0
Persistent innovation,nominal,nominal_seed_230106,6,230106,20,0.02,128,0.000190001096987774,0.000471313694673928,0.00010034178063784,0.00071131661507956,0,0,0
Persistent innovation,nominal,nominal_seed_230106,6,230106,50,0.05,128,0.000335354245049753,0.000613380985547557,0.000235100810602414,0.00114449827715901,0,0,0
Persistent innovation,nominal,nominal_seed_230106,6,230106,100,0.1,128,0.000589635399438591,0.000754848678664138,0.000487008647192929,0.0018745837773512,0,0,0
Persistent innovation,nominal,nominal_seed_230106,6,230106,250,0.25,128,0.00136497611838203,0.00149503287245171,0.0012615892683486,0.00407172479716045,0,0,0
Linear hybrid,nominal,nominal_seed_230106,6,230106,1,0.001,128,0.000246738126256671,0.000503738673756772,0.000157236925067643,0.000618221715647516,0,0,0
Linear hybrid,nominal,nominal_seed_230106,6,230106,20,0.02,128,0.0008657602311574,0.000945548804290091,0.00016503096085272,0.00213564842411673,0,0,0
Linear hybrid,nominal,nominal_seed_230106,6,230106,50,0.05,128,0.00305873707029828,0.00312300164895806,0.00126349405595317,0.00775395507763049,0,0,0
Linear hybrid,nominal,nominal_seed_230106,6,230106,100,0.1,128,0.00964920781233779,0.00963153996365179,0.00643090329393685,0.0231055837815275,0,0,0
Linear hybrid,nominal,nominal_seed_230106,6,230106,250,0.25,128,0.0432076540338584,0.0432822401322318,0.0381535504095883,0.103847650779061,0,0,0
EDMD hybrid,nominal,nominal_seed_230106,6,230106,1,0.001,128,0.000247775902422757,0.000506096322730414,0.000157475960263719,0.000606462324829915,0,0,0
EDMD hybrid,nominal,nominal_seed_230106,6,230106,20,0.02,128,0.000894009597262643,0.000974291632220977,0.000166205011021656,0.00240807687821093,0,0,0
EDMD hybrid,nominal,nominal_seed_230106,6,230106,50,0.05,128,0.00318214520959401,0.00324974229010025,0.00130861959311915,0.00877792051291698,0,0,0
EDMD hybrid,nominal,nominal_seed_230106,6,230106,100,0.1,128,0.0100187569095244,0.0100042892089401,0.00668904493093473,0.0261667427495039,0,0,0
