modelName,regime,horizonSamples,horizonSeconds,runCount,forecastCount,truthRMSE,measurementRMSE,posteriorTruthRMSE,medianTruthRMSE,worstTruthRMSE,peakAbsoluteError,catastrophicForecastCount,catastrophicFraction,nonfiniteForecastCount
Linear hybrid,stress,20,0.02,10,1280,0.0114561938948642,0.0114735531106552,0.0414751145590911,0.0108365022668674,0.0165459596413305,0.0497452506205483,0,0,0
Linear hybrid,stress,50,0.05,10,1280,0.0424234308854192,0.0424086813765853,0.0530402364560738,0.0401146352723092,0.0610650680833321,0.158644819954067,0,0,0
Linear hybrid,stress,100,0.1,10,1280,0.118040218184692,0.118025569566187,0.115149513176564,0.112260271812007,0.165182314937598,0.394803238943127,220,0.171875,0
Linear hybrid,stress,250,0.25,10,1280,0.35117692033679,0.351202186645725,0.344079662049825,0.332775840055508,0.515767395683789,1.15241792652761,823,0.64296875,0
Linear hybrid,nonlinear_transient,1,0.001,6,768,0.00035121603719219,0.000565764543978852,0.0232295342953275,0.000360476990207335,0.000375003480303936,0.00156297767955466,0,0,0
Linear hybrid,nonlinear_transient,20,0.02,6,768,0.0028941903809423,0.00293988813405407,0.0233874611192737,0.00294908865436041,0.00339237039907092,0.0162939291112953,0,0,0
Linear hybrid,nonlinear_transient,50,0.05,6,768,0.0109889599391539,0.011020233931379,0.025027112433851,0.011229160597066,0.01297863284839,0.0534720908336161,0,0,0
Linear hybrid,nonlinear_transient,100,0.1,6,768,0.0332416394346987,0.0332386691690185,0.0380247221311818,0.0339978943785608,0.0393298073128404,0.141008611972158,0,0,0
Linear hybrid,nonlinear_transient,250,0.25,6,768,0.133800938459286,0.133824140242544,0.132410620562246,0.136341613570447,0.156841261002887,0.375676611491991,167,0.217447916666667,0
Linear hybrid,stress_changed_controller,1,0.001,6,768,0.000626310908468513,0.00078025731383402,0.0565292745496968,0.000608275603906967,0.000745419781928196,0.00427905027107972,0,0,0
Linear hybrid,stress_changed_controller,20,0.02,6,768,0.00686933903170319,0.00690025003740312,0.0568970044484897,0.00647596492449968,0.00879083748659031,0.0445252679339224,0,0,0
Linear hybrid,stress_changed_controller,50,0.05,6,768,0.0262617763828632,0.0262666246010303,0.062474647566821,0.0247175552106031,0.0338836731214417,0.152829137714822,0,0,0
Linear hybrid,stress_changed_controller,100,0.1,6,768,0.079112541277701,0.0791321009185337,0.0974563385425503,0.0748114296422101,0.10142197468371,0.372618570153864,52,0.0677083333333333,0
Linear hybrid,stress_changed_controller,250,0.25,6,768,0.313739462926794,0.313750539002794,0.321874517877564,0.298465640458131,0.397478512394997,0.96705618100515,332,0.432291666666667,0
EDMD hybrid,nominal,1,0.001,10,1280,0.000249668922382695,0.000521081118362653,0.000171728138164872,0.000252231218968951,0.00027014796286333,0.000866481573880695,0,0,0
EDMD hybrid,nominal,20,0.02,10,1280,0.000903968622994696,0.00102457304121387,0.000176541261270632,0.000892704463627339,0.0010660087460741,0.00305015714115564,0,0,0
EDMD hybrid,nominal,50,0.05,10,1280,0.0032151788456265,0.00325864059326504,0.00132210078047892,0.00316454080917073,0.00391641478338208,0.0105978840807306,0,0,0
EDMD hybrid,nominal,100,0.1,10,1280,0.010195202550917,0.0102137299539194,0.00678305522981753,0.00996201572445193,0.0125404920583812,0.0329582304276212,0,0,0
EDMD hybrid,nominal,250,0.25,10,1280,0.0459149690198087,0.045930141253758,0.0405155316328536,0.0440476172633418,0.0578693417182585,0.135605809161156,0,0,0
