modelName,regime,runName,runIndex,seed,horizonSamples,horizonSeconds,forecastCount,truthRMSE,measurementRMSE,posteriorTruthRMSE,peakAbsoluteError,catastrophicForecastCount,catastrophicFraction,nonfiniteForecastCount
Linear hybrid,nominal,nominal_seed_130109,9,130109,100,0.1,128,0.00870432112229912,0.00875743227903802,0.0057886767520334,0.0200394235103433,0,0,0
Linear hybrid,nominal,nominal_seed_130109,9,130109,250,0.25,128,0.0399539289331832,0.0399422232629374,0.0351246386574573,0.0979878279600839,0,0,0
EDMD hybrid,nominal,nominal_seed_130109,9,130109,1,0.001,128,0.000247677211974336,0.000465124324889537,0.000179736240029412,0.00085313274865044,0,0,0
EDMD hybrid,nominal,nominal_seed_130109,9,130109,20,0.02,128,0.000821077406390468,0.000973675641451196,0.000172383889015075,0.00229846756755214,0,0,0
EDMD hybrid,nominal,nominal_seed_130109,9,130109,50,0.05,128,0.00283510913865495,0.00283363270468014,0.00118744493119339,0.00694861278560033,0,0,0
EDMD hybrid,nominal,nominal_seed_130109,9,130109,100,0.1,128,0.00894356140098183,0.00899818969588055,0.00595035969429971,0.0215902623938253,0,0,0
EDMD hybrid,nominal,nominal_seed_130109,9,130109,250,0.25,128,0.0407230915270007,0.0407096592294714,0.0358527838123942,0.0991929800548209,0,0,0
Nominal physics,nominal,nominal_seed_130110,10,130110,1,0.001,128,0.000117187231870989,0.000477175818182472,0.000117187231870989,0.000468471544466442,0,0,0
Nominal physics,nominal,nominal_seed_130110,10,130110,20,0.02,128,9.14544705172003e-05,0.000426044807913221,9.14544705172003e-05,0.000359175240434328,0,0,0
Nominal physics,nominal,nominal_seed_130110,10,130110,50,0.05,128,9.60209719303526e-05,0.000431803573100405,9.60209719303526e-05,0.000382948028061658,0,0,0
Nominal physics,nominal,nominal_seed_130110,10,130110,100,0.1,128,9.77863669275756e-05,0.000444553815612352,9.77863669275756e-05,0.000391971469959229,0,0,0
Nominal physics,nominal,nominal_seed_130110,10,130110,250,0.25,128,9.80731028179973e-05,0.000448405094477556,9.80731028179973e-05,0.000393429640381138,0,0,0
Persistent innovation,nominal,nominal_seed_130110,10,130110,1,0.001,128,0.000162206272067901,0.000508408573249123,0.000117065339132271,0.000646635505686999,0,0,0
Persistent innovation,nominal,nominal_seed_130110,10,130110,20,0.02,128,0.000221719356560588,0.000461870981233187,0.000114074245958858,0.000910426759899996,0,0,0
Persistent innovation,nominal,nominal_seed_130110,10,130110,50,0.05,128,0.000393357045446933,0.000557631186987977,0.00027460790757451,0.00154637386423012,0,0,0
Persistent innovation,nominal,nominal_seed_130110,10,130110,100,0.1,128,0.000693459362804375,0.000799592456704368,0.000572317628537644,0.00262754952028105,0,0,0
Persistent innovation,nominal,nominal_seed_130110,10,130110,250,0.25,128,0.00160783169921292,0.00170176504578684,0.00148593357314825,0.00588897647420306,0,0,0
Linear hybrid,nominal,nominal_seed_130110,10,130110,1,0.001,128,0.000237051851075902,0.000538238241590773,0.000166617775070188,0.000871753090718186,0,0,0
Linear hybrid,nominal,nominal_seed_130110,10,130110,20,0.02,128,0.000788286172508281,0.00089465850487773,0.000155954842073068,0.00279457472061873,0,0,0
Linear hybrid,nominal,nominal_seed_130110,10,130110,50,0.05,128,0.00263602738250625,0.00262627060053366,0.00113159067523387,0.00827113978689864,0,0,0
Linear hybrid,nominal,nominal_seed_130110,10,130110,100,0.1,128,0.00817911113680213,0.00816583253433158,0.00547494846901008,0.0230018181050972,0,0,0
Linear hybrid,nominal,nominal_seed_130110,10,130110,250,0.25,128,0.0365689712413718,0.0365801254617953,0.0322687518301637,0.0947472824336967,0,0,0
EDMD hybrid,nominal,nominal_seed_130110,10,130110,1,0.001,128,0.000237580930534725,0.000538021437744925,0.000166663119788762,0.000887093151260399,0,0,0
EDMD hybrid,nominal,nominal_seed_130110,10,130110,20,0.02,128,0.000807887932369011,0.000913327562249045,0.000156590773645472,0.00299424325882927,0,0,0
EDMD hybrid,nominal,nominal_seed_130110,10,130110,50,0.05,128,0.00272437449821353,0.00271729715762158,0.00116292977160905,0.0090401088228752,0,0,0
EDMD hybrid,nominal,nominal_seed_130110,10,130110,100,0.1,128,0.00845037890519889,0.00844029627005431,0.00566212891132546,0.0253202868762751,0,0,0
EDMD hybrid,nominal,nominal_seed_130110,10,130110,250,0.25,128,0.0373733120899449,0.0373823948341649,0.0330318530995615,0.0975601974169705,0,0,0
Nominal physics,varied,varied_seed_130201,11,130201,1,0.001,128,0.00653145637063758,0.00649453445157404,0.00653145637063758,0.0121299979910147,0,0,0
Nominal physics,varied,varied_seed_130201,11,130201,20,0.02,128,0.0099387135001481,0.00987840018276165,0.0099387135001481,0.0181643803703536,0,0,0
Nominal physics,varied,varied_seed_130201,11,130201,50,0.05,128,0.0208717564454418,0.0208380219571635,0.0208717564454418,0.0382151830588239,0,0,0
Nominal physics,varied,varied_seed_130201,11,130201,100,0.1,128,0.0396594672898351,0.0395999977414216,0.0396594672898351,0.0728417816314698,0,0,0
Nominal physics,varied,varied_seed_130201,11,130201,250,0.25,128,0.0928033945392827,0.0927756242010195,0.0928033945392827,0.168820727142145,0,0,0
Persistent innovation,varied,varied_seed_130201,11,130201,1,0.001,128,0.000400285812232801,0.000594379794133526,0.00782822843609207,0.00111099166952133,0,0,0
Persistent innovation,varied,varied_seed_130201,11,130201,20,0.02,128,0.0012133439261169,0.00128368298233892,0.00783869320443119,0.00268649867039239,0,0,0
Persistent innovation,varied,varied_seed_130201,11,130201,50,0.05,128,0.00399595351966887,0.00401615848184037,0.00829675328003105,0.00818327757702519,0,0,0
Persistent innovation,varied,varied_seed_130201,11,130201,100,0.1,128,0.0122734597691711,0.0122324426817842,0.0130615839160443,0.0238598887322978,0,0,0
Persistent innovation,varied,varied_seed_130201,11,130201,250,0.25,128,0.0612840154214432,0.0612736940115384,0.0584766468820209,0.118933169412331,0,0,0
Linear hybrid,varied,varied_seed_130201,11,130201,1,0.001,128,0.000264875253920932,0.000543082014364948,0.00781732313591119,0.000684401361404019,0,0,0
Linear hybrid,varied,varied_seed_130201,11,130201,20,0.02,128,0.000953776739439586,0.00106019554354397,0.00785708808478048,0.00231880047915731,0,0,0
Linear hybrid,varied,varied_seed_130201,11,130201,50,0.05,128,0.00331482921978182,0.00340067714003073,0.00806493182602858,0.00820993554453875,0,0,0
Linear hybrid,varied,varied_seed_130201,11,130201,100,0.1,128,0.0104283949556839,0.010403303285142,0.0111135749710041,0.0253002730077991,0,0,0
Linear hybrid,varied,varied_seed_130201,11,130201,250,0.25,128,0.0477006572234009,0.0477012729522347,0.0450126319822765,0.113348621503576,0,0,0
EDMD hybrid,varied,varied_seed_130201,11,130201,1,0.001,128,0.000264776591375297,0.000542220860744211,0.00781714790829106,0.000685871618606004,0,0,0
EDMD hybrid,varied,varied_seed_130201,11,130201,20,0.02,128,0.000947573597328695,0.00105283224601121,0.00785679543612831,0.0022688755948323,0,0,0
EDMD hybrid,varied,varied_seed_130201,11,130201,50,0.05,128,0.00328547745240079,0.00337112327025527,0.00807071854932423,0.00801678335602629,0,0,0
EDMD hybrid,varied,varied_seed_130201,11,130201,100,0.1,128,0.0103139944527853,0.0102884287422054,0.0111025010198106,0.0246964771101505,0,0,0
EDMD hybrid,varied,varied_seed_130201,11,130201,250,0.25,128,0.046954264777915,0.0469574300253075,0.044389080914497,0.110038508593927,0,0,0
Nominal physics,varied,varied_seed_130202,12,130202,1,0.001,128,0.0092096248563824,0.00924957211070424,0.0092096248563824,0.0182707581777195,0,0,0
Nominal physics,varied,varied_seed_130202,12,130202,20,0.02,128,0.013971726431788,0.0139916385609127,0.013971726431788,0.0278490067992079,0,0,0
Nominal physics,varied,varied_seed_130202,12,130202,50,0.05,128,0.0293183217464579,0.0292746679697015,0.0293183217464579,0.0580207223670507,0,0,0
Nominal physics,varied,varied_seed_130202,12,130202,100,0.1,128,0.0554181651906523,0.0554217106042646,0.0554181651906523,0.109033524707544,0,0,0
Nominal physics,varied,varied_seed_130202,12,130202,250,0.25,128,0.124210136896498,0.124178863443798,0.124210136896498,0.235201997173782,22,0.171875,0
Persistent innovation,varied,varied_seed_130202,12,130202,1,0.001,128,0.000661458873083906,0.000844209332755614,0.0110246299107181,0.00144736013216999,0,0,0
Persistent innovation,varied,varied_seed_130202,12,130202,20,0.02,128,0.00216288623788511,0.00224112880053481,0.011047815136915,0.00415705172102729,0,0,0
Persistent innovation,varied,varied_seed_130202,12,130202,50,0.05,128,0.00722855945621406,0.00725951163563225,0.0122496061639716,0.0139045812871796,0,0,0
Persistent innovation,varied,varied_seed_130202,12,130202,100,0.1,128,0.0219907333477193,0.022014309500594,0.0219896532321715,0.041869932654456,0,0,0
Persistent innovation,varied,varied_seed_130202,12,130202,250,0.25,128,0.103973918669035,0.103935090513294,0.0988100232244662,0.195930891512494,9,0.0703125,0
Linear hybrid,varied,varied_seed_130202,12,130202,1,0.001,128,0.000278868664595842,0.00051088706201031,0.0110264435805254,0.00083300166934857,0,0,0
Linear hybrid,varied,varied_seed_130202,12,130202,20,0.02,128,0.0015821071582625,0.00166608876672252,0.0109657367103759,0.00445399090761611,0,0,0
Linear hybrid,varied,varied_seed_130202,12,130202,50,0.05,128,0.00616235073908408,0.00619365091779433,0.0124159826672257,0.0158268266712975,0,0,0
Linear hybrid,varied,varied_seed_130202,12,130202,100,0.1,128,0.0200981083505175,0.0201053196868624,0.0222378343547072,0.0500459112593403,0,0,0
Linear hybrid,varied,varied_seed_130202,12,130202,250,0.25,128,0.0942137639422727,0.0941583848275598,0.0922913413013619,0.220651423986758,8,0.0625,0
EDMD hybrid,varied,varied_seed_130202,12,130202,1,0.001,128,0.000279194910028343,0.000510519923828132,0.0110265753394121,0.000837538605449762,0,0,0
EDMD hybrid,varied,varied_seed_130202,12,130202,20,0.02,128,0.00159695101835568,0.00168242051794467,0.0109646891894777,0.00469117184325452,0,0,0
EDMD hybrid,varied,varied_seed_130202,12,130202,50,0.05,128,0.00622631687258321,0.00625378230457507,0.0124367156763055,0.016806653711328,0,0,0
EDMD hybrid,varied,varied_seed_130202,12,130202,100,0.1,128,0.0202882195004598,0.0202974029081985,0.0223920386777338,0.0514446939378462,0,0,0
EDMD hybrid,varied,varied_seed_130202,12,130202,250,0.25,128,0.0946562735029059,0.0946039087227332,0.0927122835341185,0.218626113348363,7,0.0546875,0
Nominal physics,varied,varied_seed_130203,13,130203,1,0.001,128,0.00965170491283059,0.00968872610545904,0.00965170491283059,0.0188821754922553,0,0,0
Nominal physics,varied,varied_seed_130203,13,130203,20,0.02,128,0.0146467015878811,0.014735577598514,0.0146467015878811,0.028682566024082,0,0,0
Nominal physics,varied,varied_seed_130203,13,130203,50,0.05,128,0.0307555369571712,0.030775302135954,0.0307555369571712,0.0601263968882034,0,0,0
Nominal physics,varied,varied_seed_130203,13,130203,100,0.1,128,0.0582536247166955,0.0583414630538792,0.0582536247166955,0.113965394491381,0,0,0
Nominal physics,varied,varied_seed_130203,13,130203,250,0.25,128,0.131432564955887,0.131425107116878,0.131432564955887,0.255181826031277,32,0.25,0
Persistent innovation,varied,varied_seed_130203,13,130203,1,0.001,128,0.000605213155550789,0.000792024792516514,0.011559003985256,0.00145312334296122,0,0,0
Persistent innovation,varied,varied_seed_130203,13,130203,20,0.02,128,0.00198309652211174,0.00200844152835818,0.0115645242966374,0.00443410850038278,0,0,0
Persistent innovation,varied,varied_seed_130203,13,130203,50,0.05,128,0.00668511274912512,0.0067165055997121,0.0125118038399622,0.0142621064885712,0,0,0
Persistent innovation,varied,varied_seed_130203,13,130203,100,0.1,128,0.020501874715439,0.0204966333275779,0.0210551612890439,0.0433604564812343,0,0,0
Persistent innovation,varied,varied_seed_130203,13,130203,250,0.25,128,0.0989584726364228,0.0989429777012848,0.0939480959460954,0.201856359212373,6,0.046875,0
Linear hybrid,varied,varied_seed_130203,13,130203,1,0.001,128,0.000231395923277366,0.000546842252177315,0.0115675897561908,0.000568700944616418,0,0,0
Linear hybrid,varied,varied_seed_130203,13,130203,20,0.02,128,0.00146215141509518,0.00149518437351212,0.0115339905996563,0.00282240301435521,0,0,0
Linear hybrid,varied,varied_seed_130203,13,130203,50,0.05,128,0.00579160124887624,0.00584059661947079,0.0120291747978794,0.0105777237640304,0,0,0
Linear hybrid,varied,varied_seed_130203,13,130203,100,0.1,128,0.0188314156080101,0.0188324105913498,0.0193846784238977,0.0329307928988476,0,0,0
Linear hybrid,varied,varied_seed_130203,13,130203,250,0.25,128,0.0843548565778286,0.0843626159423435,0.0821295524656811,0.149608677529461,0,0,0
EDMD hybrid,varied,varied_seed_130203,13,130203,1,0.001,128,0.000231781644944043,0.00054612197430449,0.0115679804379832,0.00056747365790405,0,0,0
EDMD hybrid,varied,varied_seed_130203,13,130203,20,0.02,128,0.00147121708878837,0.00150290320624977,0.0115353794950631,0.00287385012313593,0,0,0
EDMD hybrid,varied,varied_seed_130203,13,130203,50,0.05,128,0.00583325535322502,0.00588125199521736,0.0120019942053383,0.0104982043078887,0,0,0
EDMD hybrid,varied,varied_seed_130203,13,130203,100,0.1,128,0.018981171479833,0.0189807296202227,0.0193922669616579,0.0328176271373424,0,0,0
EDMD hybrid,varied,varied_seed_130203,13,130203,250,0.25,128,0.0848552481992075,0.0848611034961084,0.0825994355262771,0.150087240349867,0,0,0
Nominal physics,varied,varied_seed_130204,14,130204,1,0.001,128,0.00829582450651495,0.00832664321245349,0.00829582450651495,0.0152474656643266,0,0,0
Nominal physics,varied,varied_seed_130204,14,130204,20,0.02,128,0.0125697776362865,0.0125703226363999,0.0125697776362865,0.0232722553393219,0,0,0
Nominal physics,varied,varied_seed_130204,14,130204,50,0.05,128,0.0263459379721228,0.0263205785365579,0.0263459379721228,0.0486732433133885,0,0,0
Nominal physics,varied,varied_seed_130204,14,130204,100,0.1,128,0.0497922611088598,0.0497832257477673,0.0497922611088598,0.0921980830920384,0,0,0
Nominal physics,varied,varied_seed_130204,14,130204,250,0.25,128,0.112567630848405,0.112578978171864,0.112567630848405,0.207892871658538,17,0.1328125,0
Persistent innovation,varied,varied_seed_130204,14,130204,1,0.001,128,0.00051244938977575,0.000719830379195822,0.00993294411361281,0.00118885466962684,0,0,0
Persistent innovation,varied,varied_seed_130204,14,130204,20,0.02,128,0.00165734750231523,0.00172786774659196,0.00992272736264663,0.0034146141671727,0,0,0
Persistent innovation,varied,varied_seed_130204,14,130204,50,0.05,128,0.00557912339241944,0.0054943932331031,0.0106386950005032,0.0113036481062991,0,0,0
Persistent innovation,varied,varied_seed_130204,14,130204,100,0.1,128,0.0172063934669606,0.0172156764900299,0.0176529032927613,0.034856303707875,0,0,0
Persistent innovation,varied,varied_seed_130204,14,130204,250,0.25,128,0.0850022816427426,0.0849329611559912,0.0806732494389177,0.166592594146973,0,0,0
Linear hybrid,varied,varied_seed_130204,14,130204,1,0.001,128,0.000262832786408174,0.000536266115866895,0.00992957342740324,0.000742836579251931,0,0,0
Linear hybrid,varied,varied_seed_130204,14,130204,20,0.02,128,0.00131440393806141,0.00141905313143178,0.00987112443473692,0.00318935214253044,0,0,0
Linear hybrid,varied,varied_seed_130204,14,130204,50,0.05,128,0.00506787198514766,0.00496940366242408,0.0108996331711269,0.0113410845294146,0,0,0
Linear hybrid,varied,varied_seed_130204,14,130204,100,0.1,128,0.0166536463100484,0.0166787713565271,0.0184909007131939,0.0364843302474466,0,0,0
Linear hybrid,varied,varied_seed_130204,14,130204,250,0.25,128,0.080648226166437,0.0805896528944177,0.0781681068263349,0.173112142901968,0,0,0
EDMD hybrid,varied,varied_seed_130204,14,130204,1,0.001,128,0.000263139576104476,0.000536994841057269,0.00992893450679441,0.000746560456213543,0,0,0
EDMD hybrid,varied,varied_seed_130204,14,130204,20,0.02,128,0.00129449979958306,0.00139992470499675,0.00986982739802792,0.00301804085347065,0,0,0
EDMD hybrid,varied,varied_seed_130204,14,130204,50,0.05,128,0.00498114292764774,0.00488232740193066,0.0109092038051056,0.0108845365826452,0,0,0
EDMD hybrid,varied,varied_seed_130204,14,130204,100,0.1,128,0.0163688432597705,0.0163934377762987,0.018412225598916,0.0356357846277181,0,0,0
EDMD hybrid,varied,varied_seed_130204,14,130204,250,0.25,128,0.0790862115201753,0.0790297628110364,0.0769017088420747,0.175566029209633,1,0.0078125,0
Nominal physics,varied,varied_seed_130205,15,130205,1,0.001,128,0.00780141810380701,0.00777385019857727,0.00780141810380701,0.0173329796435025,0,0,0
Nominal physics,varied,varied_seed_130205,15,130205,20,0.02,128,0.011854309500117,0.0118452815127839,0.011854309500117,0.0261230609451629,0,0,0
Nominal physics,varied,varied_seed_130205,15,130205,50,0.05,128,0.0249694157565975,0.0249234113681512,0.0249694157565975,0.0551175231260898,0,0,0
Nominal physics,varied,varied_seed_130205,15,130205,100,0.1,128,0.047693317560135,0.0476761880505118,0.047693317560135,0.104496518169212,0,0,0
Nominal physics,varied,varied_seed_130205,15,130205,250,0.25,128,0.113861839066447,0.113820971736287,0.113861839066447,0.233509846098955,25,0.1953125,0
Persistent innovation,varied,varied_seed_130205,15,130205,1,0.001,128,0.000460781368253518,0.000630240237663526,0.00934150893867939,0.00117468491576503,0,0,0
Persistent innovation,varied,varied_seed_130205,15,130205,20,0.02,128,0.00154799440571862,0.00158934989500008,0.0093640165316549,0.00358953167364767,0,0,0
Persistent innovation,varied,varied_seed_130205,15,130205,50,0.05,128,0.00524865054191622,0.00528633869212671,0.0101802908957162,0.0116731115677812,0,0,0
Persistent innovation,varied,varied_seed_130205,15,130205,100,0.1,128,0.0162666872039256,0.0162243037642148,0.0171352736854193,0.0348282678651118,0,0,0
Persistent innovation,varied,varied_seed_130205,15,130205,250,0.25,128,0.0803815417119959,0.0803859663168365,0.0771994551102413,0.151572340767674,0,0,0
Linear hybrid,varied,varied_seed_130205,15,130205,1,0.001,128,0.000235684669902841,0.000527507420590291,0.00934600480247454,0.000644047172473322,0,0,0
Linear hybrid,varied,varied_seed_130205,15,130205,20,0.02,128,0.00157707656283848,0.00162515148979076,0.00932611123504126,0.00393340832953096,0,0,0
Linear hybrid,varied,varied_seed_130205,15,130205,50,0.05,128,0.00628966212165156,0.00632294481133198,0.0103924165950718,0.0158148392562329,0,0,0
Linear hybrid,varied,varied_seed_130205,15,130205,100,0.1,128,0.0207804055594481,0.0207222535600544,0.0200369250503063,0.0510195910309278,0,0,0
Linear hybrid,varied,varied_seed_130205,15,130205,250,0.25,128,0.0976999846473189,0.0977104907478043,0.0937389747242875,0.217883035684111,13,0.1015625,0
EDMD hybrid,varied,varied_seed_130205,15,130205,1,0.001,128,0.000234319983638985,0.000528780952921178,0.00934658105647611,0.00063823763644491,0,0,0
EDMD hybrid,varied,varied_seed_130205,15,130205,20,0.02,128,0.00153965680940015,0.00158833213749047,0.00932689227816891,0.00373097496227903,0,0,0
EDMD hybrid,varied,varied_seed_130205,15,130205,50,0.05,128,0.00614063891773347,0.00617214121835773,0.0103507916534003,0.0147409275270845,0,0,0
EDMD hybrid,varied,varied_seed_130205,15,130205,100,0.1,128,0.0203337141123246,0.0202764455776051,0.0197117505416056,0.0476964591641222,0,0,0
EDMD hybrid,varied,varied_seed_130205,15,130205,250,0.25,128,0.0962893467677043,0.0962974899875852,0.0923786930686132,0.214838850237567,12,0.09375,0
Nominal physics,varied,varied_seed_130206,16,130206,1,0.001,128,0.00960899531758578,0.00964331351276177,0.00960899531758578,0.0181269144130898,0,0,0
Nominal physics,varied,varied_seed_130206,16,130206,20,0.02,128,0.0146115001159731,0.0145832435327609,0.0146115001159731,0.0275838155911841,0,0,0
Nominal physics,varied,varied_seed_130206,16,130206,50,0.05,128,0.0307085472580099,0.0307202012176301,0.0307085472580099,0.0581409718709225,0,0,0
Nominal physics,varied,varied_seed_130206,16,130206,100,0.1,128,0.058277203207897,0.0582341742016265,0.058277203207897,0.110025224293295,0,0,0
Nominal physics,varied,varied_seed_130206,16,130206,250,0.25,128,0.132835112303327,0.132869107313811,0.132835112303327,0.247321840514325,32,0.25,0
Persistent innovation,varied,varied_seed_130206,16,130206,1,0.001,128,0.000606969496535384,0.000784929803976194,0.0115107263763211,0.00170581547911314,0,0,0
Persistent innovation,varied,varied_seed_130206,16,130206,20,0.02,128,0.00193743364153235,0.00202192411252165,0.0115367986606583,0.00412207222038188,0,0,0
Persistent innovation,varied,varied_seed_130206,16,130206,50,0.05,128,0.00650078546987636,0.00650222865683527,0.0124596582718693,0.0132423973734238,0,0,0
Persistent innovation,varied,varied_seed_130206,16,130206,100,0.1,128,0.0199711871036618,0.0199854530123296,0.0207305277196092,0.0414037854513488,0,0,0
Persistent innovation,varied,varied_seed_130206,16,130206,250,0.25,128,0.0982527275568076,0.098225083400767,0.0934684686446455,0.203647659325326,12,0.09375,0
Linear hybrid,varied,varied_seed_130206,16,130206,1,0.001,128,0.000276214887464445,0.000548744876171829,0.0115019539478626,0.000654954088363913,0,0,0
Linear hybrid,varied,varied_seed_130206,16,130206,20,0.02,128,0.00171452607975636,0.00180827318471947,0.0114874443697141,0.00435046310099635,0,0,0
Linear hybrid,varied,varied_seed_130206,16,130206,50,0.05,128,0.00669896422729992,0.00673874632732109,0.0128594547978567,0.0164572936009402,0,0,0
Linear hybrid,varied,varied_seed_130206,16,130206,100,0.1,128,0.0217837635585364,0.0218015648200694,0.0229440063726572,0.05175361059143,0,0,0
Linear hybrid,varied,varied_seed_130206,16,130206,250,0.25,128,0.0984909750722093,0.098507948029135,0.0964037171725511,0.228572650393775,14,0.109375,0
EDMD hybrid,varied,varied_seed_130206,16,130206,1,0.001,128,0.000281996894497567,0.000550255627312336,0.0115011876707328,0.000694583720745712,0,0,0
EDMD hybrid,varied,varied_seed_130206,16,130206,20,0.02,128,0.0018030799170276,0.00189431284270149,0.0114818955651051,0.00494616206152776,0,0,0
EDMD hybrid,varied,varied_seed_130206,16,130206,50,0.05,128,0.00705224809265555,0.00708833069039405,0.0129844207165138,0.018825065559985,0,0,0
EDMD hybrid,varied,varied_seed_130206,16,130206,100,0.1,128,0.0228496229984634,0.0228706355135213,0.0237368877813475,0.0592225713843138,0,0,0
EDMD hybrid,varied,varied_seed_130206,16,130206,250,0.25,128,0.101379655906451,0.101396331716527,0.0992458329426304,0.241082131137178,15,0.1171875,0
Nominal physics,varied,varied_seed_130207,17,130207,1,0.001,128,0.006949869973024,0.00693523682265326,0.006949869973024,0.0136713935160475,0,0,0
Nominal physics,varied,varied_seed_130207,17,130207,20,0.02,128,0.010625105270071,0.0105411980985807,0.010625105270071,0.0206515392140474,0,0,0
Nominal physics,varied,varied_seed_130207,17,130207,50,0.05,128,0.0224898201327009,0.022361089404261,0.0224898201327009,0.0433886861398319,0,0,0
Nominal physics,varied,varied_seed_130207,17,130207,100,0.1,128,0.0431856411381328,0.0430966310098615,0.0431856411381328,0.0817016523390266,0,0,0
Nominal physics,varied,varied_seed_130207,17,130207,250,0.25,128,0.101695572825097,0.101554371929625,0.101695572825097,0.180159528626287,4,0.03125,0
Persistent innovation,varied,varied_seed_130207,17,130207,1,0.001,128,0.000482531540156741,0.000671824232935513,0.0083166026595086,0.00101731314660747,0,0,0
Persistent innovation,varied,varied_seed_130207,17,130207,20,0.02,128,0.00154950274081979,0.00162537185039846,0.0084199337577781,0.00300107227742194,0,0,0
Persistent innovation,varied,varied_seed_130207,17,130207,50,0.05,128,0.00522762723554116,0.00521076354693177,0.00951512215455174,0.00998663152061895,0,0,0
Persistent innovation,varied,varied_seed_130207,17,130207,100,0.1,128,0.0159337119535762,0.015887246459359,0.0167891230648996,0.0305150657754358,0,0,0
Persistent innovation,varied,varied_seed_130207,17,130207,250,0.25,128,0.0725023865929673,0.0724212346507862,0.0696989086797933,0.142889955345725,0,0,0
Linear hybrid,varied,varied_seed_130207,17,130207,1,0.001,128,0.000255799755647203,0.000571512829420191,0.00832402169666156,0.00081090827334121,0,0,0
Linear hybrid,varied,varied_seed_130207,17,130207,20,0.02,128,0.000926167617483376,0.00105787706920503,0.00838871685363202,0.00282965889433071,0,0,0
Linear hybrid,varied,varied_seed_130207,17,130207,50,0.05,128,0.0032185706432019,0.00319330943115487,0.00903130803040352,0.00813810366763193,0,0,0
Linear hybrid,varied,varied_seed_130207,17,130207,100,0.1,128,0.0102086491083721,0.0101885527094402,0.0130534125818388,0.0227883373020908,0,0,0
Linear hybrid,varied,varied_seed_130207,17,130207,250,0.25,128,0.0457074596790132,0.0456836502047225,0.0446109232176607,0.0959504741540579,0,0,0
EDMD hybrid,varied,varied_seed_130207,17,130207,1,0.001,128,0.000255432914596344,0.000571774044410651,0.00832371335366391,0.00080869335272532,0,0,0
EDMD hybrid,varied,varied_seed_130207,17,130207,20,0.02,128,0.000935999028188914,0.00106487678435742,0.00838552801900834,0.00282873266864833,0,0,0
EDMD hybrid,varied,varied_seed_130207,17,130207,50,0.05,128,0.00327993411881046,0.00324421659065201,0.00909972243892267,0.00814986019934003,0,0,0
EDMD hybrid,varied,varied_seed_130207,17,130207,100,0.1,128,0.0104218081750464,0.0103973324255551,0.013408562831673,0.0236111933990603,0,0,0
EDMD hybrid,varied,varied_seed_130207,17,130207,250,0.25,128,0.0465522435684261,0.04652056741685,0.0457056926921232,0.100294547543031,0,0,0
Nominal physics,varied,varied_seed_130208,18,130208,1,0.001,128,0.00744206012591749,0.00749374398388359,0.00744206012591749,0.0147426622896366,0,0,0
Nominal physics,varied,varied_seed_130208,18,130208,20,0.02,128,0.0112826731144155,0.0112853862986226,0.0112826731144155,0.0224085563512217,0,0,0
Nominal physics,varied,varied_seed_130208,18,130208,50,0.05,128,0.0236475368265756,0.0236367799040262,0.0236475368265756,0.0470908517707707,0,0,0
Nominal physics,varied,varied_seed_130208,18,130208,100,0.1,128,0.04472806327463,0.0447142895121395,0.04472806327463,0.0893383902127197,0,0,0
Nominal physics,varied,varied_seed_130208,18,130208,250,0.25,128,0.101835041848934,0.101819417930255,0.101835041848934,0.199063093402355,13,0.1015625,0
Persistent innovation,varied,varied_seed_130208,18,130208,1,0.001,128,0.000494152572081339,0.000696316905106318,0.00891535269186699,0.00117108061851376,0,0,0
Persistent innovation,varied,varied_seed_130208,18,130208,20,0.02,128,0.00156760979873891,0.00166023305081264,0.00890276871969212,0.00338643284259171,0,0,0
Persistent innovation,varied,varied_seed_130208,18,130208,50,0.05,128,0.00526813666599942,0.00528273048960941,0.00959679938243445,0.0110207565182488,0,0,0
Persistent innovation,varied,varied_seed_130208,18,130208,100,0.1,128,0.0162179094505392,0.016254453016137,0.0164175229292768,0.0329553557770344,0,0,0
Persistent innovation,varied,varied_seed_130208,18,130208,250,0.25,128,0.0793015875351117,0.0793190574975178,0.0753753900537104,0.161627346058459,0,0,0
Linear hybrid,varied,varied_seed_130208,18,130208,1,0.001,128,0.00025392832315228,0.000558676084037727,0.00890789261997726,0.000685803689760997,0,0,0
Linear hybrid,varied,varied_seed_130208,18,130208,20,0.02,128,0.00139108969166933,0.00147916248670574,0.00884759219076454,0.00289422756204649,0,0,0
Linear hybrid,varied,varied_seed_130208,18,130208,50,0.05,128,0.00540426121915798,0.00540120842648545,0.0100609253799396,0.0108326653307088,0,0,0
Linear hybrid,varied,varied_seed_130208,18,130208,100,0.1,128,0.0177240469614547,0.0177215150887225,0.0184996613088859,0.0347749573584527,0,0,0
Linear hybrid,varied,varied_seed_130208,18,130208,250,0.25,128,0.0831580524753491,0.0831636026695828,0.0796260239396886,0.164267375467622,0,0,0
EDMD hybrid,varied,varied_seed_130208,18,130208,1,0.001,128,0.000252842251975848,0.000556670567703531,0.00890831861409618,0.000687246582157616,0,0,0
EDMD hybrid,varied,varied_seed_130208,18,130208,20,0.02,128,0.00137958080487152,0.00146625569454282,0.00885111716326719,0.00290946784099627,0,0,0
