Context,ActiveRMSE_deg,ActivePeak_deg,PostPeak_deg,PrePeak_rad,ActiveMeasurementPeak_deg,ActiveCommandDelta_V,ReceiverPeak_V,EquivalentErrorPeak_deg,MarginExceededSamples,CommonModeExceededSamples,TerminationPole_Hz,RecoveryTime_s,RecoveryCensored,ActiveSaturatedSamples,PostSaturatedSamples,MaxMeasurementAge_samples,NominalTrajectoryChange_deg,NominalCommandChange_V,NominalReceiverChange_V,Sample
physical_only,0.134990372353769,0.291532030472821,0.190787071180581,0,1.93142846396049,0.0871988938917365,0.0778078799661175,1.67696139215731,0,0,13598864.1185169,0.0600000000000001,0,0,0,0,0.40157501055179,0.116145358057571,0.146235474880157,35
combined_phase2b,0.152803303564139,0.397993651871905,0.257878194308663,0,1.87635125254984,0.0851897987407135,0.0778078799661175,1.67696139215731,0,0,13598864.1185169,0.0670000000000002,0,0,0,17,0.342722144466147,0.111959952020454,0.146235474880157,35
physical_only,0.992183346225161,1.68225537500581,0.24178050816586,0,3.57123465341816,0.150127895618381,0.16596081342444,3.24443181142348,0,0,12503253.5972968,0.054,0,0,0,0,1.57200582824445,0.169171560200291,0.213880544886616,36
combined_phase2b,0.998870497046565,1.77759594234215,0.135804422688379,0,3.27049582378836,0.137262583671776,0.16596081342444,3.24443181142348,0,0,12503253.5972968,0.0510000000000002,0,0,0,17,1.79025898335818,0.158216476274339,0.213880544886616,36
physical_only,0.445369678450596,0.698520633568975,0.263546749543559,0,1.68015791583309,0.0753985182162218,0.136531100115193,1.58038968119184,0,0,19217086.47074,0.0290000000000001,0,0,0,0,0.808747064373061,0.0934279970563494,0.205033914775043,37
combined_phase2b,0.441480260071444,0.725239213737648,0.309887357208546,0,1.57829626270739,0.0738804448425985,0.136531100115193,1.58038968119184,0,0,19217086.47074,0.0370000000000001,0,0,0,17,0.769548643709304,0.0891087376538266,0.205033914775043,37
physical_only,0.164786541632621,0.248284035691777,0.115093140528519,0,0.622110446571578,0.0268323615938658,0.149993821642126,0.601206118694032,0,0,25900278.1385455,0.018,0,0,0,0,0.359500144404299,0.0578371890928889,0.21826686662203,38
combined_phase2b,0.154248573861391,0.246067833513868,0.0667650764448129,0,0.610292586965817,0.0264632684459683,0.149993821642126,0.601206118694032,0,0,25900278.1385455,0.00600000000000001,0,0,0,17,0.327033495445814,0.0540783577830391,0.21826686662203,38
physical_only,0.0363968698366948,0.0564350941189706,0.0203808283373638,0,0.0630207127356741,0.00268084965847197,0.0532654418028064,0.0560031147076653,0,0,13034000.0246852,2.22044604925031e-16,0,0,0,0,0.0605250021397356,0.0295091621047177,0.101892279984881,39
combined_phase2b,0.0545731964260042,0.0798244049224075,0.0248564995194981,0,0.0726148977127493,0.00316612083392233,0.0532654418028064,0.0560031147076653,0,0,13034000.0246852,2.22044604925031e-16,0,0,0,17,0.191606493012326,0.0366736076105001,0.101892279984881,39
physical_only,1.33843931874456,1.95433055485761,0.851846216035399,0,4.43305271549715,0.201019168444994,0.157411775596292,4.2871020677956,0,0,17366855.6194801,0.0750000000000002,0,0,0,0,1.84384000898738,0.21152128208663,0.204553611020915,40
combined_phase2b,1.52630906207366,2.91536778686023,0.837602127969721,0,4.56132149545182,0.19155193982305,0.157411775596292,4.2871020677956,0,0,17366855.6194801,0.0830000000000002,0,0,0,17,2.9403212133203,0.211818636376622,0.204553611020915,40
physical_only,0.739663538880634,1.1329468978264,0.423674987073903,0,1.29061133278221,0.0505530665487522,0.193661403887969,1.25317546856405,0,0,14558453.2844692,0.0450000000000002,0,0,0,0,1.02364190511055,0.0740809275537992,0.242154078556467,41
combined_phase2b,0.770377100556216,1.24567545385447,0.410739376740731,0,1.24773329328454,0.048312845588142,0.193661403887969,1.25317546856405,0,0,14558453.2844692,0.0450000000000002,0,0,0,17,1.27856281699818,0.0729020649667086,0.242154078556467,41
physical_only,0.109609263893183,0.15915910041273,0.0682587638158141,0,0.85454672376847,0.0390189457435083,0.0416554856217156,0.843716655661117,0,0,25481145.3030909,0.02,0,0,0,0,0.0489649328733958,0.0608917212245017,0.0958141106153032,42
combined_phase2b,0.137041361993528,0.340760218581153,0.0227464329451226,0,0.862864519841898,0.0408764074014413,0.0416554856217156,0.843716655661117,0,0,25481145.3030909,2.22044604925031e-16,0,0,0,17,0.447006936993067,0.0604129762091277,0.0958141106153032,42
physical_only,0.862476800812375,1.26141013814341,0.550182891527541,0,1.32442767882438,0.0546826349272649,0.189990845594408,1.21073102245187,0,0,16018709.8026763,0.0620000000000001,0,0,0,0,1.15090752417457,0.0722206690680208,0.238617683776481,43
combined_phase2b,0.891643957754628,1.36435990532513,0.543242891416923,0,1.30970602619422,0.0546115426024271,0.189990845594408,1.21073102245187,0,0,16018709.8026763,0.0610000000000002,0,0,0,17,1.43247197043514,0.0740133138507213,0.238617683776481,43
physical_only,0.383393141952999,0.566998111830436,0.242143749611102,0,6.59342696031547,0.306937974446247,0.291379422520336,6.60822292784843,138,0,7320205.27521488,0.0810000000000002,0,0,0,0,0.455918370256756,0.316822148435843,0.332188380889114,44
combined_phase2b,1.2254782848742,3.59242733938405,0.299460746990908,0,8.76627499421729,0.376148446557094,0.291379422520336,6.60822292784843,138,0,7320205.27521488,0.0860000000000001,0,0,0,17,3.57705201705198,0.352599256373954,0.332188380889114,44
