time_s,theta_ref_rad,theta_rad,position_error_rad,voltage_cmd_V
0.425,0.523598775598299,0.574945841765984,-0.0513470661676854,-0.0115295095245603
0.426,0.523598775598299,0.574825338649608,-0.0512265630513089,-0.0115499278654828
0.427,0.523598775598299,0.574704044955442,-0.0511052693571434,-0.011569463065456
0.428,0.523598775598299,0.574581980759907,-0.050983205161608,-0.0115881342419198
0.429,0.523598775598299,0.574459165799857,-0.0508603902015579,-0.0116059599448267
0.43,0.523598775598299,0.574335619476134,-0.0507368438778351,-0.011622958169741
0.431,0.523598775598299,0.574211360857262,-0.0506125852589632,-0.0116391463710229
0.432,0.523598775598299,0.57408640868327,-0.0504876330849715,-0.0116545414750636
0.433,0.523598775598299,0.573960781369638,-0.0503620057713394,-0.0116691598935566
0.434,0.523598775598299,0.573834497011348,-0.0502357214130494,-0.011683017536776
0.435,0.523598775598299,0.573707573387038,-0.050108797788739,-0.011696129826842
0.436,0.523598775598299,0.573580027963239,-0.0499812523649398,-0.0117085117109555
0.437,0.523598775598299,0.573451877898695,-0.0498531023003962,-0.0117201776745775
0.438,0.523598775598299,0.573323140048752,-0.0497243644504533,-0.0117311417545428
0.439,0.523598775598299,0.573193830969803,-0.0495950553715045,-0.0117414175520812
0.44,0.523598775598299,0.573063966923791,-0.0494651913254925,-0.0117510182457404
0.441,0.523598775598299,0.572933563882751,-0.0493347882844517,-0.0117599566041867
0.442,0.523598775598299,0.572802637533388,-0.0492038619350887,-0.0117682449988759
0.443,0.523598775598299,0.572671203281688,-0.0490724276833888,-0.0117758954165797
0.444,0.523598775598299,0.572539276257544,-0.0489405006592452,-0.0117829194717537
0.445,0.523598775598299,0.572406871319401,-0.0488080957211019,-0.0117893284187359
0.446,0.523598775598299,0.572274003058903,-0.0486752274606039,-0.0117951331637705
0.447,0.523598775598299,0.572140685805548,-0.048541910207249,-0.01180034427684
0.448,0.523598775598299,0.572006933631334,-0.0484081580330353,-0.011804972003303
0.449,0.523598775598299,0.571872760355399,-0.0482739847570998,-0.0118090262753268
0.45,0.523598775598299,0.571738179548638,-0.0481394039503389,-0.0118125167231105
0.451,0.523598775598299,0.57160320453831,-0.0480044289400117,-0.0118154526858863
0.452,0.523598775598299,0.571467848412615,-0.0478690728143164,-0.0118178432227015
0.453,0.523598775598299,0.571332124025237,-0.0477333484269385,-0.0118196971229717
0.454,0.523598775598299,0.571196043999863,-0.0475972684015643,-0.0118210229167982
0.455,0.523598775598299,0.571059620734657,-0.047460845136358,-0.0118218288850545
0.456,0.523598775598299,0.570922866406696,-0.0473240908083971,-0.0118221230692278
0.457,0.523598775598299,0.570785792976363,-0.0471870173780639,-0.0118219132810223
0.458,0.523598775598299,0.570648412191688,-0.047049636593389,-0.0118212071117193
0.459,0.523598775598299,0.570510735592644,-0.0469119599943447,-0.0118200119412875
0.46,0.523598775598299,0.570372774515383,-0.0467739989170841,-0.0118183349472508
0.461,0.523598775598299,0.570234540096425,-0.0466357644981267,-0.0118161831133078
0.462,0.523598775598299,0.570096043276783,-0.0464972676784838,-0.0118135632377046
0.463,0.523598775598299,0.569957294806024,-0.0463585192077256,-0.0118104819413606
0.464,0.523598775598299,0.569818305246284,-0.0462195296479855,-0.0118069456757478
0.465,0.523598775598299,0.569679084976201,-0.0460803093779018,-0.0118029607305255
0.466,0.523598775598299,0.569539644194792,-0.0459408685964932,-0.0117985332409319
0.467,0.523598775598299,0.569399992925268,-0.0458012173269695,-0.0117936691949335
0.468,0.523598775598299,0.569260141018773,-0.0456613654204738,-0.0117883744401325
0.469,0.523598775598299,0.569120098158055,-0.0455213225597564,-0.0117826546904415
0.47,0.523598775598299,0.568979873861079,-0.04538109826278,-0.0117765155325185
0.471,0.523598775598299,0.568839477484553,-0.0452407018862546,-0.0117699624319721
0.472,0.523598775598299,0.5686989182274,-0.0451001426291016,-0.0117630007393375
0.473,0.523598775598299,0.568558205134147,-0.0449594295358478,-0.011755635695826
0.474,0.523598775598299,0.568417347098246,-0.0448185714999474,-0.0117478724388539
0.475,0.523598775598299,0.568276352865332,-0.0446775772670333,-0.0117397160073492
0.476,0.523598775598299,0.568135231036395,-0.044536455438096,-0.011731171346849
0.477,0.523598775598299,0.567993990070892,-0.0443952144725929,-0.0117222433143803
0.478,0.523598775598299,0.567852638289783,-0.0442538626914838,-0.0117129366831382
0.479,0.523598775598299,0.567711183878497,-0.0441124082801984,-0.0117032561469591
0.48,0.523598775598299,0.56756963488983,-0.0439708592915311,-0.0116932063245968
0.481,0.523598775598299,0.567427999246765,-0.0438292236484659,-0.0116827917638041
0.482,0.523598775598299,0.567286284745231,-0.0436875091469325,-0.0116720169452259
0.483,0.523598775598299,0.567144499056792,-0.0435457234584933,-0.0116608862861073
0.484,0.523598775598299,0.567002649731259,-0.04340387413296,-0.0116494041438203
0.485,0.523598775598299,0.566860744199244,-0.0432619686009457,-0.0116375748192164
0.486,0.523598775598299,0.566718789774646,-0.0431200141763471,-0.0116254025598085
0.487,0.523598775598299,0.566576793657062,-0.0429780180587631,-0.0116128915627843
0.488,0.523598775598299,0.566434762934145,-0.0428359873358461,-0.0116000459778625
0.489,0.523598775598299,0.566292704583889,-0.0426939289855905,-0.0115868699099882
0.49,0.523598775598299,0.566150625476857,-0.0425518498785578,-0.0115733674218786
0.491,0.523598775598299,0.566008532378337,-0.0424097567800383,-0.0115595425364222
0.492,0.523598775598299,0.565866431950452,-0.0422676563521535,-0.011545399238933
0.493,0.523598775598299,0.565724330754196,-0.042125555155897,-0.0115309414792707
0.494,0.523598775598299,0.565582235251416,-0.0419834596531172,-0.0115161731738226
0.495,0.523598775598299,0.56544015180674,-0.0418413762084415,-0.0115010982073636
0.496,0.523598775598299,0.565298086689444,-0.0416993110911449,-0.0114857204347868
0.497,0.523598775598299,0.565156046075261,-0.0415572704769627,-0.0114700436827176
0.498,0.523598775598299,0.565014036048147,-0.0414152604498481,-0.0114540717510126
0.499,0.523598775598299,0.564872062601978,-0.0412732870036787,-0.0114378084141483
0.5,0.523598775598299,0.564730131642208,-0.0411313560439093,-0.0114212574225022
0.501,0.523598775598299,0.564588248987475,-0.0409894733891759,-0.0114044225035351
0.502,0.523598775598299,0.564446420371148,-0.040847644772849,-0.0113873073628737
0.503,0.523598775598299,0.564304651442838,-0.0407058758445397,-0.0113699156853007
0.504,0.523598775598299,0.564162947769858,-0.0405641721715589,-0.0113522511356557
0.505,0.523598775598299,0.56402131483863,-0.0404225392403313,-0.0113343173596502
0.506,0.523598775598299,0.563879758056063,-0.040280982457764,-0.0113161179846045
0.507,0.523598775598299,0.563738282750872,-0.0401395071525734,-0.011297656620102
0.508,0.523598775598299,0.563596894174868,-0.0399981185765695,-0.0112789368585749
0.509,0.523598775598299,0.5634555975042,-0.039856821905901,-0.011259962275817
0.51,0.523598775598299,0.563314397840557,-0.0397156222422581,-0.0112407364314305
0.511,0.523598775598299,0.56317330021234,-0.0395745246140411,-0.0112212628692126
0.512,0.523598775598299,0.563032309575788,-0.0394335339774889,-0.0112015451174788
0.513,0.523598775598299,0.562891430816073,-0.0392926552177737,-0.0111815866893315
0.514,0.523598775598299,0.562750668748359,-0.03915189315006,-0.0111613910828788
0.515,0.523598775598299,0.56261002811883,-0.0390112525205307,-0.0111409617813988
0.516,0.523598775598299,0.56246951360568,-0.0388707380073813,-0.0111203022534604
0.517,0.523598775598299,0.562329129820081,-0.0387303542217822,-0.0110994159529992
0.518,0.523598775598299,0.56218888130711,-0.0385901057088115,-0.011078306319353
0.519,0.523598775598299,0.562048772546657,-0.0384499969483583,-0.0110569767772598
0.52,0.523598775598299,0.561908807954298,-0.0383100323559989,-0.0110354307368173
0.521,0.523598775598299,0.561768991882145,-0.0381702162838463,-0.0110136715934153
0.522,0.523598775598299,0.56162932861967,-0.0380305530213714,-0.0109917027276321
0.523,0.523598775598299,0.561489822394502,-0.0378910467962035,-0.0109695275051068
0.524,0.523598775598299,0.561350477373202,-0.0377517017749031,-0.0109471492763825
0.525,0.523598775598299,0.561211297662013,-0.0376125220637143,-0.0109245713767313
0.526,0.523598775598299,0.561072287307593,-0.0374735117092944,-0.0109017971259529
0.527,0.523598775598299,0.56093345029772,-0.0373346746994216,-0.0108788298281571
0.528,0.523598775598299,0.560794790561983,-0.0371960149636845,-0.0108556727715273
0.529,0.523598775598299,0.560656311972449,-0.0370575363741501,-0.0108323292280713
0.53,0.523598775598299,0.560518018344314,-0.0369192427460151,-0.0108088024533553
0.531,0.523598775598299,0.560379913436537,-0.0367811378382384,-0.0107850956862297
0.532,0.523598775598299,0.560242000952456,-0.0366432253541575,-0.0107612121485404
0.533,0.523598775598299,0.560104284540387,-0.0365055089420886,-0.0107371550448371
0.534,0.523598775598299,0.559966767794209,-0.0363679921959105,-0.0107129275620688
0.535,0.523598775598299,0.559829454253934,-0.0362306786556357,-0.0106885328692793
0.536,0.523598775598299,0.559692347406265,-0.0360935718079659,-0.0106639741172923
0.537,0.523598775598299,0.559555450685134,-0.0359566750868348,-0.0106392544384001
0.538,0.523598775598299,0.559418767472238,-0.0358199918739387,-0.0106143769460455
0.539,0.523598775598299,0.559282301097554,-0.0356835254992549,-0.0105893447345048
0.54,0.523598775598299,0.559146054839847,-0.0355472792415485,-0.0105641608785719
0.541,0.523598775598299,0.559010031927168,-0.0354112563288689,-0.0105388284332436
0.542,0.523598775598299,0.558874235537334,-0.0352754599390348,-0.010513350433405
0.543,0.523598775598299,0.558738668798411,-0.0351398932001123,-0.0104877298935221
0.544,0.523598775598299,0.55860333478918,-0.0350045591908807,-0.0104619698073364
0.545,0.523598775598299,0.558468236539591,-0.0348694609412921,-0.0104360731475633
0.546,0.523598775598299,0.55833337703122,-0.0347346014329208,-0.0104100428655987
0.547,0.523598775598299,0.558198759197706,-0.0345999835994073,-0.0103838818912297
0.548,0.523598775598299,0.558064385925191,-0.0344656103268927,-0.0103575931323533
0.549,0.523598775598299,0.557930260052747,-0.0343314844544481,-0.0103311794747024
0.55,0.523598775598299,0.557796384372795,-0.0341976087744966,-0.0103046437815796
0.551,0.523598775598299,0.557662761631528,-0.0340639860332295,-0.0102779888936003
0.552,0.523598775598299,0.557529394529316,-0.0339306189310168,-0.0102512176284427
0.553,0.523598775598299,0.557396285721111,-0.0337975101228123,-0.0102243327806094
0.554,0.523598775598299,0.557263437816853,-0.0336646622185545,-0.0101973371211964
0.555,0.523598775598299,0.55713085338186,-0.0335320777835609,-0.0101702333976748
0.556,0.523598775598299,0.556998534937219,-0.03339975933892,-0.0101430243336801
0.557,0.523598775598299,0.556866484960177,-0.0332677093618781,-0.0101157126288126
0.558,0.523598775598299,0.556734705884521,-0.0331359302862222,-0.010088300958449
0.559,0.523598775598299,0.556603200100959,-0.0330044245026599,-0.0100607919735659
0.56,0.523598775598299,0.556471969957494,-0.0328731943591954,-0.0100331883005705
0.561,0.523598775598299,0.556341017759802,-0.0327422421615029,-0.0100054925411464
0.562,0.523598775598299,0.556210345771595,-0.0326115701732962,-0.00997770727210776
0.563,0.523598775598299,0.556079956214995,-0.0324811806166966,-0.00994983504526656
0.564,0.523598775598299,0.555949851270896,-0.0323510756725973,-0.00992187838730949
0.565,0.523598775598299,0.555820033079326,-0.032221257481027,-0.00989383979968647
0.566,0.523598775598299,0.555690503739807,-0.0320917281415084,-0.00986572175851194
0.567,0.523598775598299,0.555561265311717,-0.0319624897134182,-0.00983752671447377
0.568,0.523598775598299,0.555432319814641,-0.0318335442163423,-0.0098092570927569
0.569,0.523598775598299,0.55530366922873,-0.0317048936304307,-0.00978091529297562
0.57,0.523598775598299,0.555175315495049,-0.0315765398967499,-0.00975250368911737
0.571,0.523598775598299,0.555047260515934,-0.0314484849176352,-0.00972402462949793
0.572,0.523598775598299,0.554919506155338,-0.031320730557039,-0.00969548043672672
0.573,0.523598775598299,0.554792054239179,-0.03119327864088,-0.00966687340768111
0.574,0.523598775598299,0.554664906555689,-0.0310661309573901,-0.00963820581349437
0.575,0.523598775598299,0.554538064855759,-0.03093928925746,-0.00960947989955127
0.576,0.523598775598299,0.554411530853283,-0.0308127552549839,-0.00958069788549318
0.577,0.523598775598299,0.554285306225502,-0.0306865306272033,-0.00955186196523514
0.578,0.523598775598299,0.554159392613347,-0.0305606170150482,-0.00952297430699054
0.579,0.523598775598299,0.554033791621779,-0.0304350160234801,-0.00949403705330684
0.58,0.523598775598299,0.55390850482013,-0.0303097292218311,-0.00946505232110892
0.581,0.523598775598299,0.553783533742443,-0.0301847581441438,-0.00943602220175186
0.582,0.523598775598299,0.553658879887808,-0.0300601042895097,-0.00940694876108292
0.583,0.523598775598299,0.553534544720705,-0.0299357691224066,-0.00937783403951062
0.584,0.523598775598299,0.553410529671334,-0.0298117540730354,-0.00934868005208375
0.585,0.523598775598299,0.553286836135954,-0.0296880605376553,-0.00931948878857822
0.586,0.523598775598299,0.553163465477218,-0.0295646898789192,-0.00929026221358873
0.587,0.523598775598299,0.553040419024506,-0.0294416434262076,-0.00926100226663115
0.588,0.523598775598299,0.55291769807426,-0.0293189224759608,-0.00923171086225225
0.589,0.523598775598299,0.552795303890311,-0.0291965282920121,-0.00920238989014263
0.59,0.523598775598299,0.552673237704217,-0.0290744621059185,-0.00917304121526028
0.591,0.523598775598299,0.552551500715589,-0.0289527251172904,-0.00914366667795905
0.592,0.523598775598299,0.552430094092421,-0.028831318494122,-0.00911426809412328
0.593,0.523598775598299,0.552309018971417,-0.0287102433731186,-0.00908484725530742
0.594,0.523598775598299,0.552188276458324,-0.0285895008600251,-0.00905540592888396
0.595,0.523598775598299,0.55206786762825,-0.0284690920299511,-0.00902594585819391
0.596,0.523598775598299,0.551947793525996,-0.0283490179276974,-0.00899646876270341
0.597,0.523598775598299,0.551828055166378,-0.0282292795680793,-0.00896697633816643
0.598,0.523598775598299,0.551708653534549,-0.0281098779362504,-0.00893747025679045
0.599,0.523598775598299,0.551589589586323,-0.0279908139880246,-0.00890795216740767
0.6,0.523598775598299,0.551470864248495,-0.0278720886501966,-0.00887842369564837
0.601,0.523598775598299,0.551352478419161,-0.0277537028208621,-0.00884888644412305
0.602,0.523598775598299,0.551234432968035,-0.0276356573697362,-0.00881934199260179
0.603,0.523598775598299,0.551116728736769,-0.0275179531384704,-0.0087897918982017
0.604,0.523598775598299,0.550999366539268,-0.0274005909409689,-0.00876023769557585
0.605,0.523598775598299,0.550882347162002,-0.0272835715637032,-0.00873068089710713
0.606,0.523598775598299,0.550765671364324,-0.0271668957660253,-0.00870112299310075
0.607,0.523598775598299,0.550649339878778,-0.0270505642804795,-0.00867156545198275
0.608,0.523598775598299,0.550533353411412,-0.0269345778131133,-0.00864200972050208
0.609,0.523598775598299,0.550417712642085,-0.0268189370437859,-0.00861245722392976
0.61,0.523598775598299,0.550302418224775,-0.026703642626476,-0.00858290936626535
0.611,0.523598775598299,0.550187470787887,-0.0265886951895882,-0.00855336753044242
0.612,0.523598775598299,0.550072870934555,-0.0264740953362564,-0.00852383307853452
0.613,0.523598775598299,0.549958619242946,-0.0263598436446476,-0.00849430735196663
0.614,0.523598775598299,0.549844716266562,-0.0262459406682627,-0.0084647916717234
0.615,0.523598775598299,0.549731162534534,-0.0261323869362354,-0.00843528733856233
0.616,0.523598775598299,0.54961795855193,-0.0260191829536315,-0.00840579563322316
0.617,0.523598775598299,0.549505104800042,-0.0259063292017429,-0.00837631781664369
0.618,0.523598775598299,0.549392601736683,-0.0257938261383838,-0.0083468551301705
0.619,0.523598775598299,0.549280449796481,-0.025681674198182,-0.00831740879577478
0.62,0.523598775598299,0.549168649391169,-0.02556987379287,-0.00828798001626616
0.621,0.523598775598299,0.549057200909872,-0.0254584253115735,-0.00825856997550476
0.622,0.523598775598299,0.548946104719397,-0.0253473291210983,-0.00822917983861812
0.623,0.523598775598299,0.548835361164514,-0.0252365855662157,-0.00819981075221374
0.624,0.523598775598299,0.548724970568243,-0.0251261949699446,-0.0081704638445935
0.625,0.523598775598299,0.548614933232133,-0.0250161576338337,-0.00814114022596532
0.626,0.523598775598299,0.548505249436538,-0.0249064738382394,-0.00811184098865833
0.627,0.523598775598299,0.548395919440902,-0.0247971438426036,-0.00808256720733333
0.628,0.523598775598299,0.548286943484027,-0.0246881678857279,-0.00805331993919509
0.629,0.523598775598299,0.548178321784346,-0.0245795461860474,-0.00802410022420216
0.63,0.523598775598299,0.5480700545402,-0.0244712789419007,-0.00799490908527831
0.631,0.523598775598299,0.547962141930098,-0.0243633663317991,-0.0079657475285185
0.632,0.523598775598299,0.547854584112991,-0.0242558085146927,-0.00793661654339859
0.633,0.523598775598299,0.547747381228534,-0.0241486056302349,-0.00790751710298018
0.634,0.523598775598299,0.547640533397344,-0.0240417577990453,-0.00787845016411701
0.635,0.523598775598299,0.547534040721268,-0.0239352651229688,-0.00784941666765801
0.636,0.523598775598299,0.547427903283633,-0.0238291276853342,-0.00782041753864968
0.637,0.523598775598299,0.547322121149508,-0.0237233455512096,-0.00779145368653542
0.638,0.523598775598299,0.547216694365954,-0.0236179187676553,-0.00776252600535829
0.639,0.523598775598299,0.547111622962275,-0.0235128473639764,-0.0077336353739553
0.64,0.523598775598299,0.547006906950269,-0.0234081313519706,-0.00770478265615435
0.641,0.523598775598299,0.546902546324474,-0.0233037707261752,-0.00767596870096962
0.642,0.523598775598299,0.546798541062411,-0.0231997654641118,-0.00764719434279324
0.643,0.523598775598299,0.546694891124827,-0.0230961155265287,-0.00761846040158529
0.644,0.523598775598299,0.546591596455939,-0.0229928208576405,-0.00758976768306438
0.645,0.523598775598299,0.546488656983665,-0.0228898813853657,-0.00756111697889348
0.646,0.523598775598299,0.546386072619861,-0.0227872970215627,-0.00753250906686506
0.647,0.523598775598299,0.546283843260561,-0.0226850676622626,-0.00750394471108526
0.648,0.523598775598299,0.546181968786199,-0.0225831931879003,-0.00747542466215387
0.649,0.523598775598299,0.546080449061841,-0.0224816734635425,-0.00744694965734469
0.65,0.523598775598299,0.545979283937413,-0.0223805083391146,-0.00741852042078181
0.651,0.523598775598299,0.545878473247924,-0.022279697649625,-0.00739013766361571
0.652,0.523598775598299,0.545778016813685,-0.0221792412153862,-0.00736180208419532
0.653,0.523598775598299,0.545677914440534,-0.0220791388422348,-0.00733351436824145
0.654,0.523598775598299,0.545578165920047,-0.0219793903217484,-0.00730527518901311
0.655,0.523598775598299,0.54547877102976,-0.021879995431461,-0.00727708520747603
0.656,0.523598775598299,0.545379729533374,-0.0217809539350756,-0.00724894507246785
0.657,0.523598775598299,0.545281041180973,-0.0216822655826745,-0.0072208554208609
0.658,0.523598775598299,0.545182705709226,-0.0215839301109276,-0.00719281687772164
0.659,0.523598775598299,0.545084722841597,-0.0214859472432986,-0.00716483005647092
0.66,0.523598775598299,0.544987092288547,-0.0213883166902487,-0.00713689555904171
0.661,0.523598775598299,0.544889813747737,-0.0212910381494379,-0.00710901397602934
0.662,0.523598775598299,0.544792886904224,-0.0211941113059252,-0.00708118588684945
0.663,0.523598775598299,0.544696311430663,-0.0210975358323645,-0.0070534118598847
0.664,0.523598775598299,0.5446000869875,-0.0210013113892009,-0.00702569245263538
0.665,0.523598775598299,0.544504213223161,-0.0209054376248624,-0.00699802821186432
0.666,0.523598775598299,0.54440868977425,-0.0208099141759511,-0.00697041967374176
0.667,0.523598775598299,0.544313516265731,-0.020714740667432,-0.00694286736398872
0.668,0.523598775598299,0.544218692311117,-0.0206199167128185,-0.0069153717980158
0.669,0.523598775598299,0.544124217512656,-0.0205254419143571,-0.00688793348106284
0.67,0.523598775598299,0.544030091461509,-0.0204313158632102,-0.00686055290833507
0.671,0.523598775598299,0.543936313737934,-0.0203375381396349,-0.00683323056513694
0.672,0.523598775598299,0.54384288391146,-0.0202441083131615,-0.00680596692700605
0.673,0.523598775598299,0.543749801541068,-0.0201510259427694,-0.00677876245984219
0.674,0.523598775598299,0.54365706617536,-0.0200582905770614,-0.00675161762003715
0.675,0.523598775598299,0.543564677352733,-0.0199659017544346,-0.00672453285460181
0.676,0.523598775598299,0.543472634601549,-0.0198738590032504,-0.00669750860129068
0.677,0.523598775598299,0.543380937440302,-0.0197821618420028,-0.00667054528872599
0.678,0.523598775598299,0.543289585377783,-0.0196908097794839,-0.00664364333651699
0.679,0.523598775598299,0.543198577913246,-0.0195998023149474,-0.00661680315538224
0.68,0.523598775598299,0.54310791453657,-0.0195091389382709,-0.00659002514726712
0.681,0.523598775598299,0.543017594728414,-0.0194188191301157,-0.00656330970545813
0.682,0.523598775598299,0.542927617960383,-0.0193288423620847,-0.00653665721469907
0.683,0.523598775598299,0.542837983695177,-0.0192392080968783,-0.00651006805130358
0.684,0.523598775598299,0.542748691386748,-0.0191499157884495,-0.00648354258326597
0.685,0.523598775598299,0.542659740480454,-0.0190609648821551,-0.00645708117037067
0.686,0.523598775598299,0.542571130413206,-0.0189723548149071,-0.00643068416430079
0.687,0.523598775598299,0.54248286061362,-0.018884085015321,-0.00640435190874386
0.688,0.523598775598299,0.542394930502161,-0.0187961549038625,-0.00637808473949661
0.689,0.523598775598299,0.542307339491292,-0.0187085638929932,-0.00635188298456865
0.69,0.523598775598299,0.542220086985612,-0.0186213113873132,-0.00632574696428354
0.691,0.523598775598299,0.542133172382002,-0.0185343967837031,-0.00629967699137976
0.692,0.523598775598299,0.542046595069762,-0.0184478194714637,-0.00627367337110893
0.693,0.523598775598299,0.541960354430753,-0.018361578832454,-0.00624773640133389
0.694,0.523598775598299,0.541874449839527,-0.0182756742412278,-0.00622186637262332
0.695,0.523598775598299,0.541788880663467,-0.0181901050651682,-0.00619606356834787
0.696,0.523598775598299,0.541703646262919,-0.0181048706646204,-0.00617032826477324
0.697,0.523598775598299,0.541618745991323,-0.0180199703930241,-0.00614466073115003
0.698,0.523598775598299,0.541534179195341,-0.0179354035970418,-0.0061190612298073
0.699,0.523598775598299,0.541449945214987,-0.0178511696166884,-0.00609353001623911
0.7,0.523598775598299,0.541366043383756,-0.0177672677854568,-0.00606806733919516
0.701,0.523598775598299,0.541282473028742,-0.0176836974304431,-0.00604267344076556
0.702,0.523598775598299,0.541199233470769,-0.0176004578724703,-0.00601734855646683
0.703,0.523598775598299,0.541116324024509,-0.0175175484262101,-0.00599209291532707
0.704,0.523598775598299,0.541033743998602,-0.0174349684003031,-0.00596690673996889
0.705,0.523598775598299,0.540951492695777,-0.0173527170974778,-0.00594179024669059
0.706,0.523598775598299,0.540869569412967,-0.0172707938146681,-0.00591674364554859
0.707,0.523598775598299,0.540787973441428,-0.0171891978431288,-0.00589176714043624
0.708,0.523598775598299,0.54070670406685,-0.0171079284685509,-0.00586686092916286
0.709,0.523598775598299,0.540625760569472,-0.0170269849711736,-0.00584202520353192
0.71,0.523598775598299,0.540545142224196,-0.0169463666258971,-0.00581726014941739
0.711,0.523598775598299,0.54046484830069,-0.0168660727023915,-0.00579256594683861
0.712,0.523598775598299,0.540384878063505,-0.0167861024652066,-0.00576794277003576
0.713,0.523598775598299,0.540305230772178,-0.0167064551738793,-0.00574339078754446
0.714,0.523598775598299,0.540225905681338,-0.0166271300830394,-0.00571891016226708
0.715,0.523598775598299,0.540146902040813,-0.0165481264425146,-0.00569450105154443
0.716,0.523598775598299,0.540068219095733,-0.0164694434974338,-0.00567016360722814
0.717,0.523598775598299,0.539989856086628,-0.0163910804883296,-0.0056458979757493
0.718,0.523598775598299,0.539911812249538,-0.0163130366512387,-0.00562170429818751
0.719,0.523598775598299,0.539834086816101,-0.0162353112178024,-0.00559758271034036
0.72,0.523598775598299,0.539756679013663,-0.0161579034153638,-0.00557353334278896
0.721,0.523598775598299,0.539679588065365,-0.0160808124670661,-0.00554955632096674
0.722,0.523598775598299,0.539602813190246,-0.0160040375919474,-0.00552565176522255
0.723,0.523598775598299,0.539526353603335,-0.0159275780050365,-0.0055018197908879
0.724,0.523598775598299,0.539450208515745,-0.0158514329174457,-0.00547806050834007
0.725,0.523598775598299,0.539374377134762,-0.0157756015364632,-0.00545437402306534
0.726,0.523598775598299,0.539298858663943,-0.0157000830656444,-0.00543076043572119
0.727,0.523598775598299,0.539223652303201,-0.0156248767049023,-0.00540721984219936
0.728,0.523598775598299,0.539148757248894,-0.0155499816505956,-0.00538375233368602
0.729,0.523598775598299,0.539074172693916,-0.0154753970956172,-0.00536035799672305
0.73,0.523598775598299,0.538999897827779,-0.01540112222948,-0.00533703691326668
0.731,0.523598775598299,0.538925931836702,-0.0153271562384036,-0.00531378916074696
0.732,0.523598775598299,0.538852273903697,-0.0152534983053979,-0.00529061481212642
0.733,0.523598775598299,0.538778923208646,-0.0151801476103468,-0.0052675139359569
0.734,0.523598775598299,0.538705878928389,-0.0151071033300905,-0.00524448659643814
0.735,0.523598775598299,0.538633140236806,-0.0150343646385068,-0.00522153285347268
0.736,0.523598775598299,0.538560706304891,-0.0149619307065918,-0.00519865276272133
0.737,0.523598775598299,0.538488576300837,-0.0148898007025385,-0.00517584637566091
0.738,0.523598775598299,0.538416749390114,-0.0148179737918155,-0.00515311373963531
0.739,0.523598775598299,0.538345224735543,-0.0147464491372441,-0.00513045489791173
0.74,0.523598775598299,0.538274001497373,-0.0146752258990747,-0.00510786988973297
0.741,0.523598775598299,0.538203078833361,-0.0146043032350619,-0.0050853587503715
0.742,0.523598775598299,0.538132455898838,-0.0145336803005395,-0.00506292151117957
0.743,0.523598775598299,0.538062131846792,-0.0144633562484928,-0.00504055819964208
0.744,0.523598775598299,0.537992105827931,-0.0143933302296324,-0.00501826883942877
0.745,0.523598775598299,0.537922376990764,-0.0143236013924648,-0.00499605345044238
0.746,0.523598775598299,0.537852944481662,-0.0142541688833633,-0.00497391204887019
0.747,0.523598775598299,0.537783807444937,-0.0141850318466379,-0.0049518446472335
0.748,0.523598775598299,0.537714965022903,-0.0141161894246041,-0.00492985125443521
0.749,0.523598775598299,0.53764641635595,-0.0140476407576511,-0.00490793187581082
0.75,0.523598775598299,0.537578160582607,-0.0139793849843081,-0.00488608651317377
0.751,0.523598775598299,0.53751019683961,-0.0139114212413115,-0.00486431516486427
0.752,0.523598775598299,0.537442524261969,-0.0138437486636699,-0.00484261782579618
0.753,0.523598775598299,0.537375141983027,-0.0137763663847287,-0.00482099448750337
0.754,0.523598775598299,0.537308049134532,-0.0137092735362336,-0.00479944513818484
0.755,0.523598775598299,0.537241244846693,-0.013642469248394,-0.00477796976275244
0.756,0.523598775598299,0.537174728248243,-0.0135759526499446,-0.00475656834287283
0.757,0.523598775598299,0.537108498466506,-0.0135097228682068,-0.00473524085701546
0.758,0.523598775598299,0.537042554627449,-0.0134437790291499,-0.0047139872804943
0.759,0.523598775598299,0.536976895855748,-0.0133781202574497,-0.00469280758551247
0.76,0.523598775598299,0.536911521274847,-0.0133127456765482,-0.00467170174120554
0.761,0.523598775598299,0.53684643000701,-0.0132476544087113,-0.00465066971368464
0.762,0.523598775598299,0.536781621173386,-0.0131828455750871,-0.00462971146607747
0.763,0.523598775598299,0.53671709389406,-0.0131183182957615,-0.0046088269585721
0.764,0.523598775598299,0.536652847288113,-0.0130540716898145,-0.00458801614845825
0.765,0.523598775598299,0.536588880473675,-0.0129901048753762,-0.00456727899016638
0.766,0.523598775598299,0.536525192567979,-0.0129264169696799,-0.0045466154353114
0.767,0.523598775598299,0.536461782687416,-0.012863007089117,-0.00452602543273093
0.768,0.523598775598299,0.536398649947588,-0.0127998743492896,-0.00450550892852628
0.769,0.523598775598299,0.536335793463361,-0.0127370178650626,-0.00448506586610095
0.77,0.523598775598299,0.536273212348915,-0.012674436750616,-0.00446469618620169
0.771,0.523598775598299,0.536210905717794,-0.0126121301194954,-0.00444439982695486
0.772,0.523598775598299,0.536148872682961,-0.0125500970846623,-0.00442417672390624
0.773,0.523598775598299,0.536087112356843,-0.0124883367585444,-0.00440402681005922
0.774,0.523598775598299,0.536025623851383,-0.0124268482530838,-0.00438395001591138
