modelName,regime,eventGroup,runName,runIndex,seed,horizonSamples,horizonSeconds,forecastCount,nonfiniteForecastCount,learnedCandidateNonfiniteCount,unknownReversalForecastCount,startupTargetCount,truthBias,truthStd,truthRMSE,truthP95AbsoluteError,truthMaxAbsoluteError,measurementBias,measurementStd,measurementRMSE,measurementP95AbsoluteError,measurementMaxAbsoluteError,posteriorTruthRMSE
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230403,33,230403,20,0.02,66,0,0,0,0,-0.00994826728433938,0.0320116790935546,0.0335218677932686,0.0843381563188398,0.0914512225941672,-0.00997783970054607,0.0320115698514487,0.0335305515827577,0.084394471737369,0.0913579184424444,0.042419408992142
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230404,34,230404,20,0.02,73,0,0,0,0,0.00463452856802219,0.0175634201925725,0.0181645969927405,0.0710445092391792,0.0754848456366991,0.00465773239508653,0.0175352711291827,0.0181433239688373,0.0712871270687441,0.0747585260803686,0.0354504883724019
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230405,35,230405,20,0.02,69,0,0,0,0,0.00982474548353223,0.027641944616676,0.0293360311904588,0.0804459444301762,0.0860766947905737,0.00982516896961814,0.0276173046077115,0.0293129571875079,0.0799483674344661,0.0859364189990713,0.0398238995943756
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230406,36,230406,20,0.02,83,0,0,0,0,0.0125177104196408,0.048411431276568,0.050003597394546,0.113402915347647,0.122989654929007,0.0125579266693566,0.0483689510373827,0.0499725619384244,0.11408541790653,0.122863796678261,0.0566157881871154
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230407,37,230407,20,0.02,67,0,0,0,0,0.00483026090171911,0.0651687651863384,0.0653475276983819,0.125440049052952,0.143706962049187,0.00483831410384487,0.0652922163661886,0.065471236443011,0.126070937748811,0.14364550494795,0.0694870724019264
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230408,38,230408,20,0.02,67,0,0,0,0,0.00347504321250157,0.0276055450513599,0.0278234081828846,0.0753234820332521,0.0784026749572341,0.00348269356382763,0.0276672037019012,0.0278855395347126,0.0753559892717923,0.0791887690324608,0.0400832835377819
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230409,39,230409,20,0.02,81,0,0,0,0,-0.0197577062489499,0.0879868179795946,0.0901778636606241,0.144639828651584,0.150617631747282,-0.0197423753591341,0.0879733939724322,0.0901614076634217,0.144828013287651,0.149906755248873,0.0920856930049401
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230410,40,230410,20,0.02,76,0,0,0,0,0.000707534289416585,0.00909240361269067,0.00911989080125253,0.0107113600362429,0.0725079639010765,0.000691391173552672,0.00905177937069956,0.0090781458200829,0.0100807534380007,0.0719130017141094,0.0256021841615458
Weighted EDMD hybrid,stress,all,stress_seed_230401,31,230401,50,0.05,128,0,0,0,0,-0.00275943538603764,0.0350672459844018,0.0351756481756948,0.0764170312130524,0.11095085167573,-0.00276256377635569,0.0350855070762951,0.0351940984458927,0.0760637262502161,0.111494881311089,0.0392041555687067
Weighted EDMD hybrid,stress,all,stress_seed_230402,32,230402,50,0.05,128,0,0,0,0,0.00119946454313483,0.123077409839646,0.123083254458218,0.226081585325079,0.25060730186249,0.00131682477638573,0.123027970839698,0.123035017927521,0.225658756210251,0.250905275373521,0.123562939590163
Weighted EDMD hybrid,stress,all,stress_seed_230403,33,230403,50,0.05,128,0,0,0,0,-0.00977372192027625,0.0766432019824415,0.077263872866277,0.174510695720855,0.19965606195042,-0.00973931820566722,0.0766614744844128,0.0772776551742838,0.174205288755248,0.19915073797625,0.0792364027864873
Weighted EDMD hybrid,stress,all,stress_seed_230404,34,230404,50,0.05,128,0,0,0,0,0.0103487804079,0.0495975706062596,0.0506657306862719,0.137097753804754,0.159309442239288,0.0103112370350523,0.0495974587235272,0.050657966017449,0.136287121388739,0.159145013235288,0.0559949431900785
Weighted EDMD hybrid,stress,all,stress_seed_230405,35,230405,50,0.05,128,0,0,0,0,0.0219990244407703,0.0669239889384602,0.0704469827017506,0.164736176779631,0.178666906717189,0.0219267657686221,0.0669333772185565,0.0704333730766431,0.164914765667024,0.179350097660244,0.0734978529421147
Weighted EDMD hybrid,stress,all,stress_seed_230406,36,230406,50,0.05,128,0,0,0,0,0.0191733294280095,0.108345032863781,0.110028463170257,0.237032486355436,0.252284876898119,0.0192736991104886,0.108344423270022,0.1100453975917,0.236901354026611,0.251959154375777,0.112348922019574
Weighted EDMD hybrid,stress,all,stress_seed_230407,37,230407,50,0.05,128,0,0,0,0,0.0015631519689664,0.12526626075955,0.125276013381484,0.235425784479425,0.284044369341149,0.00157382622437678,0.125259900858081,0.12526978762639,0.235986986619282,0.284630223041644,0.12614113408008
Weighted EDMD hybrid,stress,all,stress_seed_230408,38,230408,50,0.05,128,0,0,0,0,0.0146650009848533,0.0666260343128281,0.0682208963744973,0.157085731873754,0.170503157712219,0.0146592496405275,0.0666826095445407,0.0682749149812212,0.157455488026986,0.169877805899704,0.0717422081751801
Weighted EDMD hybrid,stress,all,stress_seed_230409,39,230409,50,0.05,128,0,0,0,0,-0.0400276180254954,0.166506976819537,0.171250645354629,0.294529220916017,0.311568745345749,-0.0400425614105381,0.166525219408867,0.171271875751648,0.294410955450779,0.311278141556725,0.171592876234961
Weighted EDMD hybrid,stress,all,stress_seed_230410,40,230410,50,0.05,128,0,0,0,0,0.00568026263361808,0.0425659944543048,0.0429433262273754,0.0820537134376757,0.164437886401486,0.00575772843955508,0.0426236848524834,0.0430108119800997,0.0823777914023011,0.164709436470634,0.0460797356041457
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230401,31,230401,50,0.05,61,0,0,0,0,0.00164834841409448,0.0299253103743426,0.0299706732239198,0.0666078981042765,0.101626184575402,0.00169713440017465,0.0299432548891378,0.0299913117173646,0.0663046054157107,0.101989823523472,0.0389691612780039
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230402,32,230402,50,0.05,62,0,0,0,0,-0.00804143394077763,0.126529672308239,0.126784946402379,0.217252016145382,0.25060730186249,-0.00792017151268283,0.126470150458237,0.126717907470568,0.216705336177484,0.250905275373521,0.12624990648199
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230403,33,230403,50,0.05,59,0,0,0,0,0.00119635242292033,0.080977276076448,0.0809861130063735,0.165879761997154,0.18260779312611,0.00116396400723716,0.0810461808145717,0.0810545386566254,0.166514257694949,0.182821064250193,0.0820732143659445
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230404,34,230404,50,0.05,55,0,0,0,0,0.0182885148382493,0.0639842257513905,0.0665466071260869,0.153379947126637,0.159309442239288,0.0182803836404003,0.0639503890805095,0.0665118387175453,0.152743821072577,0.159145013235288,0.0679402286846343
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230405,35,230405,50,0.05,58,0,0,0,0,0.0406326722643878,0.0772701727207182,0.0873023118115137,0.170099301878013,0.178666906717189,0.0405549386868174,0.0772642385513768,0.0872609053976383,0.169416960953949,0.179350097660244,0.0878908645004644
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230406,36,230406,50,0.05,43,0,0,0,0,0.0181502048769832,0.12652329002563,0.12781851530974,0.232011936567459,0.238620292857296,0.0182118205878104,0.126593034045558,0.127896312214162,0.232584909485034,0.239283363292746,0.129329523595121
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230407,37,230407,50,0.05,61,0,0,0,0,-0.0143824921846892,0.119428753638074,0.1202916592162,0.210520850763207,0.255235056851731,-0.0143742265616136,0.119406491219971,0.12026856835728,0.210611255953232,0.255355513547101,0.120820147942076
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230408,38,230408,50,0.05,60,0,0,0,0,0.0347783525862244,0.0723286739301827,0.0802556594958289,0.157457318998765,0.170503157712219,0.0347971213654802,0.0723853372955578,0.0803148598374898,0.158207341028173,0.169877805899704,0.0818408070845865
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230409,39,230409,50,0.05,45,0,0,0,0,-0.0446218793632397,0.137353228339313,0.144419602039124,0.264280865667588,0.291231492702709,-0.044702068599838,0.137261632124696,0.144357301826544,0.263703753824928,0.290565848600698,0.142854440437684
Weighted EDMD hybrid,stress,nearReversal,stress_seed_230410,40,230410,50,0.05,53,0,0,0,0,0.00705544328430146,0.0585528727249657,0.0589764205787705,0.158059289629623,0.164437886401486,0.00719614381899728,0.0586295374216297,0.0590695111215419,0.158406660010751,0.164709436470634,0.0606219264319928
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230401,31,230401,50,0.05,67,0,0,0,0,-0.00677249227869524,0.0387321407321414,0.0393197835365276,0.102081079073262,0.11095085167573,-0.00682288599677884,0.0387407707007424,0.03933699388378,0.101558514582288,0.111494881311089,0.0394168872060766
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230402,32,230402,50,0.05,66,0,0,0,0,0.00988030857347684,0.119092353228056,0.11950150247969,0.226081585325079,0.24725610041775,0.00999400310854103,0.119053220491168,0.119471960758382,0.225658756210251,0.24698730870637,0.120984471465673
