regime,eventGroup,modelName,baseline,runName,runIndex,seed,horizonSamples,horizonSeconds,forecastCount,modelTruthRMSE,baselineTruthRMSE,truthRMSEDelta,modelNonfiniteForecastCount,baselineNonfiniteForecastCount,pairFailed,bothFailed,modelWins
nominal,all,Nominal physics,Persistent innovation,nominal_seed_130106,6,130106,50,0.05,128,0.000122428496826806,0.000527190407506642,-0.000404761910679836,0,0,0,0,1
nominal,all,Nominal physics,Linear hybrid,nominal_seed_130106,6,130106,50,0.05,128,0.000122428496826806,0.00384087636556939,-0.00371844786874258,0,0,0,0,1
nominal,all,Nominal physics,Persistent innovation,nominal_seed_130107,7,130107,50,0.05,128,0.000106542662118248,0.000442762546311367,-0.000336219884193118,0,0,0,0,1
nominal,all,Nominal physics,Linear hybrid,nominal_seed_130107,7,130107,50,0.05,128,0.000106542662118248,0.00329604911308549,-0.00318950645096724,0,0,0,0,1
nominal,all,Nominal physics,Persistent innovation,nominal_seed_130108,8,130108,50,0.05,128,9.90278309575632e-05,0.00046575144200303,-0.000366723611045467,0,0,0,0,1
nominal,all,Nominal physics,Linear hybrid,nominal_seed_130108,8,130108,50,0.05,128,9.90278309575632e-05,0.00278848465697769,-0.00268945682602012,0,0,0,0,1
nominal,all,Nominal physics,Persistent innovation,nominal_seed_130109,9,130109,50,0.05,128,9.98296451338524e-05,0.000394591983939549,-0.000294762338805697,0,0,0,0,1
nominal,all,Nominal physics,Linear hybrid,nominal_seed_130109,9,130109,50,0.05,128,9.98296451338524e-05,0.00276040270976085,-0.002660573064627,0,0,0,0,1
nominal,all,Nominal physics,Persistent innovation,nominal_seed_130110,10,130110,50,0.05,128,9.60209719303526e-05,0.000393357045446933,-0.00029733607351658,0,0,0,0,1
nominal,all,Nominal physics,Linear hybrid,nominal_seed_130110,10,130110,50,0.05,128,9.60209719303526e-05,0.00263602738250625,-0.0025400064105759,0,0,0,0,1
nominal,nearReversal,Nominal physics,Persistent innovation,nominal_seed_130101,1,130101,50,0.05,40,9.14166315434378e-05,0.000403708937938319,-0.000312292306394881,0,0,0,0,1
nominal,nearReversal,Nominal physics,Linear hybrid,nominal_seed_130101,1,130101,50,0.05,40,9.14166315434378e-05,0.00126566387032584,-0.0011742472387824,0,0,0,0,1
nominal,nearReversal,Nominal physics,Persistent innovation,nominal_seed_130102,2,130102,50,0.05,44,0.000131444211580857,0.000569492541636982,-0.000438048330056126,0,0,0,0,1
