modelName,regime,eventGroup,horizonSamples,horizonSeconds,forecastCount,nonfiniteForecastCount,learnedCandidateNonfiniteCount,unknownReversalForecastCount,startupTargetCount,truthBias,truthStd,truthRMSE,truthP95AbsoluteError,truthMaxAbsoluteError,measurementBias,measurementStd,measurementRMSE,measurementP95AbsoluteError,measurementMaxAbsoluteError,posteriorTruthRMSE,runCount
Nominal physics,varied,all,250,0.25,1280,0,0,0,0,-0.0030104783263945,0.112444631583228,0.113860972158386,0.201034871462663,0.255181826031277,-0.00301468057471626,0.112429144614402,0.113846489944616,0.200786437112249,0.255108314864414,0.113860972158386,10
Nominal physics,varied,nearReversal,250,0.25,374,0,0,0,0,0.00231036176836782,0.107852876392307,0.113057531164173,0.192791975278024,0.247321840514325,0.00227802913104777,0.107853793590704,0.113066174571226,0.192873805054253,0.247946705562508,0.113057531164173,10
Nominal physics,varied,awayFromReversal,250,0.25,906,0,0,0,0,-0.00597350965140719,0.112580836886636,0.113913443408655,0.202205932441825,0.255181826031277,-0.00596549408389728,0.112555866138056,0.113888808185082,0.202236471900255,0.255108314864414,0.113913443408655,10
Persistent innovation,varied,all,1,0.001,1280,0,0,0,0,-1.44167273016053e-06,0.000519436105116978,0.000520398732522759,0.000949113071729812,0.00170581547911314,-7.31561659375985e-06,0.0007077534359769,0.000709373288776168,0.00133425397091505,0.00228025289165573,0.00977789843837232,10
Persistent innovation,varied,nearReversal,1,0.001,389,0,0,0,0,4.23527667395682e-06,0.000540280324744064,0.000551208278181032,0.00097575933654333,0.00145312334296122,2.36029868334689e-06,0.000718537165193979,0.000729684326327058,0.00134442093378031,0.00228025289165573,0.00957109843150608,10
Persistent innovation,varied,awayFromReversal,1,0.001,891,0,0,0,0,-3.19950006952209e-06,0.00050246630815091,0.000503919728148792,0.000938164140592868,0.00170581547911314,-7.5531556897111e-06,0.000695010163415333,0.000697500843088451,0.00133272384105817,0.00190599904865579,0.00987243613507768,10
Persistent innovation,varied,all,20,0.02,1280,0,0,0,0,1.85745949758244e-06,0.00167781227520604,0.00168216965312689,0.00301626728095304,0.00443410850038278,1.98720326723707e-05,0.00174723908772986,0.00175116707821315,0.00322314004928534,0.00501864047998441,0.00979868185784479,10
Persistent innovation,varied,nearReversal,20,0.02,392,0,0,0,0,-1.32280774200283e-05,0.00170586347660565,0.00175229745492721,0.00298140923551479,0.00443410850038278,1.4091172329471e-05,0.00179273241874438,0.00183184409478012,0.00328119551328236,0.00501864047998441,0.00955221767407908,10
Persistent innovation,varied,awayFromReversal,20,0.02,888,0,0,0,0,7.64779638569198e-06,0.00163728217386393,0.0016413761744827,0.00299467935527326,0.00415705172102729,2.14028217103709e-05,0.00169858679603944,0.00170363017456266,0.00317636447092805,0.0046620034517423,0.00990509172510623,10
Persistent innovation,varied,all,50,0.05,1280,0,0,0,0,2.85325409206997e-05,0.00563409626329685,0.00565093845935548,0.0100513289608666,0.0142621064885712,2.70451663817662e-05,0.00563849055720263,0.00565482660706989,0.0101372643622865,0.0145256987712081,0.0106409279947561,10
Persistent innovation,varied,nearReversal,50,0.05,388,0,0,0,0,7.60562274889193e-05,0.00568699938287648,0.00581463500946118,0.010117574978988,0.0142621064885712,4.03457067856988e-05,0.00568816051886301,0.00581375749213834,0.0101748054664519,0.0142268549013777,0.0106467353676106,10
