Time_s,DifferentialDisturbance_V,NativeDifferential_V,ReferenceDifferential_V,ReferenceError_V
0,0,1.08591748720053,1.08591748720053,0
5e-10,0,1.08591748720053,1.08591748720053,0
1e-09,0,1.08591748720053,1.08591748720053,0
1.5e-09,0,1.08591748720053,1.08591748720053,0
2e-09,0,1.08591748720053,1.08591748720053,0
2.5e-09,0,1.08591748720053,1.08591748720053,0
3e-09,0,1.08591748720053,1.08591748720053,0
3.5e-09,0,1.08591748720053,1.08591748720053,0
4e-09,0,1.08591748720053,1.08591748720053,0
4.5e-09,0,1.08591748720053,1.08591748720053,0
5e-09,0,1.08591748720053,1.08591748720053,0
5.5e-09,0,1.08591748720053,1.08591748720053,0
6e-09,0,1.08591748720053,1.08591748720053,0
6.5e-09,0,1.08591748720053,1.08591748720053,0
7e-09,0,1.08591748720053,1.08591748720053,0
7.5e-09,0,1.08591748720053,1.08591748720053,0
8e-09,0,1.08591748720053,1.08591748720053,0
8.5e-09,0,1.08591748720053,1.08591748720053,0
9e-09,0,1.08591748720053,1.08591748720053,0
9.5e-09,0,1.08591748720053,1.08591748720053,0
1e-08,0,1.08591748720053,1.08591748720053,0
1.05e-08,0,1.08591748720053,1.08591748720053,0
1.1e-08,0,1.08591748720053,1.08591748720053,0
1.15e-08,0,1.08591748720053,1.08591748720053,0
1.2e-08,0,1.08591748720053,1.08591748720053,0
1.25e-08,0,1.08591748720053,1.08591748720053,0
1.3e-08,0,1.08591748720053,1.08591748720053,0
1.35e-08,0,1.08591748720053,1.08591748720053,0
1.4e-08,0,1.08591748720053,1.08591748720053,0
1.45e-08,0,1.08591748720053,1.08591748720053,0
1.5e-08,0,1.08591748720053,1.08591748720053,0
1.55e-08,0,1.08591748720053,1.08591748720053,0
1.6e-08,0,1.08591748720053,1.08591748720053,0
1.65e-08,0,1.08591748720053,1.08591748720053,0
1.7e-08,0,1.08591748720053,1.08591748720053,0
1.75e-08,0,1.08591748720053,1.08591748720053,0
1.8e-08,0,1.08591748720053,1.08591748720053,0
1.85e-08,0,1.08591748720053,1.08591748720053,0
1.9e-08,0,1.08591748720053,1.08591748720053,0
1.95e-08,0,1.08591748720053,1.08591748720053,0
2e-08,0,1.08591748720053,1.08591748720053,0
2.05e-08,0,1.08591748720053,1.08591748720053,0
2.1e-08,0,1.08591748720053,1.08591748720053,0
2.15e-08,0,1.08591748720053,1.08591748720053,0
2.2e-08,0,1.08591748720053,1.08591748720053,0
2.25e-08,0,1.08591748720053,1.08591748720053,0
2.3e-08,0,1.08591748720053,1.08591748720053,0
2.35e-08,0,1.08591748720053,1.08591748720053,0
2.4e-08,0,1.08591748720053,1.08591748720053,0
2.45e-08,0,1.08591748720053,1.08591748720053,0
2.5e-08,0,1.08591748720053,1.08591748720053,0
2.55e-08,0,1.08591748720053,1.08591748720053,0
2.6e-08,0,1.08591748720053,1.08591748720053,0
2.65e-08,0,1.08591748720053,1.08591748720053,0
2.7e-08,0,1.08591748720053,1.08591748720053,0
2.75e-08,0,1.08591748720053,1.08591748720053,0
2.8e-08,0,1.08591748720053,1.08591748720053,0
2.85e-08,0,1.08591748720053,1.08591748720053,0
2.9e-08,0,1.08591748720053,1.08591748720053,0
2.95e-08,0,1.08591748720053,1.08591748720053,0
3e-08,0,1.08591748720053,1.08591748720053,0
3.05e-08,0,1.08591748720053,1.08591748720053,0
3.1e-08,0,1.08591748720053,1.08591748720053,0
3.15e-08,0,1.08591748720053,1.08591748720053,0
3.2e-08,0,1.08591748720053,1.08591748720053,0
3.25e-08,0,1.08591748720053,1.08591748720053,0
3.3e-08,0,1.08591748720053,1.08591748720053,0
3.35e-08,0,1.08591748720053,1.08591748720053,0
3.4e-08,0,1.08591748720053,1.08591748720053,0
3.45e-08,0,1.08591748720053,1.08591748720053,0
3.5e-08,0,1.08591748720053,1.08591748720053,0
3.55e-08,0,1.08591748720053,1.08591748720053,0
3.6e-08,0,1.08591748720053,1.08591748720053,0
3.65e-08,0,1.08591748720053,1.08591748720053,0
3.7e-08,0,1.08591748720053,1.08591748720053,0
3.75e-08,0,1.08591748720053,1.08591748720053,0
3.8e-08,0,1.08591748720053,1.08591748720053,0
3.85e-08,0,1.08591748720053,1.08591748720053,0
3.9e-08,0,1.08591748720053,1.08591748720053,0
3.95e-08,0,1.08591748720053,1.08591748720053,0
4e-08,0,1.08591748720053,1.08591748720053,0
4.05e-08,0,1.08591748720053,1.08591748720053,0
4.1e-08,0,1.08591748720053,1.08591748720053,0
4.15e-08,0,1.08591748720053,1.08591748720053,0
4.2e-08,0,1.08591748720053,1.08591748720053,0
4.25e-08,0,1.08591748720053,1.08591748720053,0
4.3e-08,0,1.08591748720053,1.08591748720053,0
4.35e-08,0,1.08591748720053,1.08591748720053,0
4.4e-08,0,1.08591748720053,1.08591748720053,0
4.45e-08,0,1.08591748720053,1.08591748720053,0
4.5e-08,0,1.08591748720053,1.08591748720053,0
4.55e-08,0,1.08591748720053,1.08591748720053,0
4.6e-08,0,1.08591748720053,1.08591748720053,0
4.65e-08,0,1.08591748720053,1.08591748720053,0
4.7e-08,0,1.08591748720053,1.08591748720053,0
4.75e-08,0,1.08591748720053,1.08591748720053,0
4.8e-08,0,1.08591748720053,1.08591748720053,0
4.85e-08,0,1.08591748720053,1.08591748720053,0
4.89999999999999e-08,0,1.08591748720053,1.08591748720053,0
4.94999999999999e-08,0,1.08591748720053,1.08591748720053,0
4.99999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.04999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.09999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.14999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.19999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.24999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.29999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.34999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.39999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.44999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.49999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.54999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.59999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.64999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.69999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.74999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.79999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.84999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.89999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.94999999999999e-08,0,1.08591748720053,1.08591748720053,0
5.99999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.04999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.09999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.14999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.19999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.24999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.29999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.34999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.39999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.44999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.49999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.54999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.59999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.64999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.69999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.74999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.79999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.84999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.89999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.94999999999999e-08,0,1.08591748720053,1.08591748720053,0
6.99999999999999e-08,0,1.08591748720053,1.08591748720053,0
7.04999999999999e-08,0,1.08591748720053,1.08591748720053,0
7.09999999999999e-08,0,1.08591748720053,1.08591748720053,0
7.14999999999999e-08,0,1.08591748720053,1.08591748720053,0
7.19999999999999e-08,0,1.08591748720053,1.08591748720053,0
7.24999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.29999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.34999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.39999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.44999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.49999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.54999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.59999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.64999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.69999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.74999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.79999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.84999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.89999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.94999999999998e-08,0,1.08591748720053,1.08591748720053,0
7.99999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.04999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.09999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.14999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.19999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.24999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.29999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.34999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.39999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.44999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.49999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.54999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.59999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.64999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.69999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.74999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.79999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.84999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.89999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.94999999999998e-08,0,1.08591748720053,1.08591748720053,0
8.99999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.04999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.09999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.14999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.19999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.24999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.29999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.34999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.39999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.44999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.49999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.54999999999998e-08,0,1.08591748720053,1.08591748720053,0
9.59999999999997e-08,0,1.08591748720053,1.08591748720053,0
9.64999999999997e-08,0,1.08591748720053,1.08591748720053,0
9.69999999999997e-08,0,1.08591748720053,1.08591748720053,0
9.74999999999997e-08,0,1.08591748720053,1.08591748720053,0
9.79999999999997e-08,0,1.08591748720053,1.08591748720053,0
9.84999999999997e-08,0,1.08591748720053,1.08591748720053,0
9.89999999999997e-08,0,1.08591748720053,1.08591748720053,0
9.94999999999997e-08,0,1.08591748720053,1.08591748720053,0
9.99999999999997e-08,0,1.08591748720053,1.08591748720053,0
1.005e-07,0,1.08591748720053,1.08591748720053,0
1.01e-07,0,1.08591748720053,1.08591748720053,0
1.015e-07,0,1.08591748720053,1.08591748720053,0
1.02e-07,0,1.08591748720053,1.08591748720053,0
1.025e-07,0,1.08591748720053,1.08591748720053,0
1.03e-07,0,1.08591748720053,1.08591748720053,0
1.035e-07,0,1.08591748720053,1.08591748720053,0
1.04e-07,0,1.08591748720053,1.08591748720053,0
1.045e-07,0,1.08591748720053,1.08591748720053,0
1.05e-07,0,1.08591748720053,1.08591748720053,0
1.055e-07,0,1.08591748720053,1.08591748720053,0
1.06e-07,0,1.08591748720053,1.08591748720053,0
1.065e-07,0,1.08591748720053,1.08591748720053,0
1.07e-07,0,1.08591748720053,1.08591748720053,0
1.075e-07,0,1.08591748720053,1.08591748720053,0
1.08e-07,0,1.08591748720053,1.08591748720053,0
1.085e-07,0,1.08591748720053,1.08591748720053,0
1.09e-07,0,1.08591748720053,1.08591748720053,0
1.095e-07,0,1.08591748720053,1.08591748720053,0
1.1e-07,0,1.08591748720053,1.08591748720053,0
1.105e-07,0,1.08591748720053,1.08591748720053,0
1.11e-07,0,1.08591748720053,1.08591748720053,0
1.115e-07,0,1.08591748720053,1.08591748720053,0
1.12e-07,0,1.08591748720053,1.08591748720053,0
1.125e-07,0,1.08591748720053,1.08591748720053,0
1.13e-07,0,1.08591748720053,1.08591748720053,0
1.135e-07,0,1.08591748720053,1.08591748720053,0
1.14e-07,0,1.08591748720053,1.08591748720053,0
1.145e-07,0,1.08591748720053,1.08591748720053,0
1.15e-07,0,1.08591748720053,1.08591748720053,0
1.155e-07,0,1.08591748720053,1.08591748720053,0
1.16e-07,0,1.08591748720053,1.08591748720053,0
1.165e-07,0,1.08591748720053,1.08591748720053,0
1.17e-07,0,1.08591748720053,1.08591748720053,0
1.175e-07,0,1.08591748720053,1.08591748720053,0
1.18e-07,0,1.08591748720053,1.08591748720053,0
1.185e-07,0,1.08591748720053,1.08591748720053,0
1.19e-07,0,1.08591748720053,1.08591748720053,0
1.195e-07,0,1.08591748720053,1.08591748720053,0
1.2e-07,0,1.08591748720053,1.08591748720053,0
1.205e-07,0,1.08591748720053,1.08591748720053,0
1.21e-07,0,1.08591748720053,1.08591748720053,0
1.215e-07,0,1.08591748720053,1.08591748720053,0
1.22e-07,0,1.08591748720053,1.08591748720053,0
1.225e-07,0,1.08591748720053,1.08591748720053,0
1.23e-07,0,1.08591748720053,1.08591748720053,0
1.235e-07,0,1.08591748720053,1.08591748720053,0
1.24e-07,0,1.08591748720053,1.08591748720053,0
1.245e-07,0,1.08591748720053,1.08591748720053,0
1.25e-07,0,1.08591748720053,1.08591748720053,0
1.255e-07,0,1.08591748720053,1.08591748720053,0
1.26e-07,0,1.08591748720053,1.08591748720053,0
1.265e-07,0,1.08591748720053,1.08591748720053,0
1.27e-07,0,1.08591748720053,1.08591748720053,0
1.275e-07,0,1.08591748720053,1.08591748720053,0
1.28e-07,0,1.08591748720053,1.08591748720053,0
1.285e-07,0,1.08591748720053,1.08591748720053,0
1.29e-07,0,1.08591748720053,1.08591748720053,0
1.295e-07,0,1.08591748720053,1.08591748720053,0
1.3e-07,0,1.08591748720053,1.08591748720053,0
1.305e-07,0,1.08591748720053,1.08591748720053,0
1.31e-07,0,1.08591748720053,1.08591748720053,0
1.315e-07,0,1.08591748720053,1.08591748720053,0
1.32e-07,0,1.08591748720053,1.08591748720053,0
1.325e-07,0,1.08591748720053,1.08591748720053,0
1.33e-07,0,1.08591748720053,1.08591748720053,0
1.335e-07,0,1.08591748720053,1.08591748720053,0
1.34e-07,0,1.08591748720053,1.08591748720053,0
1.345e-07,0,1.08591748720053,1.08591748720053,0
1.35e-07,0,1.08591748720053,1.08591748720053,0
1.355e-07,0,1.08591748720053,1.08591748720053,0
1.36e-07,0,1.08591748720053,1.08591748720053,0
1.365e-07,0,1.08591748720053,1.08591748720053,0
1.37e-07,0,1.08591748720053,1.08591748720053,0
1.375e-07,0,1.08591748720053,1.08591748720053,0
1.38e-07,0,1.08591748720053,1.08591748720053,0
1.385e-07,0,1.08591748720053,1.08591748720053,0
1.39e-07,0,1.08591748720053,1.08591748720053,0
1.395e-07,0,1.08591748720053,1.08591748720053,0
1.4e-07,0,1.08591748720053,1.08591748720053,0
1.405e-07,0,1.08591748720053,1.08591748720053,0
1.41e-07,0,1.08591748720053,1.08591748720053,0
1.415e-07,0,1.08591748720053,1.08591748720053,0
1.42e-07,0,1.08591748720053,1.08591748720053,0
1.425e-07,0,1.08591748720053,1.08591748720053,0
1.43e-07,0,1.08591748720053,1.08591748720053,0
1.435e-07,0,1.08591748720053,1.08591748720053,0
1.44e-07,0,1.08591748720053,1.08591748720053,0
1.445e-07,0,1.08591748720053,1.08591748720053,0
1.45e-07,0,1.08591748720053,1.08591748720053,0
1.455e-07,0,1.08591748720053,1.08591748720053,0
1.46e-07,0,1.08591748720053,1.08591748720053,0
1.465e-07,0,1.08591748720053,1.08591748720053,0
1.47e-07,0,1.08591748720053,1.08591748720053,0
1.475e-07,0,1.08591748720053,1.08591748720053,0
1.48e-07,0,1.08591748720053,1.08591748720053,0
1.485e-07,0,1.08591748720053,1.08591748720053,0
1.49e-07,0,1.08591748720053,1.08591748720053,0
1.495e-07,0,1.08591748720053,1.08591748720053,0
1.5e-07,0,1.08591748720053,1.08591748720053,0
1.505e-07,0,1.08591748720053,1.08591748720053,0
1.51e-07,0,1.08591748720053,1.08591748720053,0
1.515e-07,0,1.08591748720053,1.08591748720053,0
1.52e-07,0,1.08591748720053,1.08591748720053,0
1.525e-07,0,1.08591748720053,1.08591748720053,0
1.53e-07,0,1.08591748720053,1.08591748720053,0
1.535e-07,0,1.08591748720053,1.08591748720053,0
1.54e-07,0,1.08591748720053,1.08591748720053,0
1.545e-07,0,1.08591748720053,1.08591748720053,0
