time_s,positive_V,negative_V,differential_V,commonMode_V,ground_V,returnCurrent_A,deltaDifferential_V,deltaCommonMode_V
1.28237383289003e-06,3.06028869907395,1.97437156783232,1.08591713124163,2.51733013345313,-1.0121697436194e-05,-0.000404746323250916,-3.55958901243625e-07,3.57805531869815e-08
1.28260055627721e-06,3.0602887033499,1.97437156140451,1.08591714194538,2.51733013237721,-1.01216068904009e-05,-0.000404746357187529,-3.45255149358792e-07,3.47046253956762e-08
1.28282727966439e-06,3.06028870749727,1.97437155517,1.08591715232727,2.51733013133363,-1.01215190677628e-05,-0.000404746390103661,-3.34873261564894e-07,3.36610508355761e-08
1.28305400305157e-06,3.06028871151992,1.97437154912295,1.08591716239697,2.51733013032144,-1.01214338856792e-05,-0.000404746422030001,-3.24803559159648e-07,3.26488560631333e-08
1.28328072643876e-06,3.06028871542162,1.97437154325774,1.08591717216388,2.51733012933968,-1.01213512651022e-05,-0.00040474645299631,-3.15036654541245e-07,3.16670991651335e-08
1.28350744982594e-06,3.06028871920599,1.9743715375689,1.08591718163709,2.51733012838744,-1.01212711287602e-05,-0.000404746483031454,-3.05563442770662e-07,3.07148630973586e-08
1.28373417321312e-06,3.06028872287656,1.97437153205112,1.08591719082544,2.51733012746384,-1.01211934029344e-05,-0.000404746512163439,-2.96375092023737e-07,2.97912614577456e-08
1.2839608966003e-06,3.06028872643676,1.97437152669927,1.0859171997375,2.51733012656801,-1.01211180134619e-05,-0.000404746540419418,-2.87463036707791e-07,2.88954327132274e-08
1.28418761998749e-06,3.06028872988991,1.97437152150834,1.08591720838156,2.51733012569912,-1.01210448910649e-05,-0.000404746567825734,-2.78818968357797e-07,2.80265415320002e-08
1.28441434337467e-06,3.06028873323921,1.97437151647351,1.0859172167657,2.51733012485636,-1.01209739677977e-05,-0.000404746594407936,-2.70434829197086e-07,2.71837778953454e-08
1.28464106676185e-06,3.0602887364878,1.97437151159007,1.08591722489773,2.51733012403894,-1.01209051770468e-05,-0.000404746620190807,-2.62302802367387e-07,2.63663566535399e-08
1.28486779014903e-06,3.06028873963871,1.97437150685348,1.08591723278523,2.5173301232461,-1.01208384548634e-05,-0.000404746645198383,-2.54415307265887e-07,2.55735153054104e-08
1.28509451353621e-06,3.06028874269487,1.97437150225933,1.08591724043554,2.5173301224771,-1.01207737386311e-05,-0.000404746669453976,-2.46764990441406e-07,2.48045148865117e-08
1.2853212369234e-06,3.06028874565913,1.97437149780331,1.08591724785581,2.51733012173122,-1.01207109692858e-05,-0.000404746692980195,-2.39344720265322e-07,2.40586386368591e-08
1.28554796031058e-06,3.06028874853425,1.9743714934813,1.08591725505295,2.51733012100777,-1.01206500868756e-05,-0.000404746715798974,-2.32147579160014e-07,2.33351906686607e-08
1.28577468369776e-06,3.06028875132292,1.97437148928924,1.08591726203368,2.51733012030608,-1.01205910350011e-05,-0.000404746737931592,-2.25166857603654e-07,2.26334968544961e-08
