Record,Fixture,Variant,Arm,Kind,Elapsed_s,Status,Error
V2EVAL09_V03_SW_ONLY_exposed,V2EVAL09,V03,SW_ONLY,exposed,12.9857109,passed,
V2EVAL09_V03_COMBINED_clean,V2EVAL09,V03,COMBINED,clean,8.9932188,passed,
V2EVAL09_V03_COMBINED_exposed,V2EVAL09,V03,COMBINED,exposed,15.415174,passed,
V2EVAL10_V03_BASELINE_clean,V2EVAL10,V03,BASELINE,clean,9.8613097,passed,
V2EVAL10_V03_BASELINE_exposed,V2EVAL10,V03,BASELINE,exposed,15.4186944,passed,
V2EVAL10_V03_EM_ONLY_clean,V2EVAL10,V03,EM_ONLY,clean,10.2713933,passed,
V2EVAL10_V03_EM_ONLY_exposed,V2EVAL10,V03,EM_ONLY,exposed,15.3600839,passed,
V2EVAL10_V03_SW_ONLY_clean,V2EVAL10,V03,SW_ONLY,clean,9.6920599,passed,
V2EVAL10_V03_SW_ONLY_exposed,V2EVAL10,V03,SW_ONLY,exposed,12.851331,passed,
V2EVAL10_V03_COMBINED_clean,V2EVAL10,V03,COMBINED,clean,9.455422,passed,
V2EVAL10_V03_COMBINED_exposed,V2EVAL10,V03,COMBINED,exposed,12.940861,passed,
V2EVAL11_V03_BASELINE_clean,V2EVAL11,V03,BASELINE,clean,7.22908,passed,
V2EVAL11_V03_BASELINE_exposed,V2EVAL11,V03,BASELINE,exposed,11.7389374,passed,
V2EVAL11_V03_EM_ONLY_clean,V2EVAL11,V03,EM_ONLY,clean,7.713666,passed,
V2EVAL11_V03_EM_ONLY_exposed,V2EVAL11,V03,EM_ONLY,exposed,11.1107096,passed,
V2EVAL11_V03_SW_ONLY_clean,V2EVAL11,V03,SW_ONLY,clean,9.8386901,passed,
V2EVAL11_V03_SW_ONLY_exposed,V2EVAL11,V03,SW_ONLY,exposed,11.8801803,passed,
V2EVAL11_V03_COMBINED_clean,V2EVAL11,V03,COMBINED,clean,8.1872655,passed,
V2EVAL11_V03_COMBINED_exposed,V2EVAL11,V03,COMBINED,exposed,11.3097011,passed,
V2EVAL12_V03_BASELINE_clean,V2EVAL12,V03,BASELINE,clean,7.3279317,passed,
V2EVAL12_V03_BASELINE_exposed,V2EVAL12,V03,BASELINE,exposed,11.3886839,passed,
V2EVAL12_V03_EM_ONLY_clean,V2EVAL12,V03,EM_ONLY,clean,7.4353694,passed,
V2EVAL12_V03_EM_ONLY_exposed,V2EVAL12,V03,EM_ONLY,exposed,10.7026017,passed,
V2EVAL12_V03_SW_ONLY_clean,V2EVAL12,V03,SW_ONLY,clean,9.1193973,passed,
V2EVAL12_V03_SW_ONLY_exposed,V2EVAL12,V03,SW_ONLY,exposed,12.8213147,passed,
V2EVAL12_V03_COMBINED_clean,V2EVAL12,V03,COMBINED,clean,8.5798386,passed,
V2EVAL12_V03_COMBINED_exposed,V2EVAL12,V03,COMBINED,exposed,11.810298,passed,
V2EVAL01_V04_BASELINE_clean,V2EVAL01,V04,BASELINE,clean,14.7691609,passed,
V2EVAL01_V04_BASELINE_exposed,V2EVAL01,V04,BASELINE,exposed,18.2056019,passed,
V2EVAL01_V04_EM_ONLY_clean,V2EVAL01,V04,EM_ONLY,clean,12.1425982,passed,
V2EVAL01_V04_EM_ONLY_exposed,V2EVAL01,V04,EM_ONLY,exposed,15.2307379,passed,
V2EVAL01_V04_SW_ONLY_clean,V2EVAL01,V04,SW_ONLY,clean,13.7909075,passed,
V2EVAL01_V04_SW_ONLY_exposed,V2EVAL01,V04,SW_ONLY,exposed,15.3360421,passed,
V2EVAL01_V04_COMBINED_clean,V2EVAL01,V04,COMBINED,clean,11.3023561,passed,
V2EVAL01_V04_COMBINED_exposed,V2EVAL01,V04,COMBINED,exposed,15.177309,passed,
V2EVAL02_V04_BASELINE_clean,V2EVAL02,V04,BASELINE,clean,8.5797276,passed,
V2EVAL02_V04_BASELINE_exposed,V2EVAL02,V04,BASELINE,exposed,13.3377729,passed,
V2EVAL02_V04_EM_ONLY_clean,V2EVAL02,V04,EM_ONLY,clean,9.2861298,passed,
V2EVAL02_V04_EM_ONLY_exposed,V2EVAL02,V04,EM_ONLY,exposed,13.568661,passed,
V2EVAL02_V04_SW_ONLY_clean,V2EVAL02,V04,SW_ONLY,clean,10.5433402,passed,
V2EVAL02_V04_SW_ONLY_exposed,V2EVAL02,V04,SW_ONLY,exposed,13.8714989,passed,
V2EVAL02_V04_COMBINED_clean,V2EVAL02,V04,COMBINED,clean,10.5482621,passed,
V2EVAL02_V04_COMBINED_exposed,V2EVAL02,V04,COMBINED,exposed,14.8398027,passed,
V2EVAL03_V04_BASELINE_clean,V2EVAL03,V04,BASELINE,clean,7.7483887,passed,
V2EVAL03_V04_BASELINE_exposed,V2EVAL03,V04,BASELINE,exposed,11.9345188,passed,
V2EVAL03_V04_EM_ONLY_clean,V2EVAL03,V04,EM_ONLY,clean,7.8422699,passed,
V2EVAL03_V04_EM_ONLY_exposed,V2EVAL03,V04,EM_ONLY,exposed,12.0902993,passed,
V2EVAL03_V04_SW_ONLY_clean,V2EVAL03,V04,SW_ONLY,clean,9.8980991,passed,
V2EVAL03_V04_SW_ONLY_exposed,V2EVAL03,V04,SW_ONLY,exposed,13.8543869,passed,
V2EVAL03_V04_COMBINED_clean,V2EVAL03,V04,COMBINED,clean,9.8905075,passed,
V2EVAL03_V04_COMBINED_exposed,V2EVAL03,V04,COMBINED,exposed,12.0675182,passed,
V2EVAL04_V04_BASELINE_clean,V2EVAL04,V04,BASELINE,clean,7.8423021,passed,
V2EVAL04_V04_BASELINE_exposed,V2EVAL04,V04,BASELINE,exposed,11.8451088,passed,
V2EVAL04_V04_EM_ONLY_clean,V2EVAL04,V04,EM_ONLY,clean,7.6161673,passed,
V2EVAL04_V04_EM_ONLY_exposed,V2EVAL04,V04,EM_ONLY,exposed,11.6641511,passed,
V2EVAL04_V04_SW_ONLY_clean,V2EVAL04,V04,SW_ONLY,clean,10.4063528,passed,
V2EVAL04_V04_SW_ONLY_exposed,V2EVAL04,V04,SW_ONLY,exposed,11.1652871,passed,
V2EVAL04_V04_COMBINED_clean,V2EVAL04,V04,COMBINED,clean,10.1777204,passed,
V2EVAL04_V04_COMBINED_exposed,V2EVAL04,V04,COMBINED,exposed,13.1420248,passed,
V2EVAL05_V04_BASELINE_clean,V2EVAL05,V04,BASELINE,clean,7.6811589,passed,
V2EVAL05_V04_BASELINE_exposed,V2EVAL05,V04,BASELINE,exposed,10.4852827,passed,
V2EVAL05_V04_EM_ONLY_clean,V2EVAL05,V04,EM_ONLY,clean,7.4133668,passed,
V2EVAL05_V04_EM_ONLY_exposed,V2EVAL05,V04,EM_ONLY,exposed,10.4192689,passed,
V2EVAL05_V04_SW_ONLY_clean,V2EVAL05,V04,SW_ONLY,clean,10.8043925,passed,
V2EVAL05_V04_SW_ONLY_exposed,V2EVAL05,V04,SW_ONLY,exposed,12.7658111,passed,
V2EVAL05_V04_COMBINED_clean,V2EVAL05,V04,COMBINED,clean,10.1701643,passed,
V2EVAL05_V04_COMBINED_exposed,V2EVAL05,V04,COMBINED,exposed,12.7912655,passed,
V2EVAL06_V04_BASELINE_clean,V2EVAL06,V04,BASELINE,clean,7.0711837,passed,
V2EVAL06_V04_BASELINE_exposed,V2EVAL06,V04,BASELINE,exposed,11.5016323,passed,
V2EVAL06_V04_EM_ONLY_clean,V2EVAL06,V04,EM_ONLY,clean,8.5233842,passed,
V2EVAL06_V04_EM_ONLY_exposed,V2EVAL06,V04,EM_ONLY,exposed,11.9622578,passed,
V2EVAL06_V04_SW_ONLY_clean,V2EVAL06,V04,SW_ONLY,clean,10.1604476,passed,
V2EVAL06_V04_SW_ONLY_exposed,V2EVAL06,V04,SW_ONLY,exposed,13.1709852,passed,
V2EVAL06_V04_COMBINED_clean,V2EVAL06,V04,COMBINED,clean,10.0784276,passed,
V2EVAL06_V04_COMBINED_exposed,V2EVAL06,V04,COMBINED,exposed,14.2126467,passed,
V2EVAL07_V04_BASELINE_clean,V2EVAL07,V04,BASELINE,clean,7.6817119,passed,
V2EVAL07_V04_BASELINE_exposed,V2EVAL07,V04,BASELINE,exposed,10.6965353,passed,
V2EVAL07_V04_EM_ONLY_clean,V2EVAL07,V04,EM_ONLY,clean,7.4656501,passed,
V2EVAL07_V04_EM_ONLY_exposed,V2EVAL07,V04,EM_ONLY,exposed,10.2836021,passed,
V2EVAL07_V04_SW_ONLY_clean,V2EVAL07,V04,SW_ONLY,clean,9.2594377,passed,
V2EVAL07_V04_SW_ONLY_exposed,V2EVAL07,V04,SW_ONLY,exposed,11.6768478,passed,
V2EVAL07_V04_COMBINED_clean,V2EVAL07,V04,COMBINED,clean,9.0623185,passed,
V2EVAL07_V04_COMBINED_exposed,V2EVAL07,V04,COMBINED,exposed,12.5121009,passed,
V2EVAL08_V04_BASELINE_clean,V2EVAL08,V04,BASELINE,clean,6.9818597,passed,
V2EVAL08_V04_BASELINE_exposed,V2EVAL08,V04,BASELINE,exposed,11.4206876,passed,
V2EVAL08_V04_EM_ONLY_clean,V2EVAL08,V04,EM_ONLY,clean,7.3296334,passed,
V2EVAL08_V04_EM_ONLY_exposed,V2EVAL08,V04,EM_ONLY,exposed,10.3136349,passed,
V2EVAL08_V04_SW_ONLY_clean,V2EVAL08,V04,SW_ONLY,clean,9.1143126,passed,
V2EVAL08_V04_SW_ONLY_exposed,V2EVAL08,V04,SW_ONLY,exposed,12.963224,passed,
V2EVAL08_V04_COMBINED_clean,V2EVAL08,V04,COMBINED,clean,9.2925021,passed,
V2EVAL08_V04_COMBINED_exposed,V2EVAL08,V04,COMBINED,exposed,13.8139276,passed,
V2EVAL09_V04_BASELINE_clean,V2EVAL09,V04,BASELINE,clean,7.5598559,passed,
V2EVAL09_V04_BASELINE_exposed,V2EVAL09,V04,BASELINE,exposed,11.3697915,passed,
V2EVAL09_V04_EM_ONLY_clean,V2EVAL09,V04,EM_ONLY,clean,7.0713808,passed,
V2EVAL09_V04_EM_ONLY_exposed,V2EVAL09,V04,EM_ONLY,exposed,10.7014342,passed,
V2EVAL09_V04_SW_ONLY_clean,V2EVAL09,V04,SW_ONLY,clean,9.280267,passed,
V2EVAL09_V04_SW_ONLY_exposed,V2EVAL09,V04,SW_ONLY,exposed,12.5733683,passed,
V2EVAL09_V04_COMBINED_clean,V2EVAL09,V04,COMBINED,clean,8.7998401,passed,
V2EVAL09_V04_COMBINED_exposed,V2EVAL09,V04,COMBINED,exposed,16.0430445,passed,
V2EVAL10_V04_BASELINE_clean,V2EVAL10,V04,BASELINE,clean,10.6592324,passed,
V2EVAL10_V04_BASELINE_exposed,V2EVAL10,V04,BASELINE,exposed,15.2766785,passed,
V2EVAL10_V04_EM_ONLY_clean,V2EVAL10,V04,EM_ONLY,clean,10.0608113,passed,
V2EVAL10_V04_EM_ONLY_exposed,V2EVAL10,V04,EM_ONLY,exposed,15.3243778,passed,
V2EVAL10_V04_SW_ONLY_clean,V2EVAL10,V04,SW_ONLY,clean,9.5729507,passed,
V2EVAL10_V04_SW_ONLY_exposed,V2EVAL10,V04,SW_ONLY,exposed,13.7559326,passed,
V2EVAL10_V04_COMBINED_clean,V2EVAL10,V04,COMBINED,clean,9.4638741,passed,
V2EVAL10_V04_COMBINED_exposed,V2EVAL10,V04,COMBINED,exposed,12.6736951,passed,
V2EVAL11_V04_BASELINE_clean,V2EVAL11,V04,BASELINE,clean,7.2128522,passed,
V2EVAL11_V04_BASELINE_exposed,V2EVAL11,V04,BASELINE,exposed,11.9649655,passed,
V2EVAL11_V04_EM_ONLY_clean,V2EVAL11,V04,EM_ONLY,clean,7.8274393,passed,
V2EVAL11_V04_EM_ONLY_exposed,V2EVAL11,V04,EM_ONLY,exposed,11.1113646,passed,
V2EVAL11_V04_SW_ONLY_clean,V2EVAL11,V04,SW_ONLY,clean,9.9729566,passed,
V2EVAL11_V04_SW_ONLY_exposed,V2EVAL11,V04,SW_ONLY,exposed,11.6989613,passed,
V2EVAL11_V04_COMBINED_clean,V2EVAL11,V04,COMBINED,clean,8.1426017,passed,
V2EVAL11_V04_COMBINED_exposed,V2EVAL11,V04,COMBINED,exposed,11.599383,passed,
V2EVAL12_V04_BASELINE_clean,V2EVAL12,V04,BASELINE,clean,6.9691958,passed,
V2EVAL12_V04_BASELINE_exposed,V2EVAL12,V04,BASELINE,exposed,11.3892829,passed,
V2EVAL12_V04_EM_ONLY_clean,V2EVAL12,V04,EM_ONLY,clean,7.3041772,passed,
V2EVAL12_V04_EM_ONLY_exposed,V2EVAL12,V04,EM_ONLY,exposed,10.7621815,passed,
V2EVAL12_V04_SW_ONLY_clean,V2EVAL12,V04,SW_ONLY,clean,9.2954135,passed,
V2EVAL12_V04_SW_ONLY_exposed,V2EVAL12,V04,SW_ONLY,exposed,13.1436709,passed,
V2EVAL12_V04_COMBINED_clean,V2EVAL12,V04,COMBINED,clean,9.6897948,passed,
V2EVAL12_V04_COMBINED_exposed,V2EVAL12,V04,COMBINED,exposed,11.0125649,passed,
V2EVAL01_V05_BASELINE_clean,V2EVAL01,V05,BASELINE,clean,16.3668617,passed,
V2EVAL01_V05_BASELINE_exposed,V2EVAL01,V05,BASELINE,exposed,16.8395732,passed,
V2EVAL01_V05_EM_ONLY_clean,V2EVAL01,V05,EM_ONLY,clean,11.8220659,passed,
V2EVAL01_V05_EM_ONLY_exposed,V2EVAL01,V05,EM_ONLY,exposed,15.147757,passed,
V2EVAL01_V05_SW_ONLY_clean,V2EVAL01,V05,SW_ONLY,clean,13.8617743,passed,
V2EVAL01_V05_SW_ONLY_exposed,V2EVAL01,V05,SW_ONLY,exposed,15.2629616,passed,
V2EVAL01_V05_COMBINED_clean,V2EVAL01,V05,COMBINED,clean,11.6103686,passed,
V2EVAL01_V05_COMBINED_exposed,V2EVAL01,V05,COMBINED,exposed,15.6812402,passed,
V2EVAL02_V05_BASELINE_clean,V2EVAL02,V05,BASELINE,clean,8.3806283,passed,
V2EVAL02_V05_BASELINE_exposed,V2EVAL02,V05,BASELINE,exposed,14.3034617,passed,
V2EVAL02_V05_EM_ONLY_clean,V2EVAL02,V05,EM_ONLY,clean,9.5777762,passed,
V2EVAL02_V05_EM_ONLY_exposed,V2EVAL02,V05,EM_ONLY,exposed,12.9123682,passed,
V2EVAL02_V05_SW_ONLY_clean,V2EVAL02,V05,SW_ONLY,clean,10.4107588,passed,
V2EVAL02_V05_SW_ONLY_exposed,V2EVAL02,V05,SW_ONLY,exposed,13.9348626,passed,
V2EVAL02_V05_COMBINED_clean,V2EVAL02,V05,COMBINED,clean,10.2657152,passed,
V2EVAL02_V05_COMBINED_exposed,V2EVAL02,V05,COMBINED,exposed,14.3052975,passed,
V2EVAL03_V05_BASELINE_clean,V2EVAL03,V05,BASELINE,clean,8.0557466,passed,
V2EVAL03_V05_BASELINE_exposed,V2EVAL03,V05,BASELINE,exposed,11.3580631,passed,
V2EVAL03_V05_EM_ONLY_clean,V2EVAL03,V05,EM_ONLY,clean,7.7370645,passed,
V2EVAL03_V05_EM_ONLY_exposed,V2EVAL03,V05,EM_ONLY,exposed,12.5003233,passed,
V2EVAL03_V05_SW_ONLY_clean,V2EVAL03,V05,SW_ONLY,clean,9.8939269,passed,
V2EVAL03_V05_SW_ONLY_exposed,V2EVAL03,V05,SW_ONLY,exposed,13.2520836,passed,
V2EVAL03_V05_COMBINED_clean,V2EVAL03,V05,COMBINED,clean,9.6724058,passed,
V2EVAL03_V05_COMBINED_exposed,V2EVAL03,V05,COMBINED,exposed,12.0810801,passed,
V2EVAL04_V05_BASELINE_clean,V2EVAL04,V05,BASELINE,clean,8.128714,passed,
V2EVAL04_V05_BASELINE_exposed,V2EVAL04,V05,BASELINE,exposed,11.8796572,passed,
V2EVAL04_V05_EM_ONLY_clean,V2EVAL04,V05,EM_ONLY,clean,7.6700542,passed,
V2EVAL04_V05_EM_ONLY_exposed,V2EVAL04,V05,EM_ONLY,exposed,11.250201,passed,
V2EVAL04_V05_SW_ONLY_clean,V2EVAL04,V05,SW_ONLY,clean,10.5566166,passed,
V2EVAL04_V05_SW_ONLY_exposed,V2EVAL04,V05,SW_ONLY,exposed,11.6709206,passed,
V2EVAL04_V05_COMBINED_clean,V2EVAL04,V05,COMBINED,clean,10.2880079,passed,
V2EVAL04_V05_COMBINED_exposed,V2EVAL04,V05,COMBINED,exposed,13.4899084,passed,
V2EVAL05_V05_BASELINE_clean,V2EVAL05,V05,BASELINE,clean,7.361866,passed,
V2EVAL05_V05_BASELINE_exposed,V2EVAL05,V05,BASELINE,exposed,10.1610402,passed,
V2EVAL05_V05_EM_ONLY_clean,V2EVAL05,V05,EM_ONLY,clean,7.2782169,passed,
V2EVAL05_V05_EM_ONLY_exposed,V2EVAL05,V05,EM_ONLY,exposed,10.69099,passed,
V2EVAL05_V05_SW_ONLY_clean,V2EVAL05,V05,SW_ONLY,clean,10.7408824,passed,
V2EVAL05_V05_SW_ONLY_exposed,V2EVAL05,V05,SW_ONLY,exposed,12.3482132,passed,
V2EVAL05_V05_COMBINED_clean,V2EVAL05,V05,COMBINED,clean,10.3426377,passed,
V2EVAL05_V05_COMBINED_exposed,V2EVAL05,V05,COMBINED,exposed,12.9148117,passed,
V2EVAL06_V05_BASELINE_clean,V2EVAL06,V05,BASELINE,clean,7.7608242,passed,
V2EVAL06_V05_BASELINE_exposed,V2EVAL06,V05,BASELINE,exposed,11.0142462,passed,
V2EVAL06_V05_EM_ONLY_clean,V2EVAL06,V05,EM_ONLY,clean,8.3528316,passed,
V2EVAL06_V05_EM_ONLY_exposed,V2EVAL06,V05,EM_ONLY,exposed,11.7616816,passed,
V2EVAL06_V05_SW_ONLY_clean,V2EVAL06,V05,SW_ONLY,clean,10.9177989,passed,
V2EVAL06_V05_SW_ONLY_exposed,V2EVAL06,V05,SW_ONLY,exposed,12.891652,passed,
V2EVAL06_V05_COMBINED_clean,V2EVAL06,V05,COMBINED,clean,10.2598684,passed,
V2EVAL06_V05_COMBINED_exposed,V2EVAL06,V05,COMBINED,exposed,14.2742989,passed,
V2EVAL07_V05_BASELINE_clean,V2EVAL07,V05,BASELINE,clean,7.7522687,passed,
V2EVAL07_V05_BASELINE_exposed,V2EVAL07,V05,BASELINE,exposed,10.5663803,passed,
V2EVAL07_V05_EM_ONLY_clean,V2EVAL07,V05,EM_ONLY,clean,7.6043461,passed,
V2EVAL07_V05_EM_ONLY_exposed,V2EVAL07,V05,EM_ONLY,exposed,10.1518284,passed,
V2EVAL07_V05_SW_ONLY_clean,V2EVAL07,V05,SW_ONLY,clean,8.8495063,passed,
V2EVAL07_V05_SW_ONLY_exposed,V2EVAL07,V05,SW_ONLY,exposed,11.6622926,passed,
V2EVAL07_V05_COMBINED_clean,V2EVAL07,V05,COMBINED,clean,9.5228448,passed,
V2EVAL07_V05_COMBINED_exposed,V2EVAL07,V05,COMBINED,exposed,12.7919764,passed,
V2EVAL08_V05_BASELINE_clean,V2EVAL08,V05,BASELINE,clean,7.2688938,passed,
V2EVAL08_V05_BASELINE_exposed,V2EVAL08,V05,BASELINE,exposed,11.0161107,passed,
V2EVAL08_V05_EM_ONLY_clean,V2EVAL08,V05,EM_ONLY,clean,7.3555165,passed,
V2EVAL08_V05_EM_ONLY_exposed,V2EVAL08,V05,EM_ONLY,exposed,10.2278454,passed,
V2EVAL08_V05_SW_ONLY_clean,V2EVAL08,V05,SW_ONLY,clean,9.0302542,passed,
V2EVAL08_V05_SW_ONLY_exposed,V2EVAL08,V05,SW_ONLY,exposed,12.7369288,passed,
V2EVAL08_V05_COMBINED_clean,V2EVAL08,V05,COMBINED,clean,10.0614856,passed,
V2EVAL08_V05_COMBINED_exposed,V2EVAL08,V05,COMBINED,exposed,13.4542198,passed,
V2EVAL09_V05_BASELINE_clean,V2EVAL09,V05,BASELINE,clean,7.55442,passed,
V2EVAL09_V05_BASELINE_exposed,V2EVAL09,V05,BASELINE,exposed,11.6543883,passed,
V2EVAL09_V05_EM_ONLY_clean,V2EVAL09,V05,EM_ONLY,clean,7.5890785,passed,
V2EVAL09_V05_EM_ONLY_exposed,V2EVAL09,V05,EM_ONLY,exposed,10.290198,passed,
V2EVAL09_V05_SW_ONLY_clean,V2EVAL09,V05,SW_ONLY,clean,9.0796354,passed,
V2EVAL09_V05_SW_ONLY_exposed,V2EVAL09,V05,SW_ONLY,exposed,12.7154504,passed,
V2EVAL09_V05_COMBINED_clean,V2EVAL09,V05,COMBINED,clean,9.2194573,passed,
V2EVAL09_V05_COMBINED_exposed,V2EVAL09,V05,COMBINED,exposed,17.4876918,passed,
V2EVAL10_V05_BASELINE_clean,V2EVAL10,V05,BASELINE,clean,10.1177084,passed,
V2EVAL10_V05_BASELINE_exposed,V2EVAL10,V05,BASELINE,exposed,15.2280189,passed,
V2EVAL10_V05_EM_ONLY_clean,V2EVAL10,V05,EM_ONLY,clean,9.8089181,passed,
V2EVAL10_V05_EM_ONLY_exposed,V2EVAL10,V05,EM_ONLY,exposed,14.1157177,passed,
V2EVAL10_V05_SW_ONLY_clean,V2EVAL10,V05,SW_ONLY,clean,9.3132871,passed,
V2EVAL10_V05_SW_ONLY_exposed,V2EVAL10,V05,SW_ONLY,exposed,13.1836517,passed,
V2EVAL10_V05_COMBINED_clean,V2EVAL10,V05,COMBINED,clean,9.1261179,passed,
V2EVAL10_V05_COMBINED_exposed,V2EVAL10,V05,COMBINED,exposed,12.6371661,passed,
V2EVAL11_V05_BASELINE_clean,V2EVAL11,V05,BASELINE,clean,7.5907816,passed,
V2EVAL11_V05_BASELINE_exposed,V2EVAL11,V05,BASELINE,exposed,12.0985672,passed,
V2EVAL11_V05_EM_ONLY_clean,V2EVAL11,V05,EM_ONLY,clean,7.1597909,passed,
V2EVAL11_V05_EM_ONLY_exposed,V2EVAL11,V05,EM_ONLY,exposed,11.4434123,passed,
V2EVAL11_V05_SW_ONLY_clean,V2EVAL11,V05,SW_ONLY,clean,9.3342756,passed,
V2EVAL11_V05_SW_ONLY_exposed,V2EVAL11,V05,SW_ONLY,exposed,11.5873197,passed,
V2EVAL11_V05_COMBINED_clean,V2EVAL11,V05,COMBINED,clean,7.6734297,passed,
V2EVAL11_V05_COMBINED_exposed,V2EVAL11,V05,COMBINED,exposed,12.008816,passed,
V2EVAL12_V05_BASELINE_clean,V2EVAL12,V05,BASELINE,clean,7.0303394,passed,
V2EVAL12_V05_BASELINE_exposed,V2EVAL12,V05,BASELINE,exposed,11.3809617,passed,
V2EVAL12_V05_EM_ONLY_clean,V2EVAL12,V05,EM_ONLY,clean,7.0014608,passed,
V2EVAL12_V05_EM_ONLY_exposed,V2EVAL12,V05,EM_ONLY,exposed,11.1744523,passed,
V2EVAL12_V05_SW_ONLY_clean,V2EVAL12,V05,SW_ONLY,clean,9.1368175,passed,
V2EVAL12_V05_SW_ONLY_exposed,V2EVAL12,V05,SW_ONLY,exposed,12.2967605,passed,
V2EVAL12_V05_COMBINED_clean,V2EVAL12,V05,COMBINED,clean,9.2786935,passed,
V2EVAL12_V05_COMBINED_exposed,V2EVAL12,V05,COMBINED,exposed,10.9373167,passed,
V2EVAL01_V06_BASELINE_clean,V2EVAL01,V06,BASELINE,clean,16.6006672,passed,
V2EVAL01_V06_BASELINE_exposed,V2EVAL01,V06,BASELINE,exposed,17.4255639,passed,
V2EVAL01_V06_EM_ONLY_clean,V2EVAL01,V06,EM_ONLY,clean,11.5635902,passed,
V2EVAL01_V06_EM_ONLY_exposed,V2EVAL01,V06,EM_ONLY,exposed,15.2123153,passed,
V2EVAL01_V06_SW_ONLY_clean,V2EVAL01,V06,SW_ONLY,clean,14.0467552,passed,
V2EVAL01_V06_SW_ONLY_exposed,V2EVAL01,V06,SW_ONLY,exposed,16.5110644,passed,
V2EVAL01_V06_COMBINED_clean,V2EVAL01,V06,COMBINED,clean,11.3735409,passed,
V2EVAL01_V06_COMBINED_exposed,V2EVAL01,V06,COMBINED,exposed,16.0240201,passed,
V2EVAL02_V06_BASELINE_clean,V2EVAL02,V06,BASELINE,clean,8.3046948,passed,
V2EVAL02_V06_BASELINE_exposed,V2EVAL02,V06,BASELINE,exposed,14.3151145,passed,
V2EVAL02_V06_EM_ONLY_clean,V2EVAL02,V06,EM_ONLY,clean,8.8933858,passed,
V2EVAL02_V06_EM_ONLY_exposed,V2EVAL02,V06,EM_ONLY,exposed,13.1815827,passed,
V2EVAL02_V06_SW_ONLY_clean,V2EVAL02,V06,SW_ONLY,clean,10.731675,passed,
V2EVAL02_V06_SW_ONLY_exposed,V2EVAL02,V06,SW_ONLY,exposed,14.0164193,passed,
V2EVAL02_V06_COMBINED_clean,V2EVAL02,V06,COMBINED,clean,9.8194656,passed,
V2EVAL02_V06_COMBINED_exposed,V2EVAL02,V06,COMBINED,exposed,14.8789866,passed,
V2EVAL03_V06_BASELINE_clean,V2EVAL03,V06,BASELINE,clean,7.5918488,passed,
V2EVAL03_V06_BASELINE_exposed,V2EVAL03,V06,BASELINE,exposed,12.1354301,passed,
V2EVAL03_V06_EM_ONLY_clean,V2EVAL03,V06,EM_ONLY,clean,7.0971237,passed,
V2EVAL03_V06_EM_ONLY_exposed,V2EVAL03,V06,EM_ONLY,exposed,12.7400948,passed,
V2EVAL03_V06_SW_ONLY_clean,V2EVAL03,V06,SW_ONLY,clean,9.9363342,passed,
V2EVAL03_V06_SW_ONLY_exposed,V2EVAL03,V06,SW_ONLY,exposed,13.5295269,passed,
V2EVAL03_V06_COMBINED_clean,V2EVAL03,V06,COMBINED,clean,9.3137247,passed,
V2EVAL03_V06_COMBINED_exposed,V2EVAL03,V06,COMBINED,exposed,12.0606168,passed,
V2EVAL04_V06_BASELINE_clean,V2EVAL04,V06,BASELINE,clean,7.863395,passed,
V2EVAL04_V06_BASELINE_exposed,V2EVAL04,V06,BASELINE,exposed,11.1457011,passed,
V2EVAL04_V06_EM_ONLY_clean,V2EVAL04,V06,EM_ONLY,clean,7.4137768,passed,
V2EVAL04_V06_EM_ONLY_exposed,V2EVAL04,V06,EM_ONLY,exposed,11.38608,passed,
V2EVAL04_V06_SW_ONLY_clean,V2EVAL04,V06,SW_ONLY,clean,10.4745222,passed,
V2EVAL04_V06_SW_ONLY_exposed,V2EVAL04,V06,SW_ONLY,exposed,11.1713625,passed,
V2EVAL04_V06_COMBINED_clean,V2EVAL04,V06,COMBINED,clean,10.3251029,passed,
V2EVAL04_V06_COMBINED_exposed,V2EVAL04,V06,COMBINED,exposed,12.9329786,passed,
V2EVAL05_V06_BASELINE_clean,V2EVAL05,V06,BASELINE,clean,7.0394802,passed,
V2EVAL05_V06_BASELINE_exposed,V2EVAL05,V06,BASELINE,exposed,10.4550645,passed,
V2EVAL05_V06_EM_ONLY_clean,V2EVAL05,V06,EM_ONLY,clean,7.8868904,passed,
V2EVAL05_V06_EM_ONLY_exposed,V2EVAL05,V06,EM_ONLY,exposed,11.0191733,passed,
V2EVAL05_V06_SW_ONLY_clean,V2EVAL05,V06,SW_ONLY,clean,10.6800582,passed,
V2EVAL05_V06_SW_ONLY_exposed,V2EVAL05,V06,SW_ONLY,exposed,13.2173295,passed,
V2EVAL05_V06_COMBINED_clean,V2EVAL05,V06,COMBINED,clean,10.2411844,passed,
V2EVAL05_V06_COMBINED_exposed,V2EVAL05,V06,COMBINED,exposed,12.728776,passed,
V2EVAL06_V06_BASELINE_clean,V2EVAL06,V06,BASELINE,clean,7.8735062,passed,
V2EVAL06_V06_BASELINE_exposed,V2EVAL06,V06,BASELINE,exposed,11.3915125,passed,
V2EVAL06_V06_EM_ONLY_clean,V2EVAL06,V06,EM_ONLY,clean,8.1536572,passed,
V2EVAL06_V06_EM_ONLY_exposed,V2EVAL06,V06,EM_ONLY,exposed,11.160995,passed,
V2EVAL06_V06_SW_ONLY_clean,V2EVAL06,V06,SW_ONLY,clean,10.1726212,passed,
