Record,Fixture,Variant,Arm,Kind,Elapsed_s,Status,Error
V2EVAL06_V06_SW_ONLY_exposed,V2EVAL06,V06,SW_ONLY,exposed,12.6582,passed,
V2EVAL06_V06_COMBINED_clean,V2EVAL06,V06,COMBINED,clean,10.1248807,passed,
V2EVAL06_V06_COMBINED_exposed,V2EVAL06,V06,COMBINED,exposed,13.9325356,passed,
V2EVAL07_V06_BASELINE_clean,V2EVAL07,V06,BASELINE,clean,7.4754491,passed,
V2EVAL07_V06_BASELINE_exposed,V2EVAL07,V06,BASELINE,exposed,10.5151026,passed,
V2EVAL07_V06_EM_ONLY_clean,V2EVAL07,V06,EM_ONLY,clean,7.5509242,passed,
V2EVAL07_V06_EM_ONLY_exposed,V2EVAL07,V06,EM_ONLY,exposed,10.1521785,passed,
V2EVAL07_V06_SW_ONLY_clean,V2EVAL07,V06,SW_ONLY,clean,9.3149029,passed,
V2EVAL07_V06_SW_ONLY_exposed,V2EVAL07,V06,SW_ONLY,exposed,11.9143,passed,
V2EVAL07_V06_COMBINED_clean,V2EVAL07,V06,COMBINED,clean,9.4768817,passed,
V2EVAL07_V06_COMBINED_exposed,V2EVAL07,V06,COMBINED,exposed,12.6729284,passed,
V2EVAL08_V06_BASELINE_clean,V2EVAL08,V06,BASELINE,clean,6.8316917,passed,
V2EVAL08_V06_BASELINE_exposed,V2EVAL08,V06,BASELINE,exposed,11.1975121,passed,
V2EVAL08_V06_EM_ONLY_clean,V2EVAL08,V06,EM_ONLY,clean,7.048246,passed,
V2EVAL08_V06_EM_ONLY_exposed,V2EVAL08,V06,EM_ONLY,exposed,9.4784014,passed,
V2EVAL08_V06_SW_ONLY_clean,V2EVAL08,V06,SW_ONLY,clean,8.8620647,passed,
V2EVAL08_V06_SW_ONLY_exposed,V2EVAL08,V06,SW_ONLY,exposed,12.643853,passed,
V2EVAL08_V06_COMBINED_clean,V2EVAL08,V06,COMBINED,clean,9.6761428,passed,
V2EVAL08_V06_COMBINED_exposed,V2EVAL08,V06,COMBINED,exposed,13.6200127,passed,
V2EVAL09_V06_BASELINE_clean,V2EVAL09,V06,BASELINE,clean,7.1184987,passed,
V2EVAL09_V06_BASELINE_exposed,V2EVAL09,V06,BASELINE,exposed,11.3585084,passed,
V2EVAL09_V06_EM_ONLY_clean,V2EVAL09,V06,EM_ONLY,clean,7.2424431,passed,
V2EVAL09_V06_EM_ONLY_exposed,V2EVAL09,V06,EM_ONLY,exposed,9.949159,passed,
V2EVAL09_V06_SW_ONLY_clean,V2EVAL09,V06,SW_ONLY,clean,9.1518264,passed,
V2EVAL09_V06_SW_ONLY_exposed,V2EVAL09,V06,SW_ONLY,exposed,12.5941058,passed,
V2EVAL09_V06_COMBINED_clean,V2EVAL09,V06,COMBINED,clean,9.203838,passed,
V2EVAL09_V06_COMBINED_exposed,V2EVAL09,V06,COMBINED,exposed,15.7171934,passed,
V2EVAL10_V06_BASELINE_clean,V2EVAL10,V06,BASELINE,clean,10.3118324,passed,
V2EVAL10_V06_BASELINE_exposed,V2EVAL10,V06,BASELINE,exposed,15.4027405,passed,
V2EVAL10_V06_EM_ONLY_clean,V2EVAL10,V06,EM_ONLY,clean,10.0692522,passed,
V2EVAL10_V06_EM_ONLY_exposed,V2EVAL10,V06,EM_ONLY,exposed,14.7459088,passed,
V2EVAL10_V06_SW_ONLY_clean,V2EVAL10,V06,SW_ONLY,clean,9.6966725,passed,
V2EVAL10_V06_SW_ONLY_exposed,V2EVAL10,V06,SW_ONLY,exposed,12.6981783,passed,
V2EVAL10_V06_COMBINED_clean,V2EVAL10,V06,COMBINED,clean,9.3507797,passed,
V2EVAL10_V06_COMBINED_exposed,V2EVAL10,V06,COMBINED,exposed,12.7082452,passed,
V2EVAL11_V06_BASELINE_clean,V2EVAL11,V06,BASELINE,clean,7.3146038,passed,
V2EVAL11_V06_BASELINE_exposed,V2EVAL11,V06,BASELINE,exposed,11.7722702,passed,
V2EVAL11_V06_EM_ONLY_clean,V2EVAL11,V06,EM_ONLY,clean,7.7058948,passed,
V2EVAL11_V06_EM_ONLY_exposed,V2EVAL11,V06,EM_ONLY,exposed,10.9957151,passed,
V2EVAL11_V06_SW_ONLY_clean,V2EVAL11,V06,SW_ONLY,clean,9.6814457,passed,
V2EVAL11_V06_SW_ONLY_exposed,V2EVAL11,V06,SW_ONLY,exposed,11.3796867,passed,
V2EVAL11_V06_COMBINED_clean,V2EVAL11,V06,COMBINED,clean,8.6679798,passed,
V2EVAL11_V06_COMBINED_exposed,V2EVAL11,V06,COMBINED,exposed,10.192564,passed,
V2EVAL12_V06_BASELINE_clean,V2EVAL12,V06,BASELINE,clean,6.6452737,passed,
V2EVAL12_V06_BASELINE_exposed,V2EVAL12,V06,BASELINE,exposed,11.364694,passed,
V2EVAL12_V06_EM_ONLY_clean,V2EVAL12,V06,EM_ONLY,clean,7.2022257,passed,
V2EVAL12_V06_EM_ONLY_exposed,V2EVAL12,V06,EM_ONLY,exposed,11.0927792,passed,
V2EVAL12_V06_SW_ONLY_clean,V2EVAL12,V06,SW_ONLY,clean,9.131031,passed,
V2EVAL12_V06_SW_ONLY_exposed,V2EVAL12,V06,SW_ONLY,exposed,12.8428118,passed,
V2EVAL12_V06_COMBINED_clean,V2EVAL12,V06,COMBINED,clean,8.9336447,passed,
V2EVAL12_V06_COMBINED_exposed,V2EVAL12,V06,COMBINED,exposed,11.59026,passed,
V2EVAL01_V07_BASELINE_clean,V2EVAL01,V07,BASELINE,clean,16.7988777,passed,
V2EVAL01_V07_BASELINE_exposed,V2EVAL01,V07,BASELINE,exposed,17.5952717,passed,
V2EVAL01_V07_EM_ONLY_clean,V2EVAL01,V07,EM_ONLY,clean,12.0667543,passed,
V2EVAL01_V07_EM_ONLY_exposed,V2EVAL01,V07,EM_ONLY,exposed,15.6740382,passed,
V2EVAL01_V07_SW_ONLY_clean,V2EVAL01,V07,SW_ONLY,clean,13.8973222,passed,
V2EVAL01_V07_SW_ONLY_exposed,V2EVAL01,V07,SW_ONLY,exposed,16.451837,passed,
V2EVAL01_V07_COMBINED_clean,V2EVAL01,V07,COMBINED,clean,11.5972419,passed,
V2EVAL01_V07_COMBINED_exposed,V2EVAL01,V07,COMBINED,exposed,15.6008692,passed,
V2EVAL02_V07_BASELINE_clean,V2EVAL02,V07,BASELINE,clean,9.0900544,passed,
V2EVAL02_V07_BASELINE_exposed,V2EVAL02,V07,BASELINE,exposed,13.9241568,passed,
V2EVAL02_V07_EM_ONLY_clean,V2EVAL02,V07,EM_ONLY,clean,9.1546217,passed,
V2EVAL02_V07_EM_ONLY_exposed,V2EVAL02,V07,EM_ONLY,exposed,12.8886647,passed,
V2EVAL02_V07_SW_ONLY_clean,V2EVAL02,V07,SW_ONLY,clean,10.731541,passed,
V2EVAL02_V07_SW_ONLY_exposed,V2EVAL02,V07,SW_ONLY,exposed,14.517486,passed,
V2EVAL02_V07_COMBINED_clean,V2EVAL02,V07,COMBINED,clean,10.0870066,passed,
V2EVAL02_V07_COMBINED_exposed,V2EVAL02,V07,COMBINED,exposed,13.9861806,passed,
V2EVAL03_V07_BASELINE_clean,V2EVAL03,V07,BASELINE,clean,7.8669574,passed,
V2EVAL03_V07_BASELINE_exposed,V2EVAL03,V07,BASELINE,exposed,12.0240918,passed,
V2EVAL03_V07_EM_ONLY_clean,V2EVAL03,V07,EM_ONLY,clean,7.4293305,passed,
V2EVAL03_V07_EM_ONLY_exposed,V2EVAL03,V07,EM_ONLY,exposed,13.1349788,passed,
V2EVAL03_V07_SW_ONLY_clean,V2EVAL03,V07,SW_ONLY,clean,10.3685337,passed,
V2EVAL03_V07_SW_ONLY_exposed,V2EVAL03,V07,SW_ONLY,exposed,13.6834386,passed,
V2EVAL03_V07_COMBINED_clean,V2EVAL03,V07,COMBINED,clean,9.3060273,passed,
V2EVAL03_V07_COMBINED_exposed,V2EVAL03,V07,COMBINED,exposed,12.2235956,passed,
V2EVAL04_V07_BASELINE_clean,V2EVAL04,V07,BASELINE,clean,8.1010545,passed,
V2EVAL04_V07_BASELINE_exposed,V2EVAL04,V07,BASELINE,exposed,11.9705036,passed,
V2EVAL04_V07_EM_ONLY_clean,V2EVAL04,V07,EM_ONLY,clean,7.9821504,passed,
V2EVAL04_V07_EM_ONLY_exposed,V2EVAL04,V07,EM_ONLY,exposed,12.1310197,passed,
V2EVAL04_V07_SW_ONLY_clean,V2EVAL04,V07,SW_ONLY,clean,9.4463718,passed,
V2EVAL04_V07_SW_ONLY_exposed,V2EVAL04,V07,SW_ONLY,exposed,11.9584076,passed,
V2EVAL04_V07_COMBINED_clean,V2EVAL04,V07,COMBINED,clean,10.5927449,passed,
V2EVAL04_V07_COMBINED_exposed,V2EVAL04,V07,COMBINED,exposed,13.5250058,passed,
V2EVAL05_V07_BASELINE_clean,V2EVAL05,V07,BASELINE,clean,7.300052,passed,
V2EVAL05_V07_BASELINE_exposed,V2EVAL05,V07,BASELINE,exposed,10.5645203,passed,
V2EVAL05_V07_EM_ONLY_clean,V2EVAL05,V07,EM_ONLY,clean,6.3909118,passed,
V2EVAL05_V07_EM_ONLY_exposed,V2EVAL05,V07,EM_ONLY,exposed,12.5678791,passed,
V2EVAL05_V07_SW_ONLY_clean,V2EVAL05,V07,SW_ONLY,clean,9.8392929,passed,
V2EVAL05_V07_SW_ONLY_exposed,V2EVAL05,V07,SW_ONLY,exposed,13.6165599,passed,
V2EVAL05_V07_COMBINED_clean,V2EVAL05,V07,COMBINED,clean,9.9154782,passed,
V2EVAL05_V07_COMBINED_exposed,V2EVAL05,V07,COMBINED,exposed,12.4494827,passed,
V2EVAL06_V07_BASELINE_clean,V2EVAL06,V07,BASELINE,clean,8.2648592,passed,
V2EVAL06_V07_BASELINE_exposed,V2EVAL06,V07,BASELINE,exposed,12.0492635,passed,
V2EVAL06_V07_EM_ONLY_clean,V2EVAL06,V07,EM_ONLY,clean,7.4602015,passed,
V2EVAL06_V07_EM_ONLY_exposed,V2EVAL06,V07,EM_ONLY,exposed,12.2794092,passed,
V2EVAL06_V07_SW_ONLY_clean,V2EVAL06,V07,SW_ONLY,clean,9.5811946,passed,
V2EVAL06_V07_SW_ONLY_exposed,V2EVAL06,V07,SW_ONLY,exposed,13.7323066,passed,
V2EVAL06_V07_COMBINED_clean,V2EVAL06,V07,COMBINED,clean,11.051378,passed,
V2EVAL06_V07_COMBINED_exposed,V2EVAL06,V07,COMBINED,exposed,12.7213591,passed,
V2EVAL07_V07_BASELINE_clean,V2EVAL07,V07,BASELINE,clean,7.1379935,passed,
V2EVAL07_V07_BASELINE_exposed,V2EVAL07,V07,BASELINE,exposed,10.4947365,passed,
V2EVAL07_V07_EM_ONLY_clean,V2EVAL07,V07,EM_ONLY,clean,6.2957028,passed,
V2EVAL07_V07_EM_ONLY_exposed,V2EVAL07,V07,EM_ONLY,exposed,10.7160222,passed,
V2EVAL07_V07_SW_ONLY_clean,V2EVAL07,V07,SW_ONLY,clean,9.2825369,passed,
V2EVAL07_V07_SW_ONLY_exposed,V2EVAL07,V07,SW_ONLY,exposed,11.5867328,passed,
V2EVAL07_V07_COMBINED_clean,V2EVAL07,V07,COMBINED,clean,9.5921846,passed,
V2EVAL07_V07_COMBINED_exposed,V2EVAL07,V07,COMBINED,exposed,12.453537,passed,
V2EVAL08_V07_BASELINE_clean,V2EVAL08,V07,BASELINE,clean,7.1167698,passed,
V2EVAL08_V07_BASELINE_exposed,V2EVAL08,V07,BASELINE,exposed,10.6910607,passed,
V2EVAL08_V07_EM_ONLY_clean,V2EVAL08,V07,EM_ONLY,clean,7.5882268,passed,
V2EVAL08_V07_EM_ONLY_exposed,V2EVAL08,V07,EM_ONLY,exposed,10.0118305,passed,
V2EVAL08_V07_SW_ONLY_clean,V2EVAL08,V07,SW_ONLY,clean,9.2573434,passed,
V2EVAL08_V07_SW_ONLY_exposed,V2EVAL08,V07,SW_ONLY,exposed,12.9685592,passed,
V2EVAL08_V07_COMBINED_clean,V2EVAL08,V07,COMBINED,clean,10.6667077,passed,
V2EVAL08_V07_COMBINED_exposed,V2EVAL08,V07,COMBINED,exposed,13.1468189,passed,
V2EVAL09_V07_BASELINE_clean,V2EVAL09,V07,BASELINE,clean,7.4839876,passed,
V2EVAL09_V07_BASELINE_exposed,V2EVAL09,V07,BASELINE,exposed,11.4045805,passed,
V2EVAL09_V07_EM_ONLY_clean,V2EVAL09,V07,EM_ONLY,clean,7.0424973,passed,
V2EVAL09_V07_EM_ONLY_exposed,V2EVAL09,V07,EM_ONLY,exposed,10.0656836,passed,
V2EVAL09_V07_SW_ONLY_clean,V2EVAL09,V07,SW_ONLY,clean,9.2023389,passed,
V2EVAL09_V07_SW_ONLY_exposed,V2EVAL09,V07,SW_ONLY,exposed,12.799944,passed,
V2EVAL09_V07_COMBINED_clean,V2EVAL09,V07,COMBINED,clean,9.3678416,passed,
V2EVAL09_V07_COMBINED_exposed,V2EVAL09,V07,COMBINED,exposed,17.7069593,passed,
V2EVAL10_V07_BASELINE_clean,V2EVAL10,V07,BASELINE,clean,10.1859708,passed,
V2EVAL10_V07_BASELINE_exposed,V2EVAL10,V07,BASELINE,exposed,15.4389282,passed,
V2EVAL10_V07_EM_ONLY_clean,V2EVAL10,V07,EM_ONLY,clean,9.901125,passed,
V2EVAL10_V07_EM_ONLY_exposed,V2EVAL10,V07,EM_ONLY,exposed,13.6327665,passed,
V2EVAL10_V07_SW_ONLY_clean,V2EVAL10,V07,SW_ONLY,clean,9.655939,passed,
V2EVAL10_V07_SW_ONLY_exposed,V2EVAL10,V07,SW_ONLY,exposed,12.6777926,passed,
V2EVAL10_V07_COMBINED_clean,V2EVAL10,V07,COMBINED,clean,9.0712169,passed,
V2EVAL10_V07_COMBINED_exposed,V2EVAL10,V07,COMBINED,exposed,12.9629399,passed,
V2EVAL11_V07_BASELINE_clean,V2EVAL11,V07,BASELINE,clean,8.0727712,passed,
V2EVAL11_V07_BASELINE_exposed,V2EVAL11,V07,BASELINE,exposed,11.4216091,passed,
V2EVAL11_V07_EM_ONLY_clean,V2EVAL11,V07,EM_ONLY,clean,6.7316799,passed,
V2EVAL11_V07_EM_ONLY_exposed,V2EVAL11,V07,EM_ONLY,exposed,11.317168,passed,
V2EVAL11_V07_SW_ONLY_clean,V2EVAL11,V07,SW_ONLY,clean,9.3430928,passed,
V2EVAL11_V07_SW_ONLY_exposed,V2EVAL11,V07,SW_ONLY,exposed,12.2336594,passed,
V2EVAL11_V07_COMBINED_clean,V2EVAL11,V07,COMBINED,clean,7.5988987,passed,
V2EVAL11_V07_COMBINED_exposed,V2EVAL11,V07,COMBINED,exposed,12.0027202,passed,
V2EVAL12_V07_BASELINE_clean,V2EVAL12,V07,BASELINE,clean,7.3033036,passed,
V2EVAL12_V07_BASELINE_exposed,V2EVAL12,V07,BASELINE,exposed,11.7930839,passed,
V2EVAL12_V07_EM_ONLY_clean,V2EVAL12,V07,EM_ONLY,clean,7.2934499,passed,
V2EVAL12_V07_EM_ONLY_exposed,V2EVAL12,V07,EM_ONLY,exposed,10.6301453,passed,
V2EVAL12_V07_SW_ONLY_clean,V2EVAL12,V07,SW_ONLY,clean,9.0034083,passed,
V2EVAL12_V07_SW_ONLY_exposed,V2EVAL12,V07,SW_ONLY,exposed,12.7136867,passed,
V2EVAL12_V07_COMBINED_clean,V2EVAL12,V07,COMBINED,clean,8.7457716,passed,
V2EVAL12_V07_COMBINED_exposed,V2EVAL12,V07,COMBINED,exposed,10.2957807,passed,
V2EVAL01_V08_BASELINE_clean,V2EVAL01,V08,BASELINE,clean,16.6378298,passed,
V2EVAL01_V08_BASELINE_exposed,V2EVAL01,V08,BASELINE,exposed,16.8466156,passed,
V2EVAL01_V08_EM_ONLY_clean,V2EVAL01,V08,EM_ONLY,clean,11.9501267,passed,
V2EVAL01_V08_EM_ONLY_exposed,V2EVAL01,V08,EM_ONLY,exposed,15.2296376,passed,
V2EVAL01_V08_SW_ONLY_clean,V2EVAL01,V08,SW_ONLY,clean,13.4910993,passed,
V2EVAL01_V08_SW_ONLY_exposed,V2EVAL01,V08,SW_ONLY,exposed,16.1554459,passed,
V2EVAL01_V08_COMBINED_clean,V2EVAL01,V08,COMBINED,clean,10.8544902,passed,
V2EVAL01_V08_COMBINED_exposed,V2EVAL01,V08,COMBINED,exposed,15.8617734,passed,
V2EVAL02_V08_BASELINE_clean,V2EVAL02,V08,BASELINE,clean,8.3292095,passed,
V2EVAL02_V08_BASELINE_exposed,V2EVAL02,V08,BASELINE,exposed,13.6302682,passed,
V2EVAL02_V08_EM_ONLY_clean,V2EVAL02,V08,EM_ONLY,clean,9.5225301,passed,
V2EVAL02_V08_EM_ONLY_exposed,V2EVAL02,V08,EM_ONLY,exposed,13.0708005,passed,
V2EVAL02_V08_SW_ONLY_clean,V2EVAL02,V08,SW_ONLY,clean,10.1027278,passed,
V2EVAL02_V08_SW_ONLY_exposed,V2EVAL02,V08,SW_ONLY,exposed,13.9751091,passed,
V2EVAL02_V08_COMBINED_clean,V2EVAL02,V08,COMBINED,clean,9.9845248,passed,
V2EVAL02_V08_COMBINED_exposed,V2EVAL02,V08,COMBINED,exposed,14.9345522,passed,
V2EVAL03_V08_BASELINE_clean,V2EVAL03,V08,BASELINE,clean,7.8154373,passed,
V2EVAL03_V08_BASELINE_exposed,V2EVAL03,V08,BASELINE,exposed,11.6519996,passed,
V2EVAL03_V08_EM_ONLY_clean,V2EVAL03,V08,EM_ONLY,clean,7.5955516,passed,
V2EVAL03_V08_EM_ONLY_exposed,V2EVAL03,V08,EM_ONLY,exposed,12.0645654,passed,
V2EVAL03_V08_SW_ONLY_clean,V2EVAL03,V08,SW_ONLY,clean,10.0427339,passed,
V2EVAL03_V08_SW_ONLY_exposed,V2EVAL03,V08,SW_ONLY,exposed,13.4242142,passed,
V2EVAL03_V08_COMBINED_clean,V2EVAL03,V08,COMBINED,clean,9.8747441,passed,
V2EVAL03_V08_COMBINED_exposed,V2EVAL03,V08,COMBINED,exposed,13.059359,passed,
V2EVAL04_V08_BASELINE_clean,V2EVAL04,V08,BASELINE,clean,7.8615753,passed,
V2EVAL04_V08_BASELINE_exposed,V2EVAL04,V08,BASELINE,exposed,11.954466,passed,
V2EVAL04_V08_EM_ONLY_clean,V2EVAL04,V08,EM_ONLY,clean,7.6421615,passed,
V2EVAL04_V08_EM_ONLY_exposed,V2EVAL04,V08,EM_ONLY,exposed,11.2667862,passed,
V2EVAL04_V08_SW_ONLY_clean,V2EVAL04,V08,SW_ONLY,clean,10.349544,passed,
V2EVAL04_V08_SW_ONLY_exposed,V2EVAL04,V08,SW_ONLY,exposed,11.3649673,passed,
V2EVAL04_V08_COMBINED_clean,V2EVAL04,V08,COMBINED,clean,9.9941687,passed,
V2EVAL04_V08_COMBINED_exposed,V2EVAL04,V08,COMBINED,exposed,13.1563533,passed,
V2EVAL05_V08_BASELINE_clean,V2EVAL05,V08,BASELINE,clean,7.3627787,passed,
V2EVAL05_V08_BASELINE_exposed,V2EVAL05,V08,BASELINE,exposed,10.5277635,passed,
V2EVAL05_V08_EM_ONLY_clean,V2EVAL05,V08,EM_ONLY,clean,7.6033071,passed,
V2EVAL05_V08_EM_ONLY_exposed,V2EVAL05,V08,EM_ONLY,exposed,10.6914424,passed,
V2EVAL05_V08_SW_ONLY_clean,V2EVAL05,V08,SW_ONLY,clean,10.9233181,passed,
V2EVAL05_V08_SW_ONLY_exposed,V2EVAL05,V08,SW_ONLY,exposed,12.0702758,passed,
V2EVAL05_V08_COMBINED_clean,V2EVAL05,V08,COMBINED,clean,10.6685188,passed,
V2EVAL05_V08_COMBINED_exposed,V2EVAL05,V08,COMBINED,exposed,12.942098,passed,
V2EVAL06_V08_BASELINE_clean,V2EVAL06,V08,BASELINE,clean,7.7980328,passed,
V2EVAL06_V08_BASELINE_exposed,V2EVAL06,V08,BASELINE,exposed,11.337907,passed,
V2EVAL06_V08_EM_ONLY_clean,V2EVAL06,V08,EM_ONLY,clean,7.9716769,passed,
V2EVAL06_V08_EM_ONLY_exposed,V2EVAL06,V08,EM_ONLY,exposed,11.3797742,passed,
V2EVAL06_V08_SW_ONLY_clean,V2EVAL06,V08,SW_ONLY,clean,10.0817002,passed,
V2EVAL06_V08_SW_ONLY_exposed,V2EVAL06,V08,SW_ONLY,exposed,12.9060255,passed,
V2EVAL06_V08_COMBINED_clean,V2EVAL06,V08,COMBINED,clean,9.590891,passed,
V2EVAL06_V08_COMBINED_exposed,V2EVAL06,V08,COMBINED,exposed,14.1541496,passed,
V2EVAL07_V08_BASELINE_clean,V2EVAL07,V08,BASELINE,clean,7.2841736,passed,
V2EVAL07_V08_BASELINE_exposed,V2EVAL07,V08,BASELINE,exposed,10.1753542,passed,
V2EVAL07_V08_EM_ONLY_clean,V2EVAL07,V08,EM_ONLY,clean,7.6360991,passed,
V2EVAL07_V08_EM_ONLY_exposed,V2EVAL07,V08,EM_ONLY,exposed,9.7871254,passed,
V2EVAL07_V08_SW_ONLY_clean,V2EVAL07,V08,SW_ONLY,clean,9.3336283,passed,
V2EVAL07_V08_SW_ONLY_exposed,V2EVAL07,V08,SW_ONLY,exposed,11.7868745,passed,
V2EVAL07_V08_COMBINED_clean,V2EVAL07,V08,COMBINED,clean,8.7996797,passed,
V2EVAL07_V08_COMBINED_exposed,V2EVAL07,V08,COMBINED,exposed,12.6851963,passed,
V2EVAL08_V08_BASELINE_clean,V2EVAL08,V08,BASELINE,clean,6.930742,passed,
V2EVAL08_V08_BASELINE_exposed,V2EVAL08,V08,BASELINE,exposed,10.643283,passed,
V2EVAL08_V08_EM_ONLY_clean,V2EVAL08,V08,EM_ONLY,clean,7.2225855,passed,
V2EVAL08_V08_EM_ONLY_exposed,V2EVAL08,V08,EM_ONLY,exposed,10.545006,passed,
V2EVAL08_V08_SW_ONLY_clean,V2EVAL08,V08,SW_ONLY,clean,8.7751723,passed,
V2EVAL08_V08_SW_ONLY_exposed,V2EVAL08,V08,SW_ONLY,exposed,13.1782589,passed,
V2EVAL08_V08_COMBINED_clean,V2EVAL08,V08,COMBINED,clean,9.2399916,passed,
V2EVAL08_V08_COMBINED_exposed,V2EVAL08,V08,COMBINED,exposed,14.7461971,passed,
V2EVAL09_V08_BASELINE_clean,V2EVAL09,V08,BASELINE,clean,7.2186097,passed,
V2EVAL09_V08_BASELINE_exposed,V2EVAL09,V08,BASELINE,exposed,11.7601115,passed,
V2EVAL09_V08_EM_ONLY_clean,V2EVAL09,V08,EM_ONLY,clean,7.2770531,passed,
V2EVAL09_V08_EM_ONLY_exposed,V2EVAL09,V08,EM_ONLY,exposed,10.1421251,passed,
V2EVAL09_V08_SW_ONLY_clean,V2EVAL09,V08,SW_ONLY,clean,8.9898791,passed,
V2EVAL09_V08_SW_ONLY_exposed,V2EVAL09,V08,SW_ONLY,exposed,12.4516899,passed,
V2EVAL09_V08_COMBINED_clean,V2EVAL09,V08,COMBINED,clean,9.1964016,passed,
V2EVAL09_V08_COMBINED_exposed,V2EVAL09,V08,COMBINED,exposed,14.3478961,passed,
V2EVAL10_V08_BASELINE_clean,V2EVAL10,V08,BASELINE,clean,10.0417623,passed,
V2EVAL10_V08_BASELINE_exposed,V2EVAL10,V08,BASELINE,exposed,15.3350638,passed,
V2EVAL10_V08_EM_ONLY_clean,V2EVAL10,V08,EM_ONLY,clean,10.0389103,passed,
V2EVAL10_V08_EM_ONLY_exposed,V2EVAL10,V08,EM_ONLY,exposed,14.8107017,passed,
V2EVAL10_V08_SW_ONLY_clean,V2EVAL10,V08,SW_ONLY,clean,11.0116191,passed,
V2EVAL10_V08_SW_ONLY_exposed,V2EVAL10,V08,SW_ONLY,exposed,13.2555203,passed,
V2EVAL10_V08_COMBINED_clean,V2EVAL10,V08,COMBINED,clean,8.8397388,passed,
V2EVAL10_V08_COMBINED_exposed,V2EVAL10,V08,COMBINED,exposed,13.6226969,passed,
V2EVAL11_V08_BASELINE_clean,V2EVAL11,V08,BASELINE,clean,7.2203785,passed,
V2EVAL11_V08_BASELINE_exposed,V2EVAL11,V08,BASELINE,exposed,11.7481107,passed,
V2EVAL11_V08_EM_ONLY_clean,V2EVAL11,V08,EM_ONLY,clean,7.4688448,passed,
V2EVAL11_V08_EM_ONLY_exposed,V2EVAL11,V08,EM_ONLY,exposed,10.801281,passed,
V2EVAL11_V08_SW_ONLY_clean,V2EVAL11,V08,SW_ONLY,clean,9.9281228,passed,
V2EVAL11_V08_SW_ONLY_exposed,V2EVAL11,V08,SW_ONLY,exposed,11.8771188,passed,
V2EVAL11_V08_COMBINED_clean,V2EVAL11,V08,COMBINED,clean,8.6120355,passed,
V2EVAL11_V08_COMBINED_exposed,V2EVAL11,V08,COMBINED,exposed,10.3214045,passed,
V2EVAL12_V08_BASELINE_clean,V2EVAL12,V08,BASELINE,clean,6.9678866,passed,
V2EVAL12_V08_BASELINE_exposed,V2EVAL12,V08,BASELINE,exposed,11.232033,passed,
V2EVAL12_V08_EM_ONLY_clean,V2EVAL12,V08,EM_ONLY,clean,6.9954754,passed,
V2EVAL12_V08_EM_ONLY_exposed,V2EVAL12,V08,EM_ONLY,exposed,11.0141499,passed,
V2EVAL12_V08_SW_ONLY_clean,V2EVAL12,V08,SW_ONLY,clean,8.6636335,passed,
V2EVAL12_V08_SW_ONLY_exposed,V2EVAL12,V08,SW_ONLY,exposed,13.1486023,passed,
V2EVAL12_V08_COMBINED_clean,V2EVAL12,V08,COMBINED,clean,8.3558681,passed,
V2EVAL12_V08_COMBINED_exposed,V2EVAL12,V08,COMBINED,exposed,12.362093,passed,
V2EVAL01_V09_BASELINE_clean,V2EVAL01,V09,BASELINE,clean,15.6838319,passed,
V2EVAL01_V09_BASELINE_exposed,V2EVAL01,V09,BASELINE,exposed,16.809314,passed,
V2EVAL01_V09_EM_ONLY_clean,V2EVAL01,V09,EM_ONLY,clean,12.3897619,passed,
V2EVAL01_V09_EM_ONLY_exposed,V2EVAL01,V09,EM_ONLY,exposed,15.0475134,passed,
V2EVAL01_V09_SW_ONLY_clean,V2EVAL01,V09,SW_ONLY,clean,13.8725455,passed,
V2EVAL01_V09_SW_ONLY_exposed,V2EVAL01,V09,SW_ONLY,exposed,15.5118322,passed,
V2EVAL01_V09_COMBINED_clean,V2EVAL01,V09,COMBINED,clean,10.9976377,passed,
V2EVAL01_V09_COMBINED_exposed,V2EVAL01,V09,COMBINED,exposed,16.6919105,passed,
V2EVAL02_V09_BASELINE_clean,V2EVAL02,V09,BASELINE,clean,8.8555987,passed,
V2EVAL02_V09_BASELINE_exposed,V2EVAL02,V09,BASELINE,exposed,13.8934318,passed,
V2EVAL02_V09_EM_ONLY_clean,V2EVAL02,V09,EM_ONLY,clean,9.336675,passed,
V2EVAL02_V09_EM_ONLY_exposed,V2EVAL02,V09,EM_ONLY,exposed,13.2712331,passed,
V2EVAL02_V09_SW_ONLY_clean,V2EVAL02,V09,SW_ONLY,clean,10.9715751,passed,
V2EVAL02_V09_SW_ONLY_exposed,V2EVAL02,V09,SW_ONLY,exposed,13.7606401,passed,
V2EVAL02_V09_COMBINED_clean,V2EVAL02,V09,COMBINED,clean,10.5882395,passed,
V2EVAL02_V09_COMBINED_exposed,V2EVAL02,V09,COMBINED,exposed,13.8090856,passed,
V2EVAL03_V09_BASELINE_clean,V2EVAL03,V09,BASELINE,clean,7.8214146,passed,
V2EVAL03_V09_BASELINE_exposed,V2EVAL03,V09,BASELINE,exposed,11.8463638,passed,
V2EVAL03_V09_EM_ONLY_clean,V2EVAL03,V09,EM_ONLY,clean,7.2090631,passed,
V2EVAL03_V09_EM_ONLY_exposed,V2EVAL03,V09,EM_ONLY,exposed,12.1683014,passed,
V2EVAL03_V09_SW_ONLY_clean,V2EVAL03,V09,SW_ONLY,clean,10.2232243,passed,
