Case,Variant,CoarseStep_ns,FineStep_ns,VoltageError_V,DifferentialError_V,ThresholdSequenceExact,ThresholdTimeError_ns,ComparatorSequenceExact,ComparatorTimeError_ns,OutputSequenceExact,OutputTimeError_ns,DecoderSequenceExact,DecoderTimeError_ns,VirtualCountsExact,Pass
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.5,0.25,7.70542282424458e-07,8.38583416040706e-08,1,1.87490742874739e-08,1,3.10352871873976e-09,1,3.10352871873976e-09,1,3.10352871873976e-09,1,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.5,0.25,7.70542282424458e-07,8.38583416040706e-08,1,1.87490742874739e-08,1,3.10352871873976e-09,1,3.10352871873976e-09,1,3.10352871873976e-09,1,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.5,0.25,7.70542282424458e-07,8.38583416040706e-08,1,1.87490742874739e-08,1,3.10352871873976e-09,1,3.10352871873976e-09,1,3.10352871873976e-09,1,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_25ns_transport,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.93801138331784e-08,1,6.16894095485307e-09,1,6.16894095485307e-09,1,6.16894095485307e-09,1,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_25ns_inertial,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.93801138331784e-08,1,6.16894095485307e-09,1,6.16894095485307e-09,1,6.16894095485307e-09,1,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_40ns_transport,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.93801138331784e-08,1,6.16894095485307e-09,1,6.16894095485307e-09,1,6.16894095485307e-09,1,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_40ns_inertial,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.93801138331784e-08,1,6.16894095485307e-09,1,6.16894095485307e-09,1,6.16894095485307e-09,1,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_25ns_transport,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,6.90670665191156e-09,1,6.22060996463558e-09,1,6.22060996463558e-09,1,6.22060996463558e-09,1,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_25ns_inertial,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,6.90670665191156e-09,1,6.22060996463558e-09,1,6.22060996463558e-09,1,6.22060996463558e-09,1,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_40ns_transport,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,6.90670665191156e-09,1,6.22060996463558e-09,1,6.22060996463558e-09,1,6.22060996463558e-09,1,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_40ns_inertial,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,6.90670665191156e-09,1,6.22060996463558e-09,1,6.22060996463558e-09,1,6.22060996463558e-09,1,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_25ns_transport,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.69999512513938e-08,1,8.47371760433202e-09,1,8.47371760433202e-09,1,8.47371760433202e-09,1,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_25ns_inertial,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.69999512513938e-08,1,8.47371760433202e-09,1,8.47371760433202e-09,1,8.47371760433202e-09,1,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_40ns_transport,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.69999512513938e-08,1,8.47371760433202e-09,1,8.47371760433202e-09,1,8.47371760433202e-09,1,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_40ns_inertial,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.69999512513938e-08,1,8.47371760433202e-09,1,8.47371760433202e-09,1,8.47371760433202e-09,1,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.62842084109639e-08,1,3.85399991000707e-09,1,3.85399991000707e-09,1,3.85399991000707e-09,1,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.62842084109639e-08,1,3.85399991000707e-09,1,3.85399991000707e-09,1,3.85399991000707e-09,1,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.62842084109639e-08,1,3.85399991000707e-09,1,3.85399991000707e-09,1,3.85399991000707e-09,1,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.25,0.125,1.63564282296136e-06,6.08037584726162e-08,1,1.62842084109639e-08,1,3.85399991000707e-09,1,3.85399991000707e-09,1,3.85399991000707e-09,1,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_transport,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_inertial,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_transport,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_inertial,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_transport,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,6.87706049875766e-09,1,6.87706049875766e-09,1,6.87706049875766e-09,1,6.87706049875766e-09,1,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_inertial,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,6.87706049875766e-09,1,6.87706049875766e-09,1,6.87706049875766e-09,1,6.87706049875766e-09,1,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_transport,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,6.87706049875766e-09,1,6.87706049875766e-09,1,6.87706049875766e-09,1,6.87706049875766e-09,1,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_inertial,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,6.87706049875766e-09,1,6.87706049875766e-09,1,6.87706049875766e-09,1,6.87706049875766e-09,1,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_transport,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_inertial,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_transport,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_inertial,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1.61698589630846e-09,1,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.5,0.25,4.94915275872643e-07,5.07267527982691e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,2.41514504250619e-08,1,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_transport,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_inertial,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_transport,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_inertial,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_transport,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_inertial,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_transport,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_inertial,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,4.02141597203188e-08,1,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_transport,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,8.30261694898665e-09,1,8.30261694898665e-09,1,8.30261694898665e-09,1,8.30261694898665e-09,1,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_inertial,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,8.30261694898665e-09,1,8.30261694898665e-09,1,8.30261694898665e-09,1,8.30261694898665e-09,1,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_transport,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,8.30261694898665e-09,1,8.30261694898665e-09,1,8.30261694898665e-09,1,8.30261694898665e-09,1,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_inertial,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,8.30261694898665e-09,1,8.30261694898665e-09,1,8.30261694898665e-09,1,8.30261694898665e-09,1,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.25,0.125,6.95551671370254e-07,3.85594616236773e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,3.19399183750652e-08,1,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_transport,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,3.46006182689804e-07,1,3.46006182689804e-07,1,3.46006182689804e-07,1,3.46006182689804e-07,1,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_inertial,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,3.46006182689804e-07,1,3.46006182689804e-07,1,3.46006182689804e-07,1,3.46006182689804e-07,1,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_transport,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,3.46006182689804e-07,1,3.46006182689804e-07,1,3.46006182689804e-07,1,3.46006182689804e-07,1,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_inertial,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,3.46006182689804e-07,1,3.46006182689804e-07,1,3.46006182689804e-07,1,3.46006182689804e-07,1,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_transport,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,2.24076636965494e-07,1,2.24076636965494e-07,1,2.24076636965494e-07,1,2.24076636965494e-07,1,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_inertial,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,2.24076636965494e-07,1,2.24076636965494e-07,1,2.24076636965494e-07,1,2.24076636965494e-07,1,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_transport,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,2.24076636965494e-07,1,2.24076636965494e-07,1,2.24076636965494e-07,1,2.24076636965494e-07,1,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_inertial,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,2.24076636965494e-07,1,2.24076636965494e-07,1,2.24076636965494e-07,1,2.24076636965494e-07,1,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_transport,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_inertial,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_transport,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_inertial,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,4.51290683967619e-08,1,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.5,0.25,7.22602867764266e-07,4.29137081425779e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,5.39462578612055e-08,1,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_transport,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,3.45523373909869e-07,1,3.45523373909869e-07,1,3.45523373909869e-07,1,3.45523373909869e-07,1,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_inertial,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,3.45523373909869e-07,1,3.45523373909869e-07,1,3.45523373909869e-07,1,3.45523373909869e-07,1,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_transport,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,3.45523373909869e-07,1,3.45523373909869e-07,1,3.45523373909869e-07,1,3.45523373909869e-07,1,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_inertial,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,3.45523373909869e-07,1,3.45523373909869e-07,1,3.45523373909869e-07,1,3.45523373909869e-07,1,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_transport,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,3.55171502695569e-07,1,3.55171502695569e-07,1,3.55171502695569e-07,1,3.55171502695569e-07,1,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_inertial,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,3.55171502695569e-07,1,3.55171502695569e-07,1,3.55171502695569e-07,1,3.55171502695569e-07,1,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_transport,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,3.55171502695569e-07,1,3.55171502695569e-07,1,3.55171502695569e-07,1,3.55171502695569e-07,1,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_inertial,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,3.55171502695569e-07,1,3.55171502695569e-07,1,3.55171502695569e-07,1,3.55171502695569e-07,1,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_transport,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_inertial,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_transport,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_inertial,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,4.10421344262599e-08,1,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.25,0.125,5.39683444600314e-07,3.97489141601426e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,5.20984554867703e-08,1,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_transport,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_inertial,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_transport,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_inertial,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_transport,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.50382939208371e-09,1,2.50382939208371e-09,1,2.50382939208371e-09,1,2.50382939208371e-09,1,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_inertial,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.50382939208371e-09,1,2.50382939208371e-09,1,2.50382939208371e-09,1,2.50382939208371e-09,1,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_transport,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.50382939208371e-09,1,2.50382939208371e-09,1,2.50382939208371e-09,1,2.50382939208371e-09,1,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_inertial,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.50382939208371e-09,1,2.50382939208371e-09,1,2.50382939208371e-09,1,2.50382939208371e-09,1,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_transport,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.5021353261892e-09,1,2.36830412052302e-09,1,2.36830412052302e-09,1,2.36830412052302e-09,1,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_inertial,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.5021353261892e-09,1,2.36830412052302e-09,1,2.36830412052302e-09,1,2.36830412052302e-09,1,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_transport,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.5021353261892e-09,1,2.36830412052302e-09,1,2.36830412052302e-09,1,2.36830412052302e-09,1,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_inertial,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.5021353261892e-09,1,2.36830412052302e-09,1,2.36830412052302e-09,1,2.36830412052302e-09,1,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.5,0.25,9.07219379620017e-07,6.16671913533651e-08,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,2.53982829234202e-09,1,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_transport,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_inertial,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_transport,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_inertial,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_transport,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,7.18665104097911e-09,1,7.18665104097911e-09,1,7.18665104097911e-09,1,7.18665104097911e-09,1,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_inertial,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,7.18665104097911e-09,1,7.18665104097911e-09,1,7.18665104097911e-09,1,7.18665104097911e-09,1,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_transport,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,7.18665104097911e-09,1,7.18665104097911e-09,1,7.18665104097911e-09,1,7.18665104097911e-09,1,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_inertial,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,7.18665104097911e-09,1,7.18665104097911e-09,1,7.18665104097911e-09,1,7.18665104097911e-09,1,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_transport,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,3.55669134552081e-08,1,3.55669134552081e-08,1,3.55669134552081e-08,1,3.55669134552081e-08,1,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_inertial,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,3.55669134552081e-08,1,3.55669134552081e-08,1,3.55669134552081e-08,1,3.55669134552081e-08,1,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_transport,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,3.55669134552081e-08,1,3.55669134552081e-08,1,3.55669134552081e-08,1,3.55669134552081e-08,1,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_inertial,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,3.55669134552081e-08,1,3.55669134552081e-08,1,3.55669134552081e-08,1,3.55669134552081e-08,1,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1
