Case,Variant,MaxStep_ns,ThresholdSequenceExact,ThresholdTimeError_ns,ComparatorSequenceExact,ComparatorTimeError_ns,OutputSequenceExact,OutputTimeError_ns,DecoderSequenceExact,DecoderTimeError_ns,VirtualCountsExact,NativeDomainPass,ReferenceContinuousDomainPass,DomainAgreement,NativeStressFlag,GrazingUnresolved,Pass
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_inertial,0.5,1,4.15427308980872e-06,1,4.15427308980872e-06,1,4.15427308980872e-06,1,4.15427308980872e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_transport,0.5,1,3.28558701580728e-06,1,3.28558701580728e-06,1,3.28558701580728e-06,1,3.28558701580728e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_inertial,0.5,1,3.28558701580728e-06,1,3.28558701580728e-06,1,3.28558701580728e-06,1,3.28558701580728e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_transport,0.5,1,3.28558701580728e-06,1,3.28558701580728e-06,1,3.28558701580728e-06,1,3.28558701580728e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_inertial,0.5,1,3.28558701580728e-06,1,3.28558701580728e-06,1,3.28558701580728e-06,1,3.28558701580728e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.5,1,3.88588138310877e-06,1,3.88588138310877e-06,1,3.88588138310877e-06,1,3.88588138310877e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.5,1,3.88588138310877e-06,1,3.88588138310877e-06,1,3.88588138310877e-06,1,3.88588138310877e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.5,1,3.88588138310877e-06,1,3.88588138310877e-06,1,3.88588138310877e-06,1,3.88588138310877e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.5,1,3.88588138310877e-06,1,3.88588138310877e-06,1,3.88588138310877e-06,1,3.88588138310877e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_transport,0.25,1,7.10923688828128e-06,1,7.10923688828128e-06,1,7.10923688828128e-06,1,7.10923688828128e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_inertial,0.25,1,7.10923688828128e-06,1,7.10923688828128e-06,1,7.10923688828128e-06,1,7.10923688828128e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_transport,0.25,1,7.10923688828128e-06,1,7.10923688828128e-06,1,7.10923688828128e-06,1,7.10923688828128e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_inertial,0.25,1,7.10923688828128e-06,1,7.10923688828128e-06,1,7.10923688828128e-06,1,7.10923688828128e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_transport,0.25,1,3.94554299578158e-06,1,3.93019645284322e-06,1,3.93019645284322e-06,1,3.93019645284322e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_inertial,0.25,1,3.94554299578158e-06,1,3.93019645284322e-06,1,3.93019645284322e-06,1,3.93019645284322e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_transport,0.25,1,3.94554299578158e-06,1,3.93019645284322e-06,1,3.93019645284322e-06,1,3.93019645284322e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_inertial,0.25,1,3.94554299578158e-06,1,3.93019645284322e-06,1,3.93019645284322e-06,1,3.93019645284322e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_transport,0.25,1,3.24045794741052e-06,1,3.24045794741052e-06,1,3.24045794741052e-06,1,3.24045794741052e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_inertial,0.25,1,3.24045794741052e-06,1,3.24045794741052e-06,1,3.24045794741052e-06,1,3.24045794741052e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_transport,0.25,1,3.24045794741052e-06,1,3.24045794741052e-06,1,3.24045794741052e-06,1,3.24045794741052e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_inertial,0.25,1,3.24045794741052e-06,1,3.24045794741052e-06,1,3.24045794741052e-06,1,3.24045794741052e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.25,1,3.93982764096998e-06,1,3.93982764096998e-06,1,3.93982764096998e-06,1,3.93982764096998e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.25,1,3.93982764096998e-06,1,3.93982764096998e-06,1,3.93982764096998e-06,1,3.93982764096998e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.25,1,3.93982764096998e-06,1,3.93982764096998e-06,1,3.93982764096998e-06,1,3.93982764096998e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.25,1,3.93982764096998e-06,1,3.93982764096998e-06,1,3.93982764096998e-06,1,3.93982764096998e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_transport,0.125,1,6.76371351437141e-06,1,6.76371351437141e-06,1,6.76371351437141e-06,1,6.76371351437141e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_inertial,0.125,1,6.76371351437141e-06,1,6.76371351437141e-06,1,6.76371351437141e-06,1,6.76371351437141e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_transport,0.125,1,6.76371351437141e-06,1,6.76371351437141e-06,1,6.76371351437141e-06,1,6.76371351437141e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_inertial,0.125,1,6.76371351437141e-06,1,6.76371351437141e-06,1,6.76371351437141e-06,1,6.76371351437141e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_transport,0.125,1,4.28536795553879e-06,1,4.28536795553879e-06,1,4.28536795553879e-06,1,4.28536795553879e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_inertial,0.125,1,4.28536795553879e-06,1,4.28536795553879e-06,1,4.28536795553879e-06,1,4.28536795553879e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_transport,0.125,1,4.28536795553879e-06,1,4.28536795553879e-06,1,4.28536795553879e-06,1,4.28536795553879e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_inertial,0.125,1,4.28536795553879e-06,1,4.28536795553879e-06,1,4.28536795553879e-06,1,4.28536795553879e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_transport,0.125,1,3.19941581298426e-06,1,3.19941581298426e-06,1,3.19941581298426e-06,1,3.19941581298426e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_25ns_inertial,0.125,1,3.19941581298426e-06,1,3.19941581298426e-06,1,3.19941581298426e-06,1,3.19941581298426e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_transport,0.125,1,3.19941581298426e-06,1,3.19941581298426e-06,1,3.19941581298426e-06,1,3.19941581298426e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,upper_illustration_40ns_inertial,0.125,1,3.19941581298426e-06,1,3.19941581298426e-06,1,3.19941581298426e-06,1,3.19941581298426e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.125,1,3.99192609645675e-06,1,3.99192609645675e-06,1,3.99192609645675e-06,1,3.99192609645675e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.125,1,3.99192609645675e-06,1,3.99192609645675e-06,1,3.99192609645675e-06,1,3.99192609645675e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.125,1,3.99192609645675e-06,1,3.99192609645675e-06,1,3.99192609645675e-06,1,3.99192609645675e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.125,1,3.99192609645675e-06,1,3.99192609645675e-06,1,3.99192609645675e-06,1,3.99192609645675e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_transport,0.5,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_inertial,0.5,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_transport,0.5,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_inertial,0.5,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_transport,0.5,1,2.32666537844037e-05,1,2.32666537844037e-05,1,2.32666537844037e-05,1,2.32666537844037e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_inertial,0.5,1,2.32666537844037e-05,1,2.32666537844037e-05,1,2.32666537844037e-05,1,2.32666537844037e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_transport,0.5,1,2.32666537844037e-05,1,2.32666537844037e-05,1,2.32666537844037e-05,1,2.32666537844037e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_inertial,0.5,1,2.32666537844037e-05,1,2.32666537844037e-05,1,2.32666537844037e-05,1,2.32666537844037e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_transport,0.5,1,2.76766702614274e-05,1,2.76766702614274e-05,1,2.76766702614274e-05,1,2.76766702614274e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_inertial,0.5,1,2.76766702614274e-05,1,2.76766702614274e-05,1,2.76766702614274e-05,1,2.76766702614274e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_transport,0.5,1,2.76766702614274e-05,1,2.76766702614274e-05,1,2.76766702614274e-05,1,2.76766702614274e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_inertial,0.5,1,2.76766702614274e-05,1,2.76766702614274e-05,1,2.76766702614274e-05,1,2.76766702614274e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.5,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.5,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.5,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.5,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,2.82252634316944e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_transport,0.25,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_inertial,0.25,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_transport,0.25,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_inertial,0.25,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_transport,0.25,1,2.32641499550116e-05,1,2.32641499550116e-05,1,2.32641499550116e-05,1,2.32641499550116e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_inertial,0.25,1,2.32641499550116e-05,1,2.32641499550116e-05,1,2.32641499550116e-05,1,2.32641499550116e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_transport,0.25,1,2.32641499550116e-05,1,2.32641499550116e-05,1,2.32641499550116e-05,1,2.32641499550116e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_inertial,0.25,1,2.32641499550116e-05,1,2.32641499550116e-05,1,2.32641499550116e-05,1,2.32641499550116e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_transport,0.25,1,2.76743019573069e-05,1,2.76743019573069e-05,1,2.76743019573069e-05,1,2.76743019573069e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_inertial,0.25,1,2.76743019573069e-05,1,2.76743019573069e-05,1,2.76743019573069e-05,1,2.76743019573069e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_transport,0.25,1,2.76743019573069e-05,1,2.76743019573069e-05,1,2.76743019573069e-05,1,2.76743019573069e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_inertial,0.25,1,2.76743019573069e-05,1,2.76743019573069e-05,1,2.76743019573069e-05,1,2.76743019573069e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.25,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.25,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.25,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.25,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,2.82227236034021e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_transport,0.125,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_25ns_inertial,0.125,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_transport,0.125,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,typical_illustration_40ns_inertial,0.125,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_transport,0.125,1,2.32713366060525e-05,1,2.32713366060525e-05,1,2.32713366060525e-05,1,2.32713366060525e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_25ns_inertial,0.125,1,2.32713366060525e-05,1,2.32713366060525e-05,1,2.32713366060525e-05,1,2.32713366060525e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_transport,0.125,1,2.32713366060525e-05,1,2.32713366060525e-05,1,2.32713366060525e-05,1,2.32713366060525e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,lower_illustration_40ns_inertial,0.125,1,2.32713366060525e-05,1,2.32713366060525e-05,1,2.32713366060525e-05,1,2.32713366060525e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_transport,0.125,1,2.77098688707621e-05,1,2.77098688707621e-05,1,2.77098688707621e-05,1,2.77098688707621e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_25ns_inertial,0.125,1,2.77098688707621e-05,1,2.77098688707621e-05,1,2.77098688707621e-05,1,2.77098688707621e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_transport,0.125,1,2.77098688707621e-05,1,2.77098688707621e-05,1,2.77098688707621e-05,1,2.77098688707621e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,upper_illustration_40ns_inertial,0.125,1,2.77098688707621e-05,1,2.77098688707621e-05,1,2.77098688707621e-05,1,2.77098688707621e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.125,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.125,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.125,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.125,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,2.82402156807958e-05,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_transport,0.5,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_inertial,0.5,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_transport,0.5,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_inertial,0.5,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_transport,0.5,1,8.49483074757528e-06,1,8.49483074757528e-06,1,8.49483074757528e-06,1,8.49483074757528e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_inertial,0.5,1,8.49483074757528e-06,1,8.49483074757528e-06,1,8.49483074757528e-06,1,8.49483074757528e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_40ns_transport,0.5,1,8.49483074757528e-06,1,8.49483074757528e-06,1,8.49483074757528e-06,1,8.49483074757528e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_40ns_inertial,0.5,1,8.49483074757528e-06,1,8.49483074757528e-06,1,8.49483074757528e-06,1,8.49483074757528e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_25ns_transport,0.5,1,8.60967570972876e-06,1,8.12577933948953e-06,1,8.12577933948953e-06,1,8.12577933948953e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_25ns_inertial,0.5,1,8.60967570972876e-06,1,8.12577933948953e-06,1,8.12577933948953e-06,1,8.12577933948953e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_40ns_transport,0.5,1,8.60967570972876e-06,1,8.12577933948953e-06,1,8.12577933948953e-06,1,8.12577933948953e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_40ns_inertial,0.5,1,8.60967570972876e-06,1,8.12577933948953e-06,1,8.12577933948953e-06,1,8.12577933948953e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.5,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.5,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.5,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.5,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,8.38554316858874e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_transport,0.25,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_inertial,0.25,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_transport,0.25,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_inertial,0.25,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_transport,0.25,1,8.5001924661314e-06,1,8.5001924661314e-06,1,8.5001924661314e-06,1,8.5001924661314e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_inertial,0.25,1,8.5001924661314e-06,1,8.5001924661314e-06,1,8.5001924661314e-06,1,8.5001924661314e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_40ns_transport,0.25,1,8.5001924661314e-06,1,8.5001924661314e-06,1,8.5001924661314e-06,1,8.5001924661314e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_40ns_inertial,0.25,1,8.5001924661314e-06,1,8.5001924661314e-06,1,8.5001924661314e-06,1,8.5001924661314e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_25ns_transport,0.25,1,8.60888034579128e-06,1,8.12989507258024e-06,1,8.12989507258024e-06,1,8.12989507258024e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_25ns_inertial,0.25,1,8.60888034579128e-06,1,8.12989507258024e-06,1,8.12989507258024e-06,1,8.12989507258024e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_40ns_transport,0.25,1,8.60888034579128e-06,1,8.12989507258024e-06,1,8.12989507258024e-06,1,8.12989507258024e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_40ns_inertial,0.25,1,8.60888034579128e-06,1,8.12989507258024e-06,1,8.12989507258024e-06,1,8.12989507258024e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.25,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.25,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.25,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.25,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,8.39085745329982e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_transport,0.125,1,8.78345637731924e-06,1,8.78345637731924e-06,1,8.78345637731924e-06,1,8.78345637731924e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_inertial,0.125,1,8.78345637731924e-06,1,8.78345637731924e-06,1,8.78345637731924e-06,1,8.78345637731924e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_transport,0.125,1,8.78345637731924e-06,1,8.78345637731924e-06,1,8.78345637731924e-06,1,8.78345637731924e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_inertial,0.125,1,8.78345637731924e-06,1,8.78345637731924e-06,1,8.78345637731924e-06,1,8.78345637731924e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_transport,0.125,1,8.90375199648829e-06,1,8.90375199648829e-06,1,8.90375199648829e-06,1,8.90375199648829e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_inertial,0.125,1,8.90375199648829e-06,1,8.90375199648829e-06,1,8.90375199648829e-06,1,8.90375199648829e-06,1,1,1,1,0,0,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_40ns_transport,0.125,1,8.90375199648829e-06,1,8.90375199648829e-06,1,8.90375199648829e-06,1,8.90375199648829e-06,1,1,1,1,0,0,1
