Case,Variant,MaxStep_ns,ThresholdSequenceExact,ThresholdTimeError_ns,ComparatorSequenceExact,ComparatorTimeError_ns,OutputSequenceExact,OutputTimeError_ns,DecoderSequenceExact,DecoderTimeError_ns,VirtualCountsExact,NativeDomainPass,ReferenceContinuousDomainPass,DomainAgreement,NativeStressFlag,GrazingUnresolved,Pass
Cd100_Ccp240_Ccn7_A0,lower_illustration_40ns_transport,0.25,1,5.03695807732942e-06,1,5.03695807732942e-06,1,5.03695807732942e-06,1,5.03695807732942e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,lower_illustration_40ns_inertial,0.25,1,5.03695807732942e-06,1,5.03695807732942e-06,1,5.03695807732942e-06,1,5.03695807732942e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,upper_illustration_25ns_transport,0.25,1,5.62423608933046e-06,1,5.62423608933046e-06,1,5.62423608933046e-06,1,5.62423608933046e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,upper_illustration_25ns_inertial,0.25,1,5.62423608933046e-06,1,5.62423608933046e-06,1,5.62423608933046e-06,1,5.62423608933046e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,upper_illustration_40ns_transport,0.25,1,5.62423608933046e-06,1,5.62423608933046e-06,1,5.62423608933046e-06,1,5.62423608933046e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,upper_illustration_40ns_inertial,0.25,1,5.62423608933046e-06,1,5.62423608933046e-06,1,5.62423608933046e-06,1,5.62423608933046e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.25,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.25,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.25,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.25,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1.98120879307839e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,typical_illustration_25ns_transport,0.125,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,typical_illustration_25ns_inertial,0.125,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,typical_illustration_40ns_transport,0.125,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,typical_illustration_40ns_inertial,0.125,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,lower_illustration_25ns_transport,0.125,1,5.01060942343918e-06,1,5.01060942343918e-06,1,5.01060942343918e-06,1,5.01060942343918e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,lower_illustration_25ns_inertial,0.125,1,5.01060942343918e-06,1,5.01060942343918e-06,1,5.01060942343918e-06,1,5.01060942343918e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,lower_illustration_40ns_transport,0.125,1,5.01060942343918e-06,1,5.01060942343918e-06,1,5.01060942343918e-06,1,5.01060942343918e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,lower_illustration_40ns_inertial,0.125,1,5.01060942343918e-06,1,5.01060942343918e-06,1,5.01060942343918e-06,1,5.01060942343918e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,upper_illustration_25ns_transport,0.125,1,5.60896620287383e-06,1,5.60896620287383e-06,1,5.60896620287383e-06,1,5.60896620287383e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,upper_illustration_25ns_inertial,0.125,1,5.60896620287383e-06,1,5.60896620287383e-06,1,5.60896620287383e-06,1,5.60896620287383e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,upper_illustration_40ns_transport,0.125,1,5.60896620287383e-06,1,5.60896620287383e-06,1,5.60896620287383e-06,1,5.60896620287383e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,upper_illustration_40ns_inertial,0.125,1,5.60896620287383e-06,1,5.60896620287383e-06,1,5.60896620287383e-06,1,5.60896620287383e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.125,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.125,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.125,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.125,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1.95730213517508e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_25ns_transport,0.5,1,9.24210100133492e-06,1,2.5702842089935e-06,1,2.5702842089935e-06,1,2.5702842089935e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_25ns_inertial,0.5,1,9.24210100133492e-06,1,2.5702842089935e-06,1,2.5702842089935e-06,1,2.5702842089935e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_40ns_transport,0.5,1,9.24210100133492e-06,1,2.5702842089935e-06,1,2.5702842089935e-06,1,2.5702842089935e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_40ns_inertial,0.5,1,9.24210100133492e-06,1,2.5702842089935e-06,1,2.5702842089935e-06,1,2.5702842089935e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_25ns_transport,0.5,1,1.11778152312998e-05,1,2.79361037476772e-06,1,2.79361037476772e-06,1,2.79361037476772e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_25ns_inertial,0.5,1,1.11778152312998e-05,1,2.79361037476772e-06,1,2.79361037476772e-06,1,2.79361037476772e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_40ns_transport,0.5,1,1.11778152312998e-05,1,2.79361037476772e-06,1,2.79361037476772e-06,1,2.79361037476772e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_40ns_inertial,0.5,1,1.11778152312998e-05,1,2.79361037476772e-06,1,2.79361037476772e-06,1,2.79361037476772e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_25ns_transport,0.5,1,7.13220884532729e-06,1,6.74212222102942e-06,1,6.74212222102942e-06,1,6.74212222102942e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_25ns_inertial,0.5,1,7.13220884532729e-06,1,6.74212222102942e-06,1,6.74212222102942e-06,1,6.74212222102942e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_40ns_transport,0.5,1,7.13220884532729e-06,1,6.74212222102942e-06,1,6.74212222102942e-06,1,6.74212222102942e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_40ns_inertial,0.5,1,7.13220884532729e-06,1,6.74212222102942e-06,1,6.74212222102942e-06,1,6.74212222102942e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.5,1,9.24210100133492e-06,1,7.91917699222589e-06,1,7.91917699222589e-06,1,7.91917699222589e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.5,1,9.24210100133492e-06,1,7.91917699222589e-06,1,7.91917699222589e-06,1,7.91917699222589e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.5,1,9.24210100133492e-06,1,7.91917699222589e-06,1,7.91917699222589e-06,1,7.91917699222589e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.5,1,9.24210100133492e-06,1,7.91917699222589e-06,1,7.91917699222589e-06,1,7.91917699222589e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_25ns_transport,0.25,1,9.23715009375822e-06,1,2.56826657651314e-06,1,2.56826657651314e-06,1,2.56826657651314e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_25ns_inertial,0.25,1,9.23715009375822e-06,1,2.56826657651314e-06,1,2.56826657651314e-06,1,2.56826657651314e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_40ns_transport,0.25,1,9.23715009375822e-06,1,2.56826657651314e-06,1,2.56826657651314e-06,1,2.56826657651314e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_40ns_inertial,0.25,1,9.23715009375822e-06,1,2.56826657651314e-06,1,2.56826657651314e-06,1,2.56826657651314e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_25ns_transport,0.25,1,1.11761711403492e-05,1,2.79164271723125e-06,1,2.79164271723125e-06,1,2.79164271723125e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_25ns_inertial,0.25,1,1.11761711403492e-05,1,2.79164271723125e-06,1,2.79164271723125e-06,1,2.79164271723125e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_40ns_transport,0.25,1,1.11761711403492e-05,1,2.79164271723125e-06,1,2.79164271723125e-06,1,2.79164271723125e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_40ns_inertial,0.25,1,1.11761711403492e-05,1,2.79164271723125e-06,1,2.79164271723125e-06,1,2.79164271723125e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_25ns_transport,0.25,1,7.12146507942431e-06,1,6.73954639383682e-06,1,6.73954639383682e-06,1,6.73954639383682e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_25ns_inertial,0.25,1,7.12146507942431e-06,1,6.73954639383682e-06,1,6.73954639383682e-06,1,6.73954639383682e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_40ns_transport,0.25,1,7.12146507942431e-06,1,6.73954639383682e-06,1,6.73954639383682e-06,1,6.73954639383682e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_40ns_inertial,0.25,1,7.12146507942431e-06,1,6.73954639383682e-06,1,6.73954639383682e-06,1,6.73954639383682e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.25,1,9.23715009375822e-06,1,7.92204250468645e-06,1,7.92204250468645e-06,1,7.92204250468645e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.25,1,9.23715009375822e-06,1,7.92204250468645e-06,1,7.92204250468645e-06,1,7.92204250468645e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.25,1,9.23715009375822e-06,1,7.92204250468645e-06,1,7.92204250468645e-06,1,7.92204250468645e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.25,1,9.23715009375822e-06,1,7.92204250468645e-06,1,7.92204250468645e-06,1,7.92204250468645e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_25ns_transport,0.125,1,9.24774139373068e-06,1,2.57443551746799e-06,1,2.57443551746799e-06,1,2.57443551746799e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_25ns_inertial,0.125,1,9.24774139373068e-06,1,2.57443551746799e-06,1,2.57443551746799e-06,1,2.57443551746799e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_40ns_transport,0.125,1,9.24774139373068e-06,1,2.57443551746799e-06,1,2.57443551746799e-06,1,2.57443551746799e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,typical_illustration_40ns_inertial,0.125,1,9.24774139373068e-06,1,2.57443551746799e-06,1,2.57443551746799e-06,1,2.57443551746799e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_25ns_transport,0.125,1,1.11828660887643e-05,1,2.79786332719589e-06,1,2.79786332719589e-06,1,2.79786332719589e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_25ns_inertial,0.125,1,1.11828660887643e-05,1,2.79786332719589e-06,1,2.79786332719589e-06,1,2.79786332719589e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_40ns_transport,0.125,1,1.11828660887643e-05,1,2.79786332719589e-06,1,2.79786332719589e-06,1,2.79786332719589e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,lower_illustration_40ns_inertial,0.125,1,1.11828660887643e-05,1,2.79786332719589e-06,1,2.79786332719589e-06,1,2.79786332719589e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_25ns_transport,0.125,1,7.13846503067571e-06,1,6.74423810933166e-06,1,6.74423810933166e-06,1,6.74423810933166e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_25ns_inertial,0.125,1,7.13846503067571e-06,1,6.74423810933166e-06,1,6.74423810933166e-06,1,6.74423810933166e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_40ns_transport,0.125,1,7.13846503067571e-06,1,6.74423810933166e-06,1,6.74423810933166e-06,1,6.74423810933166e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,upper_illustration_40ns_inertial,0.125,1,7.13846503067571e-06,1,6.74423810933166e-06,1,6.74423810933166e-06,1,6.74423810933166e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.125,1,9.24774139373068e-06,1,7.92296068840128e-06,1,7.92296068840128e-06,1,7.92296068840128e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.125,1,9.24774139373068e-06,1,7.92296068840128e-06,1,7.92296068840128e-06,1,7.92296068840128e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.125,1,9.24774139373068e-06,1,7.92296068840128e-06,1,7.92296068840128e-06,1,7.92296068840128e-06,1,1,1,1,0,0,1
Cd100_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.125,1,9.24774139373068e-06,1,7.92296068840128e-06,1,7.92296068840128e-06,1,7.92296068840128e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_transport,0.5,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_inertial,0.5,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_transport,0.5,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_inertial,0.5,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_transport,0.5,1,1.58236596568828e-06,1,1.56805280294558e-06,1,1.56805280294558e-06,1,1.56805280294558e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_inertial,0.5,1,1.58236596568828e-06,1,1.56805280294558e-06,1,1.56805280294558e-06,1,1.56805280294558e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_transport,0.5,1,1.58236596568828e-06,1,1.56805280294558e-06,1,1.56805280294558e-06,1,1.56805280294558e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_inertial,0.5,1,1.58236596568828e-06,1,1.56805280294558e-06,1,1.56805280294558e-06,1,1.56805280294558e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_transport,0.5,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_inertial,0.5,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_transport,0.5,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_inertial,0.5,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1.67976924890837e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.5,1,2.49483009053561e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.5,1,2.49483009053561e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.5,1,2.49483009053561e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.5,1,2.49483009053561e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,2.49352184814857e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_transport,0.25,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_inertial,0.25,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_transport,0.25,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_inertial,0.25,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_transport,0.25,1,1.58172476174721e-06,1,1.57492986344434e-06,1,1.57492986344434e-06,1,1.57492986344434e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_inertial,0.25,1,1.58172476174721e-06,1,1.57492986344434e-06,1,1.57492986344434e-06,1,1.57492986344434e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_transport,0.25,1,1.58172476174721e-06,1,1.57492986344434e-06,1,1.57492986344434e-06,1,1.57492986344434e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_inertial,0.25,1,1.58172476174721e-06,1,1.57492986344434e-06,1,1.57492986344434e-06,1,1.57492986344434e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_transport,0.25,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_inertial,0.25,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_transport,0.25,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_inertial,0.25,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1.67815226301206e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.25,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.25,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.25,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.25,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,2.51767329857364e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_transport,0.125,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_25ns_inertial,0.125,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_transport,0.125,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,typical_illustration_40ns_inertial,0.125,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_transport,0.125,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_25ns_inertial,0.125,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_transport,0.125,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,lower_illustration_40ns_inertial,0.125,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1.61514402316465e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_transport,0.125,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_25ns_inertial,0.125,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_transport,0.125,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,upper_illustration_40ns_inertial,0.125,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1.68645487996105e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_transport,0.125,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.125,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.125,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.125,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,2.5496132169487e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_transport,0.5,1,7.45524307097108e-06,1,7.45524307097108e-06,1,7.45524307097108e-06,1,7.45524307097108e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_25ns_inertial,0.5,1,7.45524307097108e-06,1,7.45524307097108e-06,1,7.45524307097108e-06,1,7.45524307097108e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_transport,0.5,1,7.45524307097108e-06,1,7.45524307097108e-06,1,7.45524307097108e-06,1,7.45524307097108e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,typical_illustration_40ns_inertial,0.5,1,7.45524307097108e-06,1,7.45524307097108e-06,1,7.45524307097108e-06,1,7.45524307097108e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_transport,0.5,1,4.15427308980872e-06,1,4.15427308980872e-06,1,4.15427308980872e-06,1,4.15427308980872e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_25ns_inertial,0.5,1,4.15427308980872e-06,1,4.15427308980872e-06,1,4.15427308980872e-06,1,4.15427308980872e-06,1,1,1,1,0,0,1
Cd1000_Ccp40_Ccn7_A1,lower_illustration_40ns_transport,0.5,1,4.15427308980872e-06,1,4.15427308980872e-06,1,4.15427308980872e-06,1,4.15427308980872e-06,1,1,1,1,0,0,1
