Fixture,Partition,Arm,Ccp_pF,Ccn_pF,Cdiff_pF,TaskSign,Phase_ns,Closure_s,Samples,CompleteFinite,CommandBoundsPass,StoppedCommandZero,ReceiverDomainPass,CausalPackets,WindowPairedRMSE_deg,WindowPairedPeak_deg,FullPairedRMSE_deg,FullPairedPeak_deg,RequestedRMSE_deg,ShapedRMSE_deg,FinalRequestedError_deg,TailRequestedRMSE_deg,TailPairedRMSE_deg,FinalPairedError_deg,FinalShapedError_deg,TailShapedRMSE_deg,PeakSpeed_rad_s,PeakCurrent_A,CurrentSquaredIntegral_A2s,PlantExtremaMethod,CommandEnergy_V2s,CommandVariation_V,CommandPeak_V,ReducedCapSamples,StoppedSamples,SlewLimitedSamples,AmplitudeLimitedSamples,IdealMinusDecodedPeak_counts,IdealMinusDecodedFinal_counts,EMICountPeak_counts,EMICountFinal_counts,DecoderAuditPresent,ObservedTransitions,ShadowTransitions,ExtraTransitions,MissingTransitions,InvalidTransitions,EventMatchingAllowance_s,QuantizationPeak_rad,AlarmSamples,NonnormalSamples,CleanAlarmSamples,CleanNonnormalSamples,CleanSampledCountPeak_counts,CleanFinalRequestedError_deg,CleanTailRequestedRMSE_deg,CleanCompleteFinite,CleanCommandBoundsPass,CleanStoppedCommandZero,CleanCausalPackets,CleanDecoderAuditPresent,CleanSequencePass,CleanDelayPass,CleanMaximumDelay_s,CleanCountConservationPass,CleanGuardPass,Burst1Recovery_s,Burst2Recovery_s,Burst1RecoveryStatus,Burst2RecoveryStatus,ExecutionGuardPass,TaskSuccess,CorruptionEpisodes,FalseAlarmEpisodes,NoncorruptionAlarmSamples,CleanFalseAlarmEpisodes,DetectionStatus,Burst1DetectionStatus,Burst1PreexistingCorruption,Burst1NewCorruptionEpisodes,Burst2DetectionStatus,Burst2PreexistingCorruption,Burst2NewCorruptionEpisodes,Variant,ReceiverNumericsPass,CleanNumericsPass,ShadowDomainPass,ReceiverStressPass
V2EVAL03,evaluation,SW_ONLY,40,7,100,-1,-75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,961,961,0,0,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,8.85484499058009e-08,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL03,evaluation,COMBINED,40,7,1000,-1,-75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,961,961,0,0,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,1.28517251507532e-07,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL04,evaluation,BASELINE,40,7,100,-1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9434129937932,2.85279444220934,0.0736673410275694,0.0823304462610494,0,0,0.0737196490489684,0.0824237257321967,4.62821035927068,0.123617853957655,0.00172506121610297,continuous_affine_interval,0.0269139255590908,2.39661874180283,0.422864445044963,0,0,0,0,0,0,0,0,1,964,964,0,0,0,1e-06,0.000766927487182212,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,8.85484499058009e-08,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL04,evaluation,EM_ONLY,40,7,1000,-1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9434129937932,2.85279444220934,0.0736673410275694,0.0823304462610494,0,0,0.0737196490489684,0.0824237257321967,4.62821035927068,0.123617853957655,0.00172506121610297,continuous_affine_interval,0.0269139255590908,2.39661874180283,0.422864445044963,0,0,0,0,0,0,0,0,1,964,964,0,0,0,1e-06,0.000766927487182212,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,1.28517251507532e-07,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL04,evaluation,SW_ONLY,40,7,100,-1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,961,961,0,0,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,8.85484499058009e-08,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL04,evaluation,COMBINED,40,7,1000,-1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,961,961,0,0,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,1.28517251507532e-07,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL05,evaluation,BASELINE,120,7,100,1,-75,1e-07,3001,1,1,1,1,1,0.00119630321528485,0.00233257721312445,0.000578900800310324,0.00233257721312445,10.9437583739128,2.85317757831694,0.0736868408015186,0.0823567665612927,2.69093324796367e-05,1.94997739492069e-05,0.0737391488229176,0.0824500457226613,4.62804047061518,0.12362120094864,0.00172530238834605,continuous_affine_interval,0.02691544929814,2.42444305512165,0.426522011764169,0,0,0,0,1,0,1,0,1,1366,964,402,0,0,1e-06,0.000766864992586047,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,8.96152905771608e-08,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,4,0,0,0,see_episode_table,unprotected_diagnostic,0,2,unprotected_diagnostic,0,2,V01,1,1,1,1
V2EVAL05,evaluation,EM_ONLY,120,7,1000,1,-75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9434129937932,2.85279444220934,0.0736673410275694,0.0823304462610494,0,0,0.0737196490489684,0.0824237257321967,4.62821035927068,0.123617853957655,0.00172506121610297,continuous_affine_interval,0.0269139255590908,2.39661874180283,0.422864445044963,0,0,0,0,0,0,0,0,1,964,964,0,0,0,1e-06,0.000766927487182212,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,1.29292453632246e-07,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL05,evaluation,SW_ONLY,120,7,100,1,-75,1e-07,3001,1,1,1,1,1,6.52920835654622e-05,0.000216188119413851,2.17506911919366e-05,0.000216188119413851,10.944809751942,2.85425121182224,0.0505574110694714,0.072548584257836,3.45487665180744e-06,3.29728059617613e-06,0.0506097190908704,0.0726423989556391,4.62759850077943,0.12387652078041,0.0017314661140342,continuous_affine_interval,0.0269325912403047,1.74312913606022,0.422062714590391,0,0,0,0,1,0,1,0,1,1361,961,401,1,0,1e-06,0.000766717958911034,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,8.96152905771608e-08,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,4,0,0,0,see_episode_table,missed,0,2,missed,0,2,V01,1,1,1,1
V2EVAL05,evaluation,COMBINED,120,7,1000,1,-75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,961,961,0,0,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,1.29292453632246e-07,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL06,evaluation,BASELINE,120,7,100,1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9434129937932,2.85279444220934,0.0736673410275694,0.0823304462610494,0,0,0.0737196490489684,0.0824237257321967,4.62821035927068,0.123617853957655,0.00172506121610297,continuous_affine_interval,0.0269139255590908,2.39661874180283,0.422864445044963,0,0,0,0,0,0,0,0,1,1368,964,404,0,0,1e-06,0.000766927487182212,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,8.96152905771608e-08,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL06,evaluation,EM_ONLY,120,7,1000,1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9434129937932,2.85279444220934,0.0736673410275694,0.0823304462610494,0,0,0.0737196490489684,0.0824237257321967,4.62821035927068,0.123617853957655,0.00172506121610297,continuous_affine_interval,0.0269139255590908,2.39661874180283,0.422864445044963,0,0,0,0,0,0,0,0,1,964,964,0,0,0,1e-06,0.000766927487182212,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,1.29292453632246e-07,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL06,evaluation,SW_ONLY,120,7,100,1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,1361,961,401,1,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,8.96152905771608e-08,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL06,evaluation,COMBINED,120,7,1000,1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,961,961,0,0,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,1.29292453632246e-07,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL07,evaluation,BASELINE,120,7,100,-1,-75,1e-07,3001,1,1,1,1,1,0.00150907266516772,0.00283883633699674,0.00111497313051355,0.00309207964182048,10.9438648934761,2.85327271690563,0.07344616118968,0.0821140912878102,0.000221179829306539,0.000221179837889439,0.073498469211079,0.0822073735202779,4.62841557946492,0.123622083196319,0.00172588581945938,continuous_affine_interval,0.0269165606528232,2.41588007874598,0.42461408765085,0,0,0,0,1,0,1,0,1,1364,964,401,1,0,1e-06,0.000766977458756646,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,8.96152905771608e-08,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,3,0,0,0,see_episode_table,unprotected_diagnostic,0,2,unprotected_diagnostic,0,1,V01,1,1,1,1
V2EVAL07,evaluation,EM_ONLY,120,7,1000,-1,-75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9434129937932,2.85279444220934,0.0736673410275694,0.0823304462610494,0,0,0.0737196490489684,0.0824237257321967,4.62821035927068,0.123617853957655,0.00172506121610297,continuous_affine_interval,0.0269139255590908,2.39661874180283,0.422864445044963,0,0,0,0,0,0,0,0,1,964,964,0,0,0,1e-06,0.000766927487182212,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,1.29292453632246e-07,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL07,evaluation,SW_ONLY,120,7,100,-1,-75,1e-07,3001,1,1,1,1,1,0.00103852620266704,0.00176853484027804,0.000756057796500892,0.00270750750702477,10.9444865045539,2.8541050606598,0.0507315857188856,0.0727251693580694,0.00018595433679529,0.000177471930010411,0.0507838937402847,0.0728189843290866,4.62751900786553,0.123937458813339,0.00173158448224242,continuous_affine_interval,0.0269321463993004,1.74237442151223,0.422066510781542,0,0,0,0,1,0,1,0,1,1361,961,401,1,0,1e-06,0.000766895609310203,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,8.96152905771608e-08,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,3,0,0,0,see_episode_table,missed,0,2,missed,0,1,V01,1,1,1,1
V2EVAL07,evaluation,COMBINED,120,7,1000,-1,-75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,961,961,0,0,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,1.29292453632246e-07,1,1,4.69940000000224e-05,4.69940000000779e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL08,evaluation,BASELINE,120,7,100,-1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9434129937932,2.85279444220934,0.0736673410275694,0.0823304462610494,0,0,0.0737196490489684,0.0824237257321967,4.62821035927068,0.123617853957655,0.00172506121610297,continuous_affine_interval,0.0269139255590908,2.39661874180283,0.422864445044963,0,0,0,0,0,0,0,0,1,1364,964,401,1,0,1e-06,0.000766927487182212,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,8.96152905771608e-08,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL08,evaluation,EM_ONLY,120,7,1000,-1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9434129937932,2.85279444220934,0.0736673410275694,0.0823304462610494,0,0,0.0737196490489684,0.0824237257321967,4.62821035927068,0.123617853957655,0.00172506121610297,continuous_affine_interval,0.0269139255590908,2.39661874180283,0.422864445044963,0,0,0,0,0,0,0,0,1,964,964,0,0,0,1e-06,0.000766927487182212,0,0,0,0,0,0.0736673410275694,0.0823304462610494,1,1,1,1,1,1,1,1.29292453632246e-07,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL08,evaluation,SW_ONLY,120,7,100,-1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,1359,961,398,0,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,8.96152905771608e-08,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
V2EVAL08,evaluation,COMBINED,120,7,1000,-1,75,1e-07,3001,1,1,1,1,1,0,0,0,0,10.9448128591101,2.85425491361753,0.0505541137888752,0.07254524162761,0,0,0.0506064218102742,0.0726390563198634,4.62749154747117,0.12387652076775,0.00173144499559543,continuous_affine_interval,0.0269325578095887,1.74242694336362,0.422062716670382,0,0,0,0,0,0,0,0,1,961,961,0,0,0,1e-06,0.000766778492221454,0,0,0,0,0,0.0505541137888752,0.07254524162761,1,1,1,1,1,1,1,1.29292453632246e-07,1,1,4.68440000000458e-05,4.68440000001014e-05,recovered,recovered,1,1,0,0,0,0,no_detectable_opportunity,no_detectable_opportunity,0,0,no_detectable_opportunity,0,0,V01,1,1,1,1
